dataset,model,seed,instance_id,method,mode,significance,metric,value
scenario_a,logreg,0,24,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.01,runtime_ms,70.27629998628981
scenario_a,logreg,0,24,standard,factual,0.01,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.01,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.01,runtime_ms,24.38739998615347
scenario_a,logreg,0,24,standard,factual,0.01,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.01,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.01,runtime_ms,23.702200007392094
scenario_a,logreg,0,24,standard,factual,0.01,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.01,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.01,runtime_ms,36.03089999523945
scenario_a,logreg,0,24,standard,factual,0.01,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.01,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.01,runtime_ms,46.29299999214709
scenario_a,logreg,0,24,standard,factual,0.01,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.01,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.01,runtime_ms,36.62230001646094
scenario_a,logreg,0,24,standard,factual,0.01,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.01,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.05,runtime_ms,41.70460000750609
scenario_a,logreg,0,24,standard,factual,0.05,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.05,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.05,runtime_ms,44.598100008443
scenario_a,logreg,0,24,standard,factual,0.05,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.05,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.05,runtime_ms,42.23490000003949
scenario_a,logreg,0,24,standard,factual,0.05,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.05,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.05,runtime_ms,30.84130000206642
scenario_a,logreg,0,24,standard,factual,0.05,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.05,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.05,runtime_ms,24.606099992524832
scenario_a,logreg,0,24,standard,factual,0.05,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.05,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.05,runtime_ms,31.474499992327765
scenario_a,logreg,0,24,standard,factual,0.05,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.05,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.1,runtime_ms,23.14840001054108
scenario_a,logreg,0,24,standard,factual,0.1,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.1,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.1,runtime_ms,26.00969999912195
scenario_a,logreg,0,24,standard,factual,0.1,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.1,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.1,runtime_ms,22.907700011273846
scenario_a,logreg,0,24,standard,factual,0.1,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.1,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.1,runtime_ms,29.809100000420585
scenario_a,logreg,0,24,standard,factual,0.1,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.1,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.1,runtime_ms,24.60469998186454
scenario_a,logreg,0,24,standard,factual,0.1,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.1,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.1,runtime_ms,32.229899981757626
scenario_a,logreg,0,24,standard,factual,0.1,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.1,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.2,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.2,runtime_ms,29.395899997325614
scenario_a,logreg,0,24,standard,factual,0.2,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.2,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.2,rule_count,1.0
scenario_a,logreg,0,24,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.2,runtime_ms,32.54439999000169
scenario_a,logreg,0,24,standard,factual,0.2,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.2,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.2,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.2,runtime_ms,25.357599981362
scenario_a,logreg,0,24,standard,factual,0.2,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.2,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.2,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.2,runtime_ms,29.932199977338314
scenario_a,logreg,0,24,standard,factual,0.2,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.2,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.2,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.2,runtime_ms,25.550999998813495
scenario_a,logreg,0,24,standard,factual,0.2,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.2,runtime_ms,81.9597999798134
scenario_a,logreg,0,24,guarded,factual,0.2,rule_count,2.0
scenario_a,logreg,0,24,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,guarded,factual,0.2,runtime_ms,30.053800001041964
scenario_a,logreg,0,24,standard,factual,0.2,rule_count,4.0
scenario_a,logreg,0,24,standard,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,24,standard,factual,0.2,runtime_ms,81.9597999798134
scenario_a,logreg,0,86,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.01,runtime_ms,24.43439999478869
scenario_a,logreg,0,86,standard,factual,0.01,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.01,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.01,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.01,runtime_ms,29.040199995506555
scenario_a,logreg,0,86,standard,factual,0.01,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.01,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.01,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.01,runtime_ms,27.460399986011907
scenario_a,logreg,0,86,standard,factual,0.01,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.01,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.01,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.01,runtime_ms,31.015599990496412
scenario_a,logreg,0,86,standard,factual,0.01,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.01,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.01,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.01,runtime_ms,25.80649999435991
scenario_a,logreg,0,86,standard,factual,0.01,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.01,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.01,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.01,runtime_ms,33.63950000493787
scenario_a,logreg,0,86,standard,factual,0.01,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.01,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.01,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.05,runtime_ms,26.104999997187406
scenario_a,logreg,0,86,standard,factual,0.05,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.05,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.05,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.05,runtime_ms,29.186700005084276
scenario_a,logreg,0,86,standard,factual,0.05,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.05,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.05,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.05,runtime_ms,28.72969998861663
scenario_a,logreg,0,86,standard,factual,0.05,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.05,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.05,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.05,runtime_ms,28.15180001198314
scenario_a,logreg,0,86,standard,factual,0.05,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.05,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.05,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.05,runtime_ms,25.746900006197393
scenario_a,logreg,0,86,standard,factual,0.05,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.05,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.05,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.05,runtime_ms,31.10189997823909
scenario_a,logreg,0,86,standard,factual,0.05,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.05,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.05,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.1,runtime_ms,25.72659999714233
scenario_a,logreg,0,86,standard,factual,0.1,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.1,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.1,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.1,runtime_ms,31.097099999897182
scenario_a,logreg,0,86,standard,factual,0.1,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.1,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.1,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.1,runtime_ms,30.266799993114546
scenario_a,logreg,0,86,standard,factual,0.1,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.1,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.1,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.1,runtime_ms,32.154599990462884
scenario_a,logreg,0,86,standard,factual,0.1,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.1,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.1,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.1,runtime_ms,28.89010001672432
scenario_a,logreg,0,86,standard,factual,0.1,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.1,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.1,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.1,runtime_ms,34.72679998958483
scenario_a,logreg,0,86,standard,factual,0.1,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.1,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.1,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.2,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.2,runtime_ms,31.12560001318343
scenario_a,logreg,0,86,standard,factual,0.2,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.2,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.2,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.2,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.2,runtime_ms,28.93989998847246
scenario_a,logreg,0,86,standard,factual,0.2,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.2,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.2,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.2,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.2,runtime_ms,29.725999978836626
scenario_a,logreg,0,86,standard,factual,0.2,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.2,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.2,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.2,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.2,runtime_ms,32.644799997797236
scenario_a,logreg,0,86,standard,factual,0.2,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.2,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.2,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.2,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.2,runtime_ms,27.333200006978586
scenario_a,logreg,0,86,standard,factual,0.2,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.2,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.2,runtime_ms,16.639399982523173
scenario_a,logreg,0,86,guarded,factual,0.2,rule_count,2.0
scenario_a,logreg,0,86,guarded,factual,0.2,violation_rate,0.0
scenario_a,logreg,0,86,guarded,factual,0.2,runtime_ms,33.70819997508079
scenario_a,logreg,0,86,standard,factual,0.2,rule_count,3.0
scenario_a,logreg,0,86,standard,factual,0.2,violation_rate,0.3333333333333333
scenario_a,logreg,0,86,standard,factual,0.2,runtime_ms,16.639399982523173
scenario_a,logreg,0,109,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.01,runtime_ms,29.98789999401197
scenario_a,logreg,0,109,standard,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.01,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.01,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.01,runtime_ms,34.330800001043826
scenario_a,logreg,0,109,standard,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.01,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.01,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.01,runtime_ms,31.7747000080999
scenario_a,logreg,0,109,standard,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.01,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.01,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.01,runtime_ms,33.37719998671673
scenario_a,logreg,0,109,standard,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.01,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.01,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.01,runtime_ms,27.949900017119944
scenario_a,logreg,0,109,standard,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.01,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.01,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.01,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.01,runtime_ms,31.524799996986985
scenario_a,logreg,0,109,standard,factual,0.01,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.01,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.01,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.05,runtime_ms,25.059000006876886
scenario_a,logreg,0,109,standard,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.05,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.05,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.05,runtime_ms,31.368900003144518
scenario_a,logreg,0,109,standard,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.05,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.05,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.05,runtime_ms,25.88359999936074
scenario_a,logreg,0,109,standard,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.05,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.05,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.05,runtime_ms,27.34299999428913
scenario_a,logreg,0,109,standard,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.05,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.05,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.05,runtime_ms,28.322799975285307
scenario_a,logreg,0,109,standard,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.05,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.05,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.05,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.05,runtime_ms,43.230799987213686
scenario_a,logreg,0,109,standard,factual,0.05,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.05,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.05,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.1,runtime_ms,27.930700016440824
scenario_a,logreg,0,109,standard,factual,0.1,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.1,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.1,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.1,runtime_ms,31.686500005889684
scenario_a,logreg,0,109,standard,factual,0.1,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.1,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.1,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.1,runtime_ms,45.55750000872649
scenario_a,logreg,0,109,standard,factual,0.1,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.1,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.1,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.1,violation_rate,0.0
scenario_a,logreg,0,109,guarded,factual,0.1,runtime_ms,36.73199997865595
scenario_a,logreg,0,109,standard,factual,0.1,rule_count,2.0
scenario_a,logreg,0,109,standard,factual,0.1,violation_rate,0.5
scenario_a,logreg,0,109,standard,factual,0.1,runtime_ms,14.277400012360886
scenario_a,logreg,0,109,guarded,factual,0.1,rule_count,2.0
scenario_a,logreg,0,109,guarded,factual,0.1,violation_rate,0.0
