seed,model,instance_id,variant,significance,rule_count,violation_rate
1,logreg,44,V3_multibin_guard,0.01,2,0.0
1,logreg,44,V4_multibin_guard_merge,0.01,2,0.0
1,logreg,59,V1_binary,0.01,2,0.0
1,logreg,59,V2_multibin,0.01,4,0.0
1,logreg,59,V3_multibin_guard,0.01,2,0.0
1,logreg,59,V4_multibin_guard_merge,0.01,1,0.0
1,logreg,80,V1_binary,0.01,2,0.0
1,logreg,80,V2_multibin,0.01,2,0.0
1,logreg,80,V3_multibin_guard,0.01,2,0.0
1,logreg,80,V4_multibin_guard_merge,0.01,2,0.0
1,logreg,127,V1_binary,0.01,2,0.0
1,logreg,127,V2_multibin,0.01,3,0.0
1,logreg,127,V3_multibin_guard,0.01,2,0.0
1,logreg,127,V4_multibin_guard_merge,0.01,2,0.0
1,logreg,139,V1_binary,0.01,2,0.0
1,logreg,139,V2_multibin,0.01,2,0.0
1,logreg,139,V3_multibin_guard,0.01,2,0.0
1,logreg,139,V4_multibin_guard_merge,0.01,2,0.0
1,logreg,161,V1_binary,0.01,2,0.0
1,logreg,161,V2_multibin,0.01,2,0.0
1,logreg,161,V3_multibin_guard,0.01,2,0.0
1,logreg,161,V4_multibin_guard_merge,0.01,2,0.0
1,logreg,184,V1_binary,0.01,2,0.0
1,logreg,184,V2_multibin,0.01,4,0.0
1,logreg,184,V3_multibin_guard,0.01,2,0.0
1,logreg,184,V4_multibin_guard_merge,0.01,2,0.0
1,logreg,299,V1_binary,0.01,2,0.0
1,logreg,299,V2_multibin,0.01,4,0.0
1,logreg,299,V3_multibin_guard,0.01,2,0.0
1,logreg,299,V4_multibin_guard_merge,0.01,1,0.0
1,logreg,323,V1_binary,0.01,2,0.0
1,logreg,323,V2_multibin,0.01,4,0.0
1,logreg,323,V3_multibin_guard,0.01,2,0.0
1,logreg,323,V4_multibin_guard_merge,0.01,2,0.0
1,logreg,343,V1_binary,0.01,2,0.0
1,logreg,343,V2_multibin,0.01,4,0.0
1,logreg,343,V3_multibin_guard,0.01,2,0.0
1,logreg,343,V4_multibin_guard_merge,0.01,2,0.0
1,logreg,347,V1_binary,0.01,2,0.0
1,logreg,347,V2_multibin,0.01,3,0.0
1,logreg,347,V3_multibin_guard,0.01,2,0.0
1,logreg,347,V4_multibin_guard_merge,0.01,2,0.0
1,logreg,351,V1_binary,0.01,2,0.0
1,logreg,351,V2_multibin,0.01,4,0.0
1,logreg,351,V3_multibin_guard,0.01,2,0.0
1,logreg,351,V4_multibin_guard_merge,0.01,1,0.0
1,logreg,435,V1_binary,0.01,2,0.0
1,logreg,435,V2_multibin,0.01,3,0.0
1,logreg,435,V3_multibin_guard,0.01,2,0.0
1,logreg,435,V4_multibin_guard_merge,0.01,2,0.0
1,logreg,446,V1_binary,0.01,2,0.0
1,logreg,446,V2_multibin,0.01,2,0.5
1,logreg,446,V3_multibin_guard,0.01,2,0.5
1,logreg,446,V4_multibin_guard_merge,0.01,2,0.5
1,logreg,17,V1_binary,0.05,2,0.0
1,logreg,17,V2_multibin,0.05,4,0.0
1,logreg,17,V3_multibin_guard,0.05,2,0.0
1,logreg,17,V4_multibin_guard_merge,0.05,2,0.0
1,logreg,23,V1_binary,0.05,2,0.0
1,logreg,23,V2_multibin,0.05,4,0.0
1,logreg,23,V3_multibin_guard,0.05,2,0.0
1,logreg,23,V4_multibin_guard_merge,0.05,1,0.0
1,logreg,44,V1_binary,0.05,2,0.0
1,logreg,44,V2_multibin,0.05,4,0.0
1,logreg,44,V3_multibin_guard,0.05,2,0.0
1,logreg,44,V4_multibin_guard_merge,0.05,2,0.0
1,logreg,59,V1_binary,0.05,2,0.0
1,logreg,59,V2_multibin,0.05,4,0.0
1,logreg,59,V3_multibin_guard,0.05,2,0.0
1,logreg,59,V4_multibin_guard_merge,0.05,1,0.0
1,logreg,80,V1_binary,0.05,2,0.0
1,logreg,80,V2_multibin,0.05,2,0.0
1,logreg,80,V3_multibin_guard,0.05,2,0.0
1,logreg,80,V4_multibin_guard_merge,0.05,2,0.0
1,logreg,127,V1_binary,0.05,2,0.0
1,logreg,127,V2_multibin,0.05,3,0.0
1,logreg,127,V3_multibin_guard,0.05,1,0.0
1,logreg,127,V4_multibin_guard_merge,0.05,2,0.0
1,logreg,139,V1_binary,0.05,2,0.0
1,logreg,139,V2_multibin,0.05,2,0.0
1,logreg,139,V3_multibin_guard,0.05,2,0.0
1,logreg,139,V4_multibin_guard_merge,0.05,2,0.0
1,logreg,161,V1_binary,0.05,2,0.0
1,logreg,161,V2_multibin,0.05,2,0.0
1,logreg,161,V3_multibin_guard,0.05,1,0.0
1,logreg,161,V4_multibin_guard_merge,0.05,1,0.0
1,logreg,184,V1_binary,0.05,2,0.0
1,logreg,184,V2_multibin,0.05,4,0.0
1,logreg,184,V3_multibin_guard,0.05,2,0.0
1,logreg,184,V4_multibin_guard_merge,0.05,2,0.0
1,logreg,299,V1_binary,0.05,2,0.0
1,logreg,299,V2_multibin,0.05,4,0.0
1,logreg,299,V3_multibin_guard,0.05,2,0.0
1,logreg,299,V4_multibin_guard_merge,0.05,1,0.0
1,logreg,323,V1_binary,0.05,2,0.0
1,logreg,323,V2_multibin,0.05,4,0.0
1,logreg,323,V3_multibin_guard,0.05,2,0.0
1,logreg,323,V4_multibin_guard_merge,0.05,2,0.0
1,logreg,343,V1_binary,0.05,2,0.0
1,logreg,343,V2_multibin,0.05,4,0.0
1,logreg,343,V3_multibin_guard,0.05,2,0.0
1,logreg,343,V4_multibin_guard_merge,0.05,2,0.0
1,logreg,347,V1_binary,0.05,2,0.0
1,logreg,347,V2_multibin,0.05,3,0.0
1,logreg,347,V3_multibin_guard,0.05,2,0.0
1,logreg,347,V4_multibin_guard_merge,0.05,2,0.0
1,logreg,351,V1_binary,0.05,2,0.0
1,logreg,351,V2_multibin,0.05,4,0.0
1,logreg,351,V3_multibin_guard,0.05,2,0.0
1,logreg,351,V4_multibin_guard_merge,0.05,1,0.0
1,logreg,435,V1_binary,0.05,2,0.0
1,logreg,435,V2_multibin,0.05,3,0.0
1,logreg,435,V3_multibin_guard,0.05,2,0.0
1,logreg,435,V4_multibin_guard_merge,0.05,2,0.0
1,logreg,446,V1_binary,0.05,2,0.0
1,logreg,446,V2_multibin,0.05,2,0.5
1,logreg,446,V3_multibin_guard,0.05,2,0.5
1,logreg,446,V4_multibin_guard_merge,0.05,2,0.5
1,logreg,17,V1_binary,0.1,2,0.0
1,logreg,17,V2_multibin,0.1,4,0.0
1,logreg,17,V3_multibin_guard,0.1,2,0.0
1,logreg,17,V4_multibin_guard_merge,0.1,2,0.0
1,logreg,23,V1_binary,0.1,2,0.0
1,logreg,23,V2_multibin,0.1,4,0.0
1,logreg,23,V3_multibin_guard,0.1,2,0.0
1,logreg,23,V4_multibin_guard_merge,0.1,1,0.0
1,logreg,44,V1_binary,0.1,2,0.0
1,logreg,44,V2_multibin,0.1,4,0.0
1,logreg,44,V3_multibin_guard,0.1,2,0.0
1,logreg,44,V4_multibin_guard_merge,0.1,2,0.0
1,logreg,59,V1_binary,0.1,2,0.0
1,logreg,59,V2_multibin,0.1,4,0.0
1,logreg,59,V3_multibin_guard,0.1,2,0.0
1,logreg,59,V4_multibin_guard_merge,0.1,2,0.0
1,logreg,80,V1_binary,0.1,2,0.0
1,logreg,80,V2_multibin,0.1,2,0.0
1,logreg,80,V3_multibin_guard,0.1,2,0.0
1,logreg,80,V4_multibin_guard_merge,0.1,2,0.0
1,logreg,127,V1_binary,0.1,2,0.0
1,logreg,127,V2_multibin,0.1,3,0.0
1,logreg,127,V3_multibin_guard,0.1,1,0.0
1,logreg,127,V4_multibin_guard_merge,0.1,1,0.0
1,logreg,139,V1_binary,0.1,2,0.0
1,logreg,139,V2_multibin,0.1,2,0.0
1,logreg,139,V3_multibin_guard,0.1,2,0.0
1,logreg,139,V4_multibin_guard_merge,0.1,2,0.0
1,logreg,161,V1_binary,0.1,2,0.0
1,logreg,161,V2_multibin,0.1,2,0.0
1,logreg,161,V3_multibin_guard,0.1,1,0.0
1,logreg,161,V4_multibin_guard_merge,0.1,1,0.0
1,logreg,184,V1_binary,0.1,2,0.0
1,logreg,184,V2_multibin,0.1,4,0.0
1,logreg,184,V3_multibin_guard,0.1,2,0.0
1,logreg,184,V4_multibin_guard_merge,0.1,2,0.0
1,logreg,299,V1_binary,0.1,2,0.0
1,logreg,299,V2_multibin,0.1,4,0.0
1,logreg,299,V3_multibin_guard,0.1,2,0.0
1,logreg,299,V4_multibin_guard_merge,0.1,1,0.0
1,logreg,323,V1_binary,0.1,2,0.0
1,logreg,323,V2_multibin,0.1,4,0.0
1,logreg,323,V3_multibin_guard,0.1,2,0.0
1,logreg,323,V4_multibin_guard_merge,0.1,2,0.0
1,logreg,343,V1_binary,0.1,2,0.0
1,logreg,343,V2_multibin,0.1,4,0.0
1,logreg,343,V3_multibin_guard,0.1,2,0.0
1,logreg,343,V4_multibin_guard_merge,0.1,2,0.0
1,logreg,347,V1_binary,0.1,2,0.0
1,logreg,347,V2_multibin,0.1,3,0.0
1,logreg,347,V3_multibin_guard,0.1,2,0.0
1,logreg,347,V4_multibin_guard_merge,0.1,2,0.0
1,logreg,351,V1_binary,0.1,2,0.0
1,logreg,351,V2_multibin,0.1,4,0.0
1,logreg,351,V3_multibin_guard,0.1,2,0.0
1,logreg,351,V4_multibin_guard_merge,0.1,1,0.0
1,logreg,435,V1_binary,0.1,2,0.0
1,logreg,435,V2_multibin,0.1,3,0.0
1,logreg,435,V3_multibin_guard,0.1,2,0.0
1,logreg,435,V4_multibin_guard_merge,0.1,2,0.0
1,logreg,446,V1_binary,0.1,2,0.0
1,logreg,446,V2_multibin,0.1,2,0.5
1,logreg,446,V3_multibin_guard,0.1,2,0.5
1,logreg,446,V4_multibin_guard_merge,0.1,2,0.5
1,logreg,17,V1_binary,0.2,2,0.0
1,logreg,17,V2_multibin,0.2,4,0.0
1,logreg,17,V3_multibin_guard,0.2,2,0.0
1,logreg,17,V4_multibin_guard_merge,0.2,2,0.0
1,logreg,23,V1_binary,0.2,2,0.0
1,logreg,23,V2_multibin,0.2,4,0.0
1,logreg,23,V3_multibin_guard,0.2,2,0.0
1,logreg,23,V4_multibin_guard_merge,0.2,2,0.0
1,logreg,44,V1_binary,0.2,2,0.0
1,logreg,44,V2_multibin,0.2,4,0.0
1,logreg,44,V3_multibin_guard,0.2,2,0.0
1,logreg,44,V4_multibin_guard_merge,0.2,2,0.0
1,logreg,59,V1_binary,0.2,2,0.0
1,logreg,59,V2_multibin,0.2,4,0.0
1,logreg,59,V3_multibin_guard,0.2,2,0.0
1,logreg,59,V4_multibin_guard_merge,0.2,2,0.0
1,logreg,80,V1_binary,0.2,2,0.0
1,logreg,80,V2_multibin,0.2,2,0.0
1,logreg,80,V3_multibin_guard,0.2,1,0.0
1,logreg,80,V4_multibin_guard_merge,0.2,1,0.0
1,logreg,127,V1_binary,0.2,2,0.0
1,logreg,127,V2_multibin,0.2,3,0.0
1,logreg,127,V3_multibin_guard,0.2,1,0.0
1,logreg,127,V4_multibin_guard_merge,0.2,1,0.0
1,logreg,139,V1_binary,0.2,2,0.0
1,logreg,139,V2_multibin,0.2,2,0.0
1,logreg,139,V3_multibin_guard,0.2,2,0.0
1,logreg,139,V4_multibin_guard_merge,0.2,2,0.0
1,logreg,161,V1_binary,0.2,2,0.0
1,logreg,161,V2_multibin,0.2,2,0.0
1,logreg,161,V3_multibin_guard,0.2,1,0.0
1,logreg,161,V4_multibin_guard_merge,0.2,1,0.0
1,logreg,184,V1_binary,0.2,2,0.0
1,logreg,184,V2_multibin,0.2,4,0.0
1,logreg,184,V3_multibin_guard,0.2,2,0.0
1,logreg,184,V4_multibin_guard_merge,0.2,2,0.0
1,logreg,299,V1_binary,0.2,2,0.0
1,logreg,299,V2_multibin,0.2,4,0.0
1,logreg,299,V3_multibin_guard,0.2,2,0.0
1,logreg,299,V4_multibin_guard_merge,0.2,1,0.0
1,logreg,323,V1_binary,0.2,2,0.0
1,logreg,323,V2_multibin,0.2,4,0.0
1,logreg,323,V3_multibin_guard,0.2,2,0.0
1,logreg,323,V4_multibin_guard_merge,0.2,2,0.0
1,logreg,343,V1_binary,0.2,2,0.0
1,logreg,343,V2_multibin,0.2,4,0.0
1,logreg,343,V3_multibin_guard,0.2,2,0.0
1,logreg,343,V4_multibin_guard_merge,0.2,2,0.0
1,logreg,347,V1_binary,0.2,2,0.0
1,logreg,347,V2_multibin,0.2,3,0.0
1,logreg,347,V3_multibin_guard,0.2,1,0.0
1,logreg,347,V4_multibin_guard_merge,0.2,2,0.0
1,logreg,351,V1_binary,0.2,2,0.0
1,logreg,351,V2_multibin,0.2,4,0.0
1,logreg,351,V3_multibin_guard,0.2,2,0.0
1,logreg,351,V4_multibin_guard_merge,0.2,2,0.0
1,logreg,435,V1_binary,0.2,2,0.0
1,logreg,435,V2_multibin,0.2,3,0.0
1,logreg,435,V3_multibin_guard,0.2,2,0.0
1,logreg,435,V4_multibin_guard_merge,0.2,2,0.0
1,logreg,446,V1_binary,0.2,2,0.0
1,logreg,446,V2_multibin,0.2,2,0.5
1,logreg,446,V3_multibin_guard,0.2,2,0.5
1,logreg,446,V4_multibin_guard_merge,0.2,2,0.5
1,rf,17,V1_binary,0.01,2,0.0
1,rf,17,V2_multibin,0.01,4,0.0
1,rf,17,V3_multibin_guard,0.01,2,0.0
1,rf,17,V4_multibin_guard_merge,0.01,2,0.0
1,rf,23,V1_binary,0.01,2,0.0
1,rf,23,V2_multibin,0.01,4,0.0
1,rf,23,V3_multibin_guard,0.01,2,0.0
1,rf,23,V4_multibin_guard_merge,0.01,0,0.0
1,rf,44,V1_binary,0.01,2,0.0
1,rf,44,V2_multibin,0.01,4,0.0
1,rf,44,V3_multibin_guard,0.01,2,0.0
1,rf,44,V4_multibin_guard_merge,0.01,2,0.0
1,rf,59,V1_binary,0.01,2,0.0
1,rf,59,V2_multibin,0.01,4,0.0
1,rf,59,V3_multibin_guard,0.01,2,0.0
1,rf,59,V4_multibin_guard_merge,0.01,2,0.0
1,rf,80,V1_binary,0.01,2,0.0
1,rf,80,V2_multibin,0.01,2,0.0
1,rf,80,V3_multibin_guard,0.01,2,0.0
1,rf,80,V4_multibin_guard_merge,0.01,2,0.0
1,rf,127,V1_binary,0.01,2,0.0
1,rf,127,V2_multibin,0.01,3,0.0
1,rf,127,V3_multibin_guard,0.01,2,0.0
1,rf,127,V4_multibin_guard_merge,0.01,2,0.0
1,rf,139,V1_binary,0.01,2,0.0
1,rf,139,V2_multibin,0.01,3,0.0
1,rf,139,V3_multibin_guard,0.01,2,0.0
1,rf,139,V4_multibin_guard_merge,0.01,2,0.0
1,rf,161,V1_binary,0.01,2,0.0
1,rf,161,V2_multibin,0.01,2,0.0
1,rf,161,V3_multibin_guard,0.01,2,0.0
1,rf,161,V4_multibin_guard_merge,0.01,2,0.0
1,rf,184,V1_binary,0.01,2,0.0
1,rf,184,V2_multibin,0.01,4,0.0
1,rf,184,V3_multibin_guard,0.01,2,0.0
1,rf,184,V4_multibin_guard_merge,0.01,1,0.0
1,rf,299,V1_binary,0.01,2,0.0
1,rf,299,V2_multibin,0.01,4,0.0
1,rf,299,V3_multibin_guard,0.01,2,0.0
1,rf,299,V4_multibin_guard_merge,0.01,1,0.0
1,rf,323,V1_binary,0.01,2,0.0
1,rf,323,V2_multibin,0.01,4,0.0
1,rf,323,V3_multibin_guard,0.01,2,0.0
1,rf,323,V4_multibin_guard_merge,0.01,2,0.0
1,rf,343,V1_binary,0.01,2,0.0
1,rf,343,V2_multibin,0.01,4,0.0
1,rf,343,V3_multibin_guard,0.01,2,0.0
1,rf,343,V4_multibin_guard_merge,0.01,2,0.0
1,rf,347,V1_binary,0.01,2,0.0
1,rf,347,V2_multibin,0.01,3,0.0
1,rf,347,V3_multibin_guard,0.01,2,0.0
1,rf,347,V4_multibin_guard_merge,0.01,2,0.0
1,rf,351,V1_binary,0.01,2,0.0
1,rf,351,V2_multibin,0.01,4,0.0
1,rf,351,V3_multibin_guard,0.01,2,0.0
1,rf,351,V4_multibin_guard_merge,0.01,2,0.0
1,rf,435,V1_binary,0.01,2,0.0
1,rf,435,V2_multibin,0.01,3,0.0
1,rf,435,V3_multibin_guard,0.01,2,0.0
1,rf,435,V4_multibin_guard_merge,0.01,2,0.0
1,rf,446,V1_binary,0.01,2,0.0
1,rf,446,V2_multibin,0.01,2,0.5
1,rf,446,V3_multibin_guard,0.01,2,0.5
1,rf,446,V4_multibin_guard_merge,0.01,2,0.5
1,rf,17,V1_binary,0.05,2,0.0
1,rf,17,V2_multibin,0.05,4,0.0
1,rf,17,V3_multibin_guard,0.05,2,0.0
1,rf,17,V4_multibin_guard_merge,0.05,2,0.0
1,rf,23,V1_binary,0.05,2,0.0
1,rf,23,V2_multibin,0.05,4,0.0
1,rf,23,V3_multibin_guard,0.05,2,0.0
1,rf,23,V4_multibin_guard_merge,0.05,0,0.0
1,rf,44,V1_binary,0.05,2,0.0
1,rf,44,V2_multibin,0.05,4,0.0
1,rf,44,V3_multibin_guard,0.05,2,0.0
1,rf,44,V4_multibin_guard_merge,0.05,2,0.0
1,rf,59,V1_binary,0.05,2,0.0
1,rf,59,V2_multibin,0.05,4,0.0
1,rf,59,V3_multibin_guard,0.05,2,0.0
1,rf,59,V4_multibin_guard_merge,0.05,1,0.0
1,rf,80,V1_binary,0.05,2,0.0
1,rf,80,V2_multibin,0.05,2,0.0
1,rf,80,V3_multibin_guard,0.05,2,0.0
1,rf,80,V4_multibin_guard_merge,0.05,2,0.0
1,rf,127,V1_binary,0.05,2,0.0
1,rf,127,V2_multibin,0.05,3,0.0
1,rf,127,V3_multibin_guard,0.05,1,0.0
1,rf,127,V4_multibin_guard_merge,0.05,2,0.0
1,rf,139,V1_binary,0.05,2,0.0
1,rf,139,V2_multibin,0.05,3,0.0
1,rf,139,V3_multibin_guard,0.05,2,0.0
1,rf,139,V4_multibin_guard_merge,0.05,2,0.0
1,rf,161,V1_binary,0.05,2,0.0
1,rf,161,V2_multibin,0.05,2,0.0
1,rf,161,V3_multibin_guard,0.05,1,0.0
1,rf,161,V4_multibin_guard_merge,0.05,1,0.0
1,rf,184,V1_binary,0.05,2,0.0
1,rf,184,V2_multibin,0.05,4,0.0
1,rf,184,V3_multibin_guard,0.05,2,0.0
1,rf,184,V4_multibin_guard_merge,0.05,1,0.0
1,rf,299,V1_binary,0.05,2,0.0
1,rf,299,V2_multibin,0.05,4,0.0
1,rf,299,V3_multibin_guard,0.05,2,0.0
1,rf,299,V4_multibin_guard_merge,0.05,1,0.0
1,rf,323,V1_binary,0.05,2,0.0
1,rf,323,V2_multibin,0.05,4,0.0
1,rf,323,V3_multibin_guard,0.05,2,0.0
1,rf,323,V4_multibin_guard_merge,0.05,2,0.0
1,rf,343,V1_binary,0.05,2,0.0
1,rf,343,V2_multibin,0.05,4,0.0
1,rf,343,V3_multibin_guard,0.05,2,0.0
1,rf,343,V4_multibin_guard_merge,0.05,2,0.0
1,rf,347,V1_binary,0.05,2,0.0
1,rf,347,V2_multibin,0.05,3,0.0
1,rf,347,V3_multibin_guard,0.05,2,0.0
1,rf,347,V4_multibin_guard_merge,0.05,2,0.0
1,rf,351,V1_binary,0.05,2,0.0
1,rf,351,V2_multibin,0.05,4,0.0
1,rf,351,V3_multibin_guard,0.05,2,0.0
1,rf,351,V4_multibin_guard_merge,0.05,2,0.0
1,rf,435,V1_binary,0.05,2,0.0
1,rf,435,V2_multibin,0.05,3,0.0
1,rf,435,V3_multibin_guard,0.05,2,0.0
1,rf,435,V4_multibin_guard_merge,0.05,2,0.0
1,rf,446,V1_binary,0.05,2,0.0
1,rf,446,V2_multibin,0.05,2,0.5
1,rf,446,V3_multibin_guard,0.05,2,0.5
1,rf,446,V4_multibin_guard_merge,0.05,2,0.5
1,rf,17,V1_binary,0.1,2,0.0
1,rf,17,V2_multibin,0.1,4,0.0
1,rf,17,V3_multibin_guard,0.1,2,0.0
1,rf,17,V4_multibin_guard_merge,0.1,2,0.0
1,rf,23,V1_binary,0.1,2,0.0
1,rf,23,V2_multibin,0.1,4,0.0
1,rf,23,V3_multibin_guard,0.1,2,0.0
1,rf,23,V4_multibin_guard_merge,0.1,0,0.0
1,rf,44,V1_binary,0.1,2,0.0
1,rf,44,V2_multibin,0.1,4,0.0
1,rf,44,V3_multibin_guard,0.1,2,0.0
1,rf,44,V4_multibin_guard_merge,0.1,2,0.0
1,rf,59,V1_binary,0.1,2,0.0
1,rf,59,V2_multibin,0.1,4,0.0
1,rf,59,V3_multibin_guard,0.1,2,0.0
1,rf,59,V4_multibin_guard_merge,0.1,1,0.0
1,rf,80,V1_binary,0.1,2,0.0
1,rf,80,V2_multibin,0.1,2,0.0
1,rf,80,V3_multibin_guard,0.1,2,0.0
1,rf,80,V4_multibin_guard_merge,0.1,2,0.0
1,rf,127,V1_binary,0.1,2,0.0
1,rf,127,V2_multibin,0.1,3,0.0
1,rf,127,V3_multibin_guard,0.1,1,0.0
1,rf,127,V4_multibin_guard_merge,0.1,1,0.0
1,rf,139,V1_binary,0.1,2,0.0
1,rf,139,V2_multibin,0.1,3,0.0
1,rf,139,V3_multibin_guard,0.1,2,0.0
1,rf,139,V4_multibin_guard_merge,0.1,2,0.0
1,rf,161,V1_binary,0.1,2,0.0
1,rf,161,V2_multibin,0.1,2,0.0
1,rf,161,V3_multibin_guard,0.1,1,0.0
1,rf,161,V4_multibin_guard_merge,0.1,1,0.0
1,rf,184,V1_binary,0.1,2,0.0
1,rf,184,V2_multibin,0.1,4,0.0
1,rf,184,V3_multibin_guard,0.1,2,0.0
1,rf,184,V4_multibin_guard_merge,0.1,2,0.0
1,rf,299,V1_binary,0.1,2,0.0
1,rf,299,V2_multibin,0.1,4,0.0
1,rf,299,V3_multibin_guard,0.1,2,0.0
1,rf,299,V4_multibin_guard_merge,0.1,1,0.0
1,rf,323,V1_binary,0.1,2,0.0
1,rf,323,V2_multibin,0.1,4,0.0
1,rf,323,V3_multibin_guard,0.1,2,0.0
1,rf,323,V4_multibin_guard_merge,0.1,2,0.0
1,rf,343,V1_binary,0.1,2,0.0
1,rf,343,V2_multibin,0.1,4,0.0
1,rf,343,V3_multibin_guard,0.1,2,0.0
1,rf,343,V4_multibin_guard_merge,0.1,2,0.0
1,rf,347,V1_binary,0.1,2,0.0
1,rf,347,V2_multibin,0.1,3,0.0
1,rf,347,V3_multibin_guard,0.1,2,0.0
1,rf,347,V4_multibin_guard_merge,0.1,2,0.0
1,rf,351,V1_binary,0.1,2,0.0
1,rf,351,V2_multibin,0.1,4,0.0
1,rf,351,V3_multibin_guard,0.1,2,0.0
1,rf,351,V4_multibin_guard_merge,0.1,2,0.0
1,rf,435,V1_binary,0.1,2,0.0
1,rf,435,V2_multibin,0.1,3,0.0
1,rf,435,V3_multibin_guard,0.1,2,0.0
1,rf,435,V4_multibin_guard_merge,0.1,2,0.0
1,rf,446,V1_binary,0.1,2,0.0
1,rf,446,V2_multibin,0.1,2,0.5
1,rf,446,V3_multibin_guard,0.1,2,0.5
1,rf,446,V4_multibin_guard_merge,0.1,2,0.5
1,rf,17,V1_binary,0.2,2,0.0
1,rf,17,V2_multibin,0.2,4,0.0
1,rf,17,V3_multibin_guard,0.2,2,0.0
1,rf,17,V4_multibin_guard_merge,0.2,2,0.0
1,rf,23,V1_binary,0.2,2,0.0
1,rf,23,V2_multibin,0.2,4,0.0
1,rf,23,V3_multibin_guard,0.2,2,0.0
1,rf,23,V4_multibin_guard_merge,0.2,1,0.0
1,rf,44,V1_binary,0.2,2,0.0
1,rf,44,V2_multibin,0.2,4,0.0
1,rf,44,V3_multibin_guard,0.2,2,0.0
1,rf,44,V4_multibin_guard_merge,0.2,2,0.0
1,rf,59,V1_binary,0.2,2,0.0
1,rf,59,V2_multibin,0.2,4,0.0
1,rf,59,V3_multibin_guard,0.2,2,0.0
1,rf,59,V4_multibin_guard_merge,0.2,1,0.0
1,rf,80,V1_binary,0.2,2,0.0
1,rf,80,V2_multibin,0.2,2,0.0
1,rf,80,V3_multibin_guard,0.2,0,0.0
1,rf,80,V4_multibin_guard_merge,0.2,0,0.0
1,rf,127,V1_binary,0.2,2,0.0
1,rf,127,V2_multibin,0.2,3,0.0
1,rf,127,V3_multibin_guard,0.2,1,0.0
1,rf,127,V4_multibin_guard_merge,0.2,1,0.0
1,rf,139,V1_binary,0.2,2,0.0
1,rf,139,V2_multibin,0.2,3,0.0
1,rf,139,V3_multibin_guard,0.2,2,0.0
1,rf,139,V4_multibin_guard_merge,0.2,2,0.0
1,rf,161,V1_binary,0.2,2,0.0
1,rf,161,V2_multibin,0.2,2,0.0
1,rf,161,V3_multibin_guard,0.2,1,0.0
1,rf,161,V4_multibin_guard_merge,0.2,1,0.0
1,rf,184,V1_binary,0.2,2,0.0
1,rf,184,V2_multibin,0.2,4,0.0
1,rf,184,V3_multibin_guard,0.2,2,0.0
1,rf,184,V4_multibin_guard_merge,0.2,2,0.0
1,rf,299,V1_binary,0.2,2,0.0
1,rf,299,V2_multibin,0.2,4,0.0
1,rf,299,V3_multibin_guard,0.2,2,0.0
1,rf,299,V4_multibin_guard_merge,0.2,1,0.0
1,rf,323,V1_binary,0.2,2,0.0
1,rf,323,V2_multibin,0.2,4,0.0
1,rf,323,V3_multibin_guard,0.2,2,0.0
1,rf,323,V4_multibin_guard_merge,0.2,2,0.0
1,rf,343,V1_binary,0.2,2,0.0
1,rf,343,V2_multibin,0.2,4,0.0
1,rf,343,V3_multibin_guard,0.2,2,0.0
1,rf,343,V4_multibin_guard_merge,0.2,2,0.0
1,rf,347,V1_binary,0.2,2,0.0
1,rf,347,V2_multibin,0.2,3,0.0
1,rf,347,V3_multibin_guard,0.2,1,0.0
1,rf,347,V4_multibin_guard_merge,0.2,2,0.0
1,rf,351,V1_binary,0.2,2,0.0
1,rf,351,V2_multibin,0.2,4,0.0
1,rf,351,V3_multibin_guard,0.2,2,0.0
1,rf,351,V4_multibin_guard_merge,0.2,2,0.0
1,rf,435,V1_binary,0.2,2,0.0
1,rf,435,V2_multibin,0.2,3,0.0
1,rf,435,V3_multibin_guard,0.2,2,0.0
1,rf,435,V4_multibin_guard_merge,0.2,2,0.0
1,rf,446,V1_binary,0.2,2,0.0
1,rf,446,V2_multibin,0.2,2,0.5
1,rf,446,V3_multibin_guard,0.2,2,0.5
1,rf,446,V4_multibin_guard_merge,0.2,2,0.5
