seed,model,instance_id,cal_size,nonempty,feature_retention,rule_retention,violation_rate,rule_count
1,rf,127,500,1,1.0,0.14285714285714285,0.0,2
1,rf,139,500,1,1.0,0.14285714285714285,0.0,2
1,rf,161,500,1,0.5,0.07142857142857142,0.0,1
1,rf,184,500,1,1.0,0.14285714285714285,0.0,2
1,rf,299,500,1,1.0,0.14285714285714285,0.0,2
1,rf,323,500,1,1.0,0.14285714285714285,0.0,2
1,rf,343,500,1,1.0,0.14285714285714285,0.0,2
1,rf,347,500,1,1.0,0.14285714285714285,0.0,2
1,rf,351,500,1,1.0,0.14285714285714285,0.0,2
1,rf,435,500,1,1.0,0.14285714285714285,0.0,2
1,rf,446,500,1,1.0,0.14285714285714285,0.5,2
1,logreg,17,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,23,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,44,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,59,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,80,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,127,1000,1,0.5,0.07692307692307693,0.0,1
1,logreg,139,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,161,1000,1,0.5,0.07692307692307693,0.0,1
1,logreg,184,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,299,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,323,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,343,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,347,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,351,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,435,1000,1,1.0,0.15384615384615385,0.0,2
1,logreg,446,1000,1,1.0,0.15384615384615385,0.5,2
1,rf,17,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,23,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,44,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,59,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,80,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,127,1000,1,0.5,0.06666666666666667,0.0,1
1,rf,139,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,161,1000,1,0.5,0.06666666666666667,0.0,1
1,rf,184,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,299,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,323,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,343,1000,1,1.0,0.13333333333333333,0.0,2
1,rf,347,1000,1,1.0,0.13333333333333333,0.0,2
