seed,model,instance_id,method,significance,top1_correct,top2_correct,noise_rules,total_rules,noise_rule_fraction
1,rf,232,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,232,guarded,0.1,1,1,0,2,0.0
1,rf,232,guarded,0.2,1,1,0,1,0.0
1,rf,234,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,234,guarded,0.05,1,1,2,4,0.5
1,rf,234,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,234,guarded,0.2,1,0,1,2,0.5
1,rf,239,standard_multibin,,1,1,4,8,0.5
1,rf,239,guarded,0.05,1,1,2,4,0.5
1,rf,239,guarded,0.1,1,1,2,4,0.5
1,rf,239,guarded,0.2,1,1,2,4,0.5
1,rf,242,standard_multibin,,1,1,4,7,0.5714285714285714
1,rf,242,guarded,0.05,1,1,2,4,0.5
1,rf,242,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,242,guarded,0.2,1,1,0,2,0.0
1,rf,243,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,243,guarded,0.05,1,1,2,4,0.5
1,rf,243,guarded,0.1,1,1,2,4,0.5
1,rf,243,guarded,0.2,1,1,2,4,0.5
1,rf,245,standard_multibin,,1,1,4,8,0.5
1,rf,245,guarded,0.05,1,1,2,4,0.5
1,rf,245,guarded,0.1,1,1,2,4,0.5
1,rf,245,guarded,0.2,1,1,2,4,0.5
1,rf,246,standard_multibin,,1,1,4,8,0.5
1,rf,246,guarded,0.05,1,1,2,4,0.5
1,rf,246,guarded,0.1,1,1,2,4,0.5
1,rf,246,guarded,0.2,1,1,2,4,0.5
1,rf,250,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,250,guarded,0.05,1,1,2,4,0.5
1,rf,250,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,250,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,251,standard_multibin,,1,1,3,7,0.42857142857142855
1,rf,251,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,251,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,251,guarded,0.2,0,0,1,1,1.0
1,rf,254,standard_multibin,,1,1,4,8,0.5
1,rf,254,guarded,0.05,1,1,2,4,0.5
1,rf,254,guarded,0.1,1,1,2,4,0.5
1,rf,254,guarded,0.2,1,1,2,4,0.5
1,rf,255,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,255,guarded,0.05,1,1,2,4,0.5
1,rf,255,guarded,0.1,1,1,2,4,0.5
1,rf,255,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,257,standard_multibin,,1,1,4,7,0.5714285714285714
1,rf,257,guarded,0.05,1,1,2,4,0.5
1,rf,257,guarded,0.1,1,0,1,2,0.5
1,rf,257,guarded,0.2,0,0,1,1,1.0
1,rf,259,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,259,guarded,0.05,1,1,2,4,0.5
1,rf,259,guarded,0.1,1,1,2,4,0.5
1,rf,259,guarded,0.2,1,1,2,4,0.5
1,rf,260,standard_multibin,,1,1,2,6,0.3333333333333333
1,rf,260,guarded,0.05,1,1,2,4,0.5
1,rf,260,guarded,0.1,1,1,2,4,0.5
1,rf,260,guarded,0.2,1,1,0,2,0.0
1,rf,261,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,261,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,261,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,261,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,263,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,263,guarded,0.05,1,1,2,4,0.5
1,rf,263,guarded,0.1,1,1,2,4,0.5
1,rf,263,guarded,0.2,1,1,2,4,0.5
1,rf,264,standard_multibin,,1,0,4,8,0.5
1,rf,264,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,264,guarded,0.1,1,1,2,4,0.5
1,rf,264,guarded,0.2,1,1,2,4,0.5
1,rf,265,standard_multibin,,1,1,4,8,0.5
1,rf,265,guarded,0.05,1,1,2,4,0.5
1,rf,265,guarded,0.1,1,1,2,4,0.5
1,rf,265,guarded,0.2,1,1,2,4,0.5
1,rf,266,standard_multibin,,1,1,4,8,0.5
1,rf,266,guarded,0.05,1,1,2,4,0.5
1,rf,266,guarded,0.1,1,1,2,4,0.5
1,rf,266,guarded,0.2,1,1,2,4,0.5
1,rf,270,standard_multibin,,1,1,2,6,0.3333333333333333
1,rf,270,guarded,0.05,1,1,2,4,0.5
1,rf,270,guarded,0.1,1,1,2,4,0.5
1,rf,270,guarded,0.2,1,1,2,4,0.5
1,rf,271,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,271,guarded,0.05,1,1,2,4,0.5
1,rf,271,guarded,0.1,1,1,2,4,0.5
1,rf,271,guarded,0.2,1,1,2,4,0.5
1,rf,278,standard_multibin,,1,1,4,8,0.5
1,rf,278,guarded,0.05,1,1,2,4,0.5
1,rf,278,guarded,0.1,1,1,2,4,0.5
1,rf,278,guarded,0.2,1,1,2,4,0.5
1,rf,279,standard_multibin,,1,1,4,7,0.5714285714285714
1,rf,279,guarded,0.05,1,1,2,4,0.5
1,rf,279,guarded,0.1,1,1,2,4,0.5
1,rf,279,guarded,0.2,1,0,2,3,0.6666666666666666
1,rf,280,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,280,guarded,0.05,1,1,2,4,0.5
1,rf,280,guarded,0.1,1,1,2,4,0.5
1,rf,280,guarded,0.2,1,1,2,4,0.5
1,rf,281,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,281,guarded,0.05,1,1,2,4,0.5
1,rf,281,guarded,0.1,1,1,2,4,0.5
1,rf,281,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,289,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,289,guarded,0.05,1,1,2,4,0.5
1,rf,289,guarded,0.1,1,0,2,3,0.6666666666666666
1,rf,289,guarded,0.2,0,0,1,1,1.0
1,rf,290,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,290,guarded,0.05,1,1,2,4,0.5
1,rf,290,guarded,0.1,1,1,2,4,0.5
1,rf,290,guarded,0.2,1,1,2,4,0.5
1,rf,292,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,292,guarded,0.05,1,1,2,4,0.5
1,rf,292,guarded,0.1,1,1,2,4,0.5
1,rf,292,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,294,standard_multibin,,1,1,4,8,0.5
1,rf,294,guarded,0.05,1,1,2,4,0.5
1,rf,294,guarded,0.1,1,1,2,4,0.5
1,rf,294,guarded,0.2,1,1,2,4,0.5
1,rf,295,standard_multibin,,1,0,2,5,0.4
1,rf,295,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,295,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,295,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,299,standard_multibin,,1,1,3,7,0.42857142857142855
1,rf,299,guarded,0.05,1,1,2,4,0.5
1,rf,299,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,299,guarded,0.2,1,1,2,4,0.5
1,rf,300,standard_multibin,,1,1,3,7,0.42857142857142855
1,rf,300,guarded,0.05,1,1,2,4,0.5
1,rf,300,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,300,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,310,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,310,guarded,0.05,1,1,2,4,0.5
1,rf,310,guarded,0.1,1,1,2,4,0.5
1,rf,310,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,312,standard_multibin,,1,0,1,4,0.25
1,rf,312,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,312,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,312,guarded,0.2,1,1,0,2,0.0
1,rf,313,standard_multibin,,1,0,3,6,0.5
1,rf,313,guarded,0.05,1,1,2,4,0.5
1,rf,313,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,313,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,314,standard_multibin,,1,1,3,7,0.42857142857142855
1,rf,314,guarded,0.05,1,1,2,4,0.5
1,rf,314,guarded,0.1,1,1,2,4,0.5
1,rf,314,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,316,standard_multibin,,1,1,3,7,0.42857142857142855
1,rf,316,guarded,0.05,1,1,2,4,0.5
1,rf,316,guarded,0.1,1,1,2,4,0.5
1,rf,316,guarded,0.2,1,1,2,4,0.5
1,rf,320,standard_multibin,,1,1,4,8,0.5
1,rf,320,guarded,0.05,1,1,2,4,0.5
1,rf,320,guarded,0.1,1,1,2,4,0.5
1,rf,320,guarded,0.2,1,1,2,4,0.5
1,rf,322,standard_multibin,,1,1,4,8,0.5
1,rf,322,guarded,0.05,1,1,2,4,0.5
1,rf,322,guarded,0.1,1,1,2,4,0.5
1,rf,322,guarded,0.2,1,1,2,4,0.5
1,rf,324,standard_multibin,,1,1,4,7,0.5714285714285714
1,rf,324,guarded,0.05,1,1,2,4,0.5
1,rf,324,guarded,0.1,1,1,2,4,0.5
1,rf,324,guarded,0.2,1,1,2,4,0.5
1,rf,326,standard_multibin,,1,0,1,4,0.25
1,rf,326,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,326,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,326,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,327,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,327,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,327,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,327,guarded,0.2,1,1,2,4,0.5
1,rf,329,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,329,guarded,0.05,0,0,1,1,1.0
1,rf,329,guarded,0.1,0,0,0,0,0.0
1,rf,329,guarded,0.2,0,0,0,0,0.0
1,rf,330,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,330,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,330,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,330,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,334,standard_multibin,,1,1,2,6,0.3333333333333333
1,rf,334,guarded,0.05,1,1,2,4,0.5
1,rf,334,guarded,0.1,1,1,2,4,0.5
1,rf,334,guarded,0.2,0,0,1,1,1.0
1,rf,335,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,335,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,335,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,335,guarded,0.2,0,0,1,1,1.0
1,rf,337,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,337,guarded,0.05,1,1,0,1,0.0
1,rf,337,guarded,0.1,1,1,0,1,0.0
1,rf,337,guarded,0.2,1,1,0,1,0.0
1,rf,341,standard_multibin,,1,1,4,8,0.5
1,rf,341,guarded,0.05,1,1,2,4,0.5
1,rf,341,guarded,0.1,1,1,2,4,0.5
1,rf,341,guarded,0.2,1,1,2,4,0.5
1,rf,346,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,346,guarded,0.05,1,0,2,3,0.6666666666666666
1,rf,346,guarded,0.1,1,0,1,2,0.5
1,rf,346,guarded,0.2,1,1,0,1,0.0
1,rf,351,standard_multibin,,1,1,2,6,0.3333333333333333
1,rf,351,guarded,0.05,1,1,2,4,0.5
1,rf,351,guarded,0.1,1,1,2,4,0.5
1,rf,351,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,354,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,354,guarded,0.05,1,1,2,4,0.5
1,rf,354,guarded,0.1,1,1,2,4,0.5
1,rf,354,guarded,0.2,1,1,2,4,0.5
1,rf,363,standard_multibin,,1,1,2,6,0.3333333333333333
1,rf,363,guarded,0.05,1,1,2,4,0.5
1,rf,363,guarded,0.1,1,1,2,4,0.5
1,rf,363,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,369,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,369,guarded,0.05,1,1,2,4,0.5
1,rf,369,guarded,0.1,1,1,2,4,0.5
1,rf,369,guarded,0.2,1,1,2,4,0.5
1,rf,378,standard_multibin,,1,1,4,8,0.5
1,rf,378,guarded,0.05,1,1,2,4,0.5
1,rf,378,guarded,0.1,1,1,2,4,0.5
1,rf,378,guarded,0.2,1,1,2,4,0.5
1,rf,381,standard_multibin,,1,0,4,8,0.5
1,rf,381,guarded,0.05,1,1,2,4,0.5
1,rf,381,guarded,0.1,1,1,2,4,0.5
1,rf,381,guarded,0.2,1,1,2,4,0.5
1,rf,383,standard_multibin,,0,0,3,5,0.6
1,rf,383,guarded,0.05,1,1,2,4,0.5
1,rf,383,guarded,0.1,1,1,2,4,0.5
1,rf,383,guarded,0.2,1,1,2,4,0.5
1,rf,384,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,384,guarded,0.05,1,1,2,4,0.5
1,rf,384,guarded,0.1,1,1,2,4,0.5
1,rf,384,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,391,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,391,guarded,0.05,1,1,2,4,0.5
1,rf,391,guarded,0.1,1,1,2,4,0.5
1,rf,391,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,392,standard_multibin,,1,1,2,6,0.3333333333333333
1,rf,392,guarded,0.05,1,1,2,4,0.5
1,rf,392,guarded,0.1,1,1,0,2,0.0
1,rf,392,guarded,0.2,1,1,0,2,0.0
1,rf,393,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,393,guarded,0.05,1,1,2,4,0.5
1,rf,393,guarded,0.1,1,1,2,4,0.5
1,rf,393,guarded,0.2,1,1,2,4,0.5
1,rf,395,standard_multibin,,1,1,4,7,0.5714285714285714
1,rf,395,guarded,0.05,1,1,2,4,0.5
1,rf,395,guarded,0.1,1,1,2,4,0.5
1,rf,395,guarded,0.2,1,1,2,4,0.5
1,rf,396,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,396,guarded,0.05,1,1,2,4,0.5
1,rf,396,guarded,0.1,1,1,2,4,0.5
1,rf,396,guarded,0.2,1,1,2,4,0.5
1,rf,398,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,398,guarded,0.05,1,1,2,4,0.5
1,rf,398,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,398,guarded,0.2,1,1,0,1,0.0
1,rf,399,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,399,guarded,0.05,1,1,2,4,0.5
1,rf,399,guarded,0.1,1,1,2,4,0.5
1,rf,399,guarded,0.2,1,1,2,4,0.5
1,rf,402,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,402,guarded,0.05,1,1,2,4,0.5
1,rf,402,guarded,0.1,1,1,2,4,0.5
1,rf,402,guarded,0.2,1,1,2,4,0.5
1,rf,406,standard_multibin,,1,1,4,7,0.5714285714285714
1,rf,406,guarded,0.05,1,1,2,4,0.5
1,rf,406,guarded,0.1,1,1,2,4,0.5
1,rf,406,guarded,0.2,1,1,2,4,0.5
1,rf,407,standard_multibin,,1,1,4,7,0.5714285714285714
1,rf,407,guarded,0.05,1,1,2,4,0.5
1,rf,407,guarded,0.1,1,1,2,4,0.5
1,rf,407,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,409,standard_multibin,,1,0,2,5,0.4
1,rf,409,guarded,0.05,1,1,2,4,0.5
1,rf,409,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,409,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,410,standard_multibin,,1,1,3,7,0.42857142857142855
1,rf,410,guarded,0.05,1,1,2,4,0.5
1,rf,410,guarded,0.1,1,1,2,4,0.5
1,rf,410,guarded,0.2,1,1,2,4,0.5
1,rf,412,standard_multibin,,1,1,3,6,0.5
1,rf,412,guarded,0.05,1,0,2,3,0.6666666666666666
1,rf,412,guarded,0.1,1,0,2,3,0.6666666666666666
1,rf,412,guarded,0.2,0,0,2,2,1.0
1,rf,414,standard_multibin,,1,0,3,7,0.42857142857142855
1,rf,414,guarded,0.05,1,1,2,4,0.5
1,rf,414,guarded,0.1,1,1,2,4,0.5
1,rf,414,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,419,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,419,guarded,0.05,1,1,2,4,0.5
1,rf,419,guarded,0.1,1,1,2,4,0.5
1,rf,419,guarded,0.2,1,1,2,4,0.5
1,rf,420,standard_multibin,,1,1,2,6,0.3333333333333333
1,rf,420,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,420,guarded,0.1,1,1,2,4,0.5
1,rf,420,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,421,standard_multibin,,1,1,4,8,0.5
1,rf,421,guarded,0.05,1,1,2,4,0.5
1,rf,421,guarded,0.1,1,1,2,4,0.5
1,rf,421,guarded,0.2,1,1,2,4,0.5
1,rf,422,standard_multibin,,1,1,2,6,0.3333333333333333
1,rf,422,guarded,0.05,1,1,2,4,0.5
1,rf,422,guarded,0.1,1,1,2,4,0.5
1,rf,422,guarded,0.2,0,0,2,2,1.0
1,rf,423,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,423,guarded,0.05,1,1,2,4,0.5
1,rf,423,guarded,0.1,1,1,2,4,0.5
1,rf,423,guarded,0.2,1,1,2,4,0.5
1,rf,424,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,424,guarded,0.05,0,0,2,2,1.0
1,rf,424,guarded,0.1,0,0,2,2,1.0
1,rf,424,guarded,0.2,0,0,1,1,1.0
1,rf,425,standard_multibin,,1,1,2,4,0.5
1,rf,425,guarded,0.05,1,1,2,4,0.5
1,rf,425,guarded,0.1,1,1,2,4,0.5
1,rf,425,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,426,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,426,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,426,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,426,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,427,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,427,guarded,0.05,1,1,2,4,0.5
1,rf,427,guarded,0.1,1,1,0,1,0.0
1,rf,427,guarded,0.2,0,0,0,0,0.0
1,rf,431,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,431,guarded,0.05,1,1,2,4,0.5
1,rf,431,guarded,0.1,1,0,2,3,0.6666666666666666
1,rf,431,guarded,0.2,1,0,1,2,0.5
1,rf,432,standard_multibin,,1,1,4,6,0.6666666666666666
1,rf,432,guarded,0.05,1,1,2,4,0.5
1,rf,432,guarded,0.1,1,1,2,4,0.5
1,rf,432,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,433,standard_multibin,,0,0,4,6,0.6666666666666666
1,rf,433,guarded,0.05,1,1,2,4,0.5
1,rf,433,guarded,0.1,1,1,2,4,0.5
1,rf,433,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,434,standard_multibin,,1,1,2,6,0.3333333333333333
1,rf,434,guarded,0.05,1,1,2,4,0.5
1,rf,434,guarded,0.1,1,1,2,4,0.5
1,rf,434,guarded,0.2,1,1,2,4,0.5
1,rf,435,standard_multibin,,1,1,3,6,0.5
1,rf,435,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,435,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,435,guarded,0.2,1,0,1,2,0.5
1,rf,440,standard_multibin,,1,1,4,7,0.5714285714285714
1,rf,440,guarded,0.05,1,1,2,4,0.5
1,rf,440,guarded,0.1,1,1,2,4,0.5
1,rf,440,guarded,0.2,1,1,2,4,0.5
1,rf,441,standard_multibin,,1,1,4,7,0.5714285714285714
1,rf,441,guarded,0.05,1,1,2,4,0.5
1,rf,441,guarded,0.1,1,1,2,4,0.5
1,rf,441,guarded,0.2,1,1,2,4,0.5
1,rf,443,standard_multibin,,1,1,4,8,0.5
1,rf,443,guarded,0.05,1,1,2,4,0.5
1,rf,443,guarded,0.1,1,1,2,4,0.5
1,rf,443,guarded,0.2,1,1,2,4,0.5
1,rf,451,standard_multibin,,1,0,1,4,0.25
1,rf,451,guarded,0.05,1,1,0,2,0.0
1,rf,451,guarded,0.1,1,0,2,3,0.6666666666666666
1,rf,451,guarded,0.2,0,0,1,1,1.0
1,rf,456,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,456,guarded,0.05,1,1,2,4,0.5
1,rf,456,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,456,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,461,standard_multibin,,1,1,2,6,0.3333333333333333
1,rf,461,guarded,0.05,1,1,2,4,0.5
1,rf,461,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,461,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,467,standard_multibin,,1,1,1,5,0.2
1,rf,467,guarded,0.05,1,1,2,4,0.5
1,rf,467,guarded,0.1,1,1,2,4,0.5
1,rf,467,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,468,standard_multibin,,1,1,1,5,0.2
1,rf,468,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,468,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,468,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,473,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,473,guarded,0.05,1,1,0,2,0.0
1,rf,473,guarded,0.1,1,1,0,2,0.0
1,rf,473,guarded,0.2,1,1,0,2,0.0
1,rf,477,standard_multibin,,1,1,4,8,0.5
1,rf,477,guarded,0.05,1,1,2,4,0.5
1,rf,477,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,477,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,481,standard_multibin,,1,1,4,8,0.5
1,rf,481,guarded,0.05,1,1,2,4,0.5
1,rf,481,guarded,0.1,1,1,2,4,0.5
1,rf,481,guarded,0.2,1,1,2,4,0.5
1,rf,487,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,487,guarded,0.05,1,1,1,3,0.3333333333333333
1,rf,487,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,487,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,490,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,490,guarded,0.05,1,1,2,4,0.5
1,rf,490,guarded,0.1,1,1,2,4,0.5
1,rf,490,guarded,0.2,1,1,2,4,0.5
1,rf,491,standard_multibin,,1,0,4,7,0.5714285714285714
1,rf,491,guarded,0.05,1,1,2,4,0.5
1,rf,491,guarded,0.1,1,1,1,3,0.3333333333333333
1,rf,491,guarded,0.2,1,1,2,4,0.5
1,rf,492,standard_multibin,,1,1,2,6,0.3333333333333333
1,rf,492,guarded,0.05,1,1,2,4,0.5
1,rf,492,guarded,0.1,1,1,2,4,0.5
1,rf,492,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,496,standard_multibin,,1,1,4,7,0.5714285714285714
1,rf,496,guarded,0.05,1,1,2,4,0.5
1,rf,496,guarded,0.1,1,1,2,4,0.5
1,rf,496,guarded,0.2,1,1,1,3,0.3333333333333333
1,rf,498,standard_multibin,,1,1,4,7,0.5714285714285714
1,rf,498,guarded,0.05,1,1,2,4,0.5
1,rf,498,guarded,0.1,1,1,2,4,0.5
1,rf,498,guarded,0.2,1,1,2,4,0.5
2,logreg,1,standard_multibin,,0,0,1,3,0.3333333333333333
2,logreg,1,guarded,0.05,1,1,0,2,0.0
2,logreg,1,guarded,0.1,1,1,0,2,0.0
2,logreg,1,guarded,0.2,1,1,0,2,0.0
2,logreg,4,standard_multibin,,1,1,1,3,0.3333333333333333
2,logreg,4,guarded,0.05,1,1,1,3,0.3333333333333333
2,logreg,4,guarded,0.1,1,1,1,3,0.3333333333333333
2,logreg,4,guarded,0.2,0,0,1,1,1.0
2,logreg,5,standard_multibin,,1,1,3,7,0.42857142857142855
2,logreg,5,guarded,0.05,1,1,2,4,0.5
2,logreg,5,guarded,0.1,1,1,2,4,0.5
2,logreg,5,guarded,0.2,1,1,2,4,0.5
2,logreg,9,standard_multibin,,1,1,3,6,0.5
2,logreg,9,guarded,0.05,1,1,2,4,0.5
2,logreg,9,guarded,0.1,1,1,2,4,0.5
2,logreg,9,guarded,0.2,1,1,2,4,0.5
2,logreg,10,standard_multibin,,0,0,3,5,0.6
2,logreg,10,guarded,0.05,1,1,2,4,0.5
2,logreg,10,guarded,0.1,1,1,2,4,0.5
2,logreg,10,guarded,0.2,1,1,2,4,0.5
2,logreg,11,standard_multibin,,1,0,3,6,0.5
2,logreg,11,guarded,0.05,1,1,2,4,0.5
2,logreg,11,guarded,0.1,1,1,2,4,0.5
2,logreg,11,guarded,0.2,1,0,2,3,0.6666666666666666
2,logreg,15,standard_multibin,,1,1,3,7,0.42857142857142855
2,logreg,15,guarded,0.05,1,1,2,4,0.5
2,logreg,15,guarded,0.1,1,1,2,4,0.5
2,logreg,15,guarded,0.2,1,1,2,4,0.5
2,logreg,17,standard_multibin,,1,0,3,6,0.5
2,logreg,17,guarded,0.05,1,1,2,4,0.5
2,logreg,17,guarded,0.1,1,1,2,4,0.5
2,logreg,17,guarded,0.2,1,1,2,4,0.5
2,logreg,18,standard_multibin,,1,1,3,7,0.42857142857142855
2,logreg,18,guarded,0.05,0,0,2,2,1.0
2,logreg,18,guarded,0.1,0,0,2,2,1.0
2,logreg,18,guarded,0.2,0,0,1,1,1.0
2,logreg,21,standard_multibin,,1,1,3,7,0.42857142857142855
2,logreg,21,guarded,0.05,1,1,2,4,0.5
2,logreg,21,guarded,0.1,1,1,2,4,0.5
2,logreg,21,guarded,0.2,1,1,2,4,0.5
2,logreg,22,standard_multibin,,1,1,3,6,0.5
2,logreg,22,guarded,0.05,1,1,2,4,0.5
2,logreg,22,guarded,0.1,1,1,2,4,0.5
2,logreg,22,guarded,0.2,1,1,2,4,0.5
2,logreg,23,standard_multibin,,1,1,3,7,0.42857142857142855
2,logreg,23,guarded,0.05,1,1,2,4,0.5
2,logreg,23,guarded,0.1,1,1,2,4,0.5
2,logreg,23,guarded,0.2,1,1,2,4,0.5
2,logreg,24,standard_multibin,,1,1,0,3,0.0
2,logreg,24,guarded,0.05,1,1,0,2,0.0
2,logreg,24,guarded,0.1,0,0,0,0,0.0
2,logreg,24,guarded,0.2,0,0,0,0,0.0
2,logreg,26,standard_multibin,,1,1,2,4,0.5
2,logreg,26,guarded,0.05,1,1,1,3,0.3333333333333333
2,logreg,26,guarded,0.1,1,1,1,3,0.3333333333333333
2,logreg,26,guarded,0.2,1,1,1,3,0.3333333333333333
2,logreg,29,standard_multibin,,1,0,2,5,0.4
2,logreg,29,guarded,0.05,1,1,0,2,0.0
2,logreg,29,guarded,0.1,1,1,0,2,0.0
2,logreg,29,guarded,0.2,1,1,0,2,0.0
2,logreg,33,standard_multibin,,1,1,1,5,0.2
2,logreg,33,guarded,0.05,1,1,1,3,0.3333333333333333
2,logreg,33,guarded,0.1,1,1,1,3,0.3333333333333333
2,logreg,33,guarded,0.2,0,0,1,1,1.0
2,logreg,35,standard_multibin,,0,0,3,5,0.6
2,logreg,35,guarded,0.05,1,1,1,3,0.3333333333333333
2,logreg,35,guarded,0.1,1,1,0,1,0.0
2,logreg,35,guarded,0.2,1,1,0,1,0.0
2,logreg,41,standard_multibin,,1,0,2,5,0.4
2,logreg,41,guarded,0.05,0,0,0,0,0.0
2,logreg,41,guarded,0.1,0,0,0,0,0.0
2,logreg,41,guarded,0.2,0,0,0,0,0.0
2,logreg,43,standard_multibin,,1,1,3,7,0.42857142857142855
2,logreg,43,guarded,0.05,1,1,2,4,0.5
2,logreg,43,guarded,0.1,1,1,2,4,0.5
2,logreg,43,guarded,0.2,1,1,2,4,0.5
