seed,model,instance_id,method,significance,top1_correct,top2_correct,noise_rules,total_rules,noise_rule_fraction
0,logreg,1,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,1,guarded,0.05,1,1,2,4,0.5
0,logreg,1,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,1,guarded,0.2,1,0,1,2,0.5
0,logreg,2,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,2,guarded,0.05,1,1,2,4,0.5
0,logreg,2,guarded,0.1,1,1,2,4,0.5
0,logreg,2,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,4,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,4,guarded,0.05,1,1,2,4,0.5
0,logreg,4,guarded,0.1,1,1,2,4,0.5
0,logreg,4,guarded,0.2,0,0,0,0,0.0
0,logreg,8,standard_multibin,,1,1,4,8,0.5
0,logreg,8,guarded,0.05,1,1,0,2,0.0
0,logreg,8,guarded,0.1,1,1,0,2,0.0
0,logreg,8,guarded,0.2,1,1,0,2,0.0
0,logreg,12,standard_multibin,,0,0,2,4,0.5
0,logreg,12,guarded,0.05,1,1,2,4,0.5
0,logreg,12,guarded,0.1,1,1,2,4,0.5
0,logreg,12,guarded,0.2,1,1,2,4,0.5
0,logreg,13,standard_multibin,,1,1,4,6,0.6666666666666666
0,logreg,13,guarded,0.05,1,1,2,4,0.5
0,logreg,13,guarded,0.1,1,1,2,4,0.5
0,logreg,13,guarded,0.2,1,1,2,4,0.5
0,logreg,15,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,15,guarded,0.05,1,1,2,4,0.5
0,logreg,15,guarded,0.1,1,0,2,3,0.6666666666666666
0,logreg,15,guarded,0.2,1,1,0,1,0.0
0,logreg,24,standard_multibin,,1,1,4,8,0.5
0,logreg,24,guarded,0.05,1,1,2,4,0.5
0,logreg,24,guarded,0.1,1,1,2,4,0.5
0,logreg,24,guarded,0.2,1,1,2,4,0.5
0,logreg,25,standard_multibin,,0,0,3,5,0.6
0,logreg,25,guarded,0.05,1,1,2,4,0.5
0,logreg,25,guarded,0.1,1,1,2,4,0.5
0,logreg,25,guarded,0.2,1,1,2,4,0.5
0,logreg,26,standard_multibin,,0,0,4,6,0.6666666666666666
0,logreg,26,guarded,0.05,1,1,2,4,0.5
0,logreg,26,guarded,0.1,1,1,2,4,0.5
0,logreg,26,guarded,0.2,1,1,2,4,0.5
0,logreg,31,standard_multibin,,1,1,4,6,0.6666666666666666
0,logreg,31,guarded,0.05,1,1,2,4,0.5
0,logreg,31,guarded,0.1,1,1,2,4,0.5
0,logreg,31,guarded,0.2,1,1,2,4,0.5
0,logreg,32,standard_multibin,,1,1,0,2,0.0
0,logreg,32,guarded,0.05,1,1,0,2,0.0
0,logreg,32,guarded,0.1,1,1,0,1,0.0
0,logreg,32,guarded,0.2,1,1,0,1,0.0
0,logreg,37,standard_multibin,,1,1,4,8,0.5
0,logreg,37,guarded,0.05,1,1,2,4,0.5
0,logreg,37,guarded,0.1,1,1,2,4,0.5
0,logreg,37,guarded,0.2,1,1,2,4,0.5
0,logreg,38,standard_multibin,,1,1,0,4,0.0
0,logreg,38,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,38,guarded,0.1,1,1,0,2,0.0
0,logreg,38,guarded,0.2,1,1,0,2,0.0
0,logreg,40,standard_multibin,,1,1,4,8,0.5
0,logreg,40,guarded,0.05,1,1,2,4,0.5
0,logreg,40,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,40,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,42,standard_multibin,,1,1,4,6,0.6666666666666666
0,logreg,42,guarded,0.05,1,1,2,4,0.5
0,logreg,42,guarded,0.1,1,1,2,4,0.5
0,logreg,42,guarded,0.2,1,1,2,4,0.5
0,logreg,43,standard_multibin,,1,1,4,6,0.6666666666666666
0,logreg,43,guarded,0.05,1,1,2,4,0.5
0,logreg,43,guarded,0.1,1,1,2,4,0.5
0,logreg,43,guarded,0.2,1,1,2,4,0.5
0,logreg,46,standard_multibin,,1,1,4,8,0.5
0,logreg,46,guarded,0.05,1,1,2,4,0.5
0,logreg,46,guarded,0.1,1,1,2,4,0.5
0,logreg,46,guarded,0.2,1,1,2,4,0.5
0,logreg,51,standard_multibin,,1,1,0,4,0.0
0,logreg,51,guarded,0.05,1,1,0,2,0.0
0,logreg,51,guarded,0.1,1,1,0,2,0.0
0,logreg,51,guarded,0.2,1,1,0,2,0.0
0,logreg,52,standard_multibin,,1,1,0,4,0.0
0,logreg,52,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,52,guarded,0.1,1,1,0,2,0.0
0,logreg,52,guarded,0.2,1,1,0,2,0.0
0,logreg,53,standard_multibin,,1,1,0,4,0.0
0,logreg,53,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,53,guarded,0.1,1,1,0,2,0.0
0,logreg,53,guarded,0.2,1,1,0,2,0.0
0,logreg,55,standard_multibin,,1,0,2,5,0.4
0,logreg,55,guarded,0.05,1,1,2,4,0.5
0,logreg,55,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,55,guarded,0.2,1,1,0,1,0.0
0,logreg,56,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,56,guarded,0.05,1,1,2,4,0.5
0,logreg,56,guarded,0.1,1,0,2,3,0.6666666666666666
0,logreg,56,guarded,0.2,0,0,0,0,0.0
0,logreg,57,standard_multibin,,1,1,0,4,0.0
0,logreg,57,guarded,0.05,1,1,0,2,0.0
0,logreg,57,guarded,0.1,1,1,0,2,0.0
0,logreg,57,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,59,standard_multibin,,1,1,1,3,0.3333333333333333
0,logreg,59,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,59,guarded,0.1,1,1,0,2,0.0
0,logreg,59,guarded,0.2,1,1,0,1,0.0
0,logreg,60,standard_multibin,,1,1,3,7,0.42857142857142855
0,logreg,60,guarded,0.05,1,1,2,4,0.5
0,logreg,60,guarded,0.1,1,1,2,4,0.5
0,logreg,60,guarded,0.2,1,1,2,4,0.5
0,logreg,68,standard_multibin,,0,0,3,5,0.6
0,logreg,68,guarded,0.05,1,1,2,4,0.5
0,logreg,68,guarded,0.1,1,1,2,4,0.5
0,logreg,68,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,70,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,70,guarded,0.05,1,1,2,4,0.5
0,logreg,70,guarded,0.1,1,1,2,4,0.5
0,logreg,70,guarded,0.2,1,1,2,4,0.5
0,logreg,71,standard_multibin,,1,1,2,4,0.5
0,logreg,71,guarded,0.05,1,0,1,2,0.5
0,logreg,71,guarded,0.1,1,0,1,2,0.5
0,logreg,71,guarded,0.2,1,1,0,1,0.0
0,logreg,72,standard_multibin,,1,1,3,6,0.5
0,logreg,72,guarded,0.05,1,1,2,4,0.5
0,logreg,72,guarded,0.1,1,1,2,4,0.5
0,logreg,72,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,73,standard_multibin,,1,1,0,4,0.0
0,logreg,73,guarded,0.05,1,1,2,4,0.5
0,logreg,73,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,73,guarded,0.2,1,1,0,2,0.0
0,logreg,75,standard_multibin,,1,1,4,8,0.5
0,logreg,75,guarded,0.05,1,1,2,4,0.5
0,logreg,75,guarded,0.1,1,1,2,4,0.5
0,logreg,75,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,76,standard_multibin,,0,0,3,5,0.6
0,logreg,76,guarded,0.05,1,1,2,4,0.5
0,logreg,76,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,76,guarded,0.2,1,0,1,2,0.5
0,logreg,77,standard_multibin,,1,1,3,7,0.42857142857142855
0,logreg,77,guarded,0.05,1,1,2,4,0.5
0,logreg,77,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,77,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,80,standard_multibin,,1,1,3,7,0.42857142857142855
0,logreg,80,guarded,0.05,1,1,2,4,0.5
0,logreg,80,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,80,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,82,standard_multibin,,0,0,4,6,0.6666666666666666
0,logreg,82,guarded,0.05,1,1,2,4,0.5
0,logreg,82,guarded,0.1,1,1,2,4,0.5
0,logreg,82,guarded,0.2,1,1,2,4,0.5
0,logreg,83,standard_multibin,,0,0,3,5,0.6
0,logreg,83,guarded,0.05,1,1,2,4,0.5
0,logreg,83,guarded,0.1,1,1,2,4,0.5
0,logreg,83,guarded,0.2,1,1,2,4,0.5
0,logreg,86,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,86,guarded,0.05,1,1,2,4,0.5
0,logreg,86,guarded,0.1,1,1,2,4,0.5
0,logreg,86,guarded,0.2,1,1,2,4,0.5
0,logreg,88,standard_multibin,,1,1,0,4,0.0
0,logreg,88,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,88,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,88,guarded,0.2,1,1,0,2,0.0
0,logreg,90,standard_multibin,,1,1,3,7,0.42857142857142855
0,logreg,90,guarded,0.05,1,1,2,4,0.5
0,logreg,90,guarded,0.1,1,1,2,4,0.5
0,logreg,90,guarded,0.2,1,1,2,4,0.5
0,logreg,91,standard_multibin,,1,1,4,8,0.5
0,logreg,91,guarded,0.05,1,1,0,2,0.0
0,logreg,91,guarded,0.1,1,1,0,2,0.0
0,logreg,91,guarded,0.2,1,1,0,2,0.0
0,logreg,93,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,93,guarded,0.05,1,1,2,4,0.5
0,logreg,93,guarded,0.1,1,1,0,1,0.0
0,logreg,93,guarded,0.2,1,1,0,1,0.0
0,logreg,94,standard_multibin,,1,1,3,7,0.42857142857142855
0,logreg,94,guarded,0.05,1,1,2,4,0.5
0,logreg,94,guarded,0.1,1,1,2,4,0.5
0,logreg,94,guarded,0.2,1,1,0,2,0.0
0,logreg,97,standard_multibin,,1,0,2,5,0.4
0,logreg,97,guarded,0.05,1,1,2,4,0.5
0,logreg,97,guarded,0.1,1,1,2,4,0.5
0,logreg,97,guarded,0.2,1,1,2,4,0.5
0,logreg,100,standard_multibin,,1,1,1,5,0.2
0,logreg,100,guarded,0.05,1,1,2,4,0.5
0,logreg,100,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,100,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,101,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,101,guarded,0.05,1,1,2,4,0.5
0,logreg,101,guarded,0.1,1,1,2,4,0.5
0,logreg,101,guarded,0.2,1,1,2,4,0.5
0,logreg,104,standard_multibin,,1,1,3,6,0.5
0,logreg,104,guarded,0.05,1,0,1,2,0.5
0,logreg,104,guarded,0.1,0,0,1,1,1.0
0,logreg,104,guarded,0.2,0,0,0,0,0.0
0,logreg,105,standard_multibin,,1,1,4,8,0.5
0,logreg,105,guarded,0.05,1,1,2,4,0.5
0,logreg,105,guarded,0.1,1,1,2,4,0.5
0,logreg,105,guarded,0.2,1,1,2,4,0.5
0,logreg,107,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,107,guarded,0.05,1,1,2,4,0.5
0,logreg,107,guarded,0.1,1,1,2,4,0.5
0,logreg,107,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,113,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,113,guarded,0.05,1,1,2,4,0.5
0,logreg,113,guarded,0.1,1,1,2,4,0.5
0,logreg,113,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,115,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,115,guarded,0.05,1,1,2,4,0.5
0,logreg,115,guarded,0.1,1,1,2,4,0.5
0,logreg,115,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,116,standard_multibin,,1,1,1,5,0.2
0,logreg,116,guarded,0.05,1,1,2,4,0.5
0,logreg,116,guarded,0.1,1,1,0,2,0.0
0,logreg,116,guarded,0.2,1,1,0,2,0.0
0,logreg,117,standard_multibin,,1,1,0,4,0.0
0,logreg,117,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,117,guarded,0.1,0,0,0,0,0.0
0,logreg,117,guarded,0.2,0,0,0,0,0.0
0,logreg,118,standard_multibin,,0,0,4,6,0.6666666666666666
0,logreg,118,guarded,0.05,1,1,2,4,0.5
0,logreg,118,guarded,0.1,1,1,2,4,0.5
0,logreg,118,guarded,0.2,1,1,2,4,0.5
0,logreg,119,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,119,guarded,0.05,1,1,2,4,0.5
0,logreg,119,guarded,0.1,1,1,2,4,0.5
0,logreg,119,guarded,0.2,1,1,2,4,0.5
0,logreg,122,standard_multibin,,1,1,4,6,0.6666666666666666
0,logreg,122,guarded,0.05,1,1,2,4,0.5
0,logreg,122,guarded,0.1,1,1,2,4,0.5
0,logreg,122,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,125,standard_multibin,,1,1,4,8,0.5
0,logreg,125,guarded,0.05,1,1,2,4,0.5
0,logreg,125,guarded,0.1,1,1,2,4,0.5
0,logreg,125,guarded,0.2,1,1,2,4,0.5
0,logreg,127,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,127,guarded,0.05,1,1,2,4,0.5
0,logreg,127,guarded,0.1,1,0,2,3,0.6666666666666666
0,logreg,127,guarded,0.2,0,0,1,1,1.0
0,logreg,133,standard_multibin,,1,1,2,5,0.4
0,logreg,133,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,133,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,133,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,140,standard_multibin,,1,1,4,8,0.5
0,logreg,140,guarded,0.05,1,1,2,4,0.5
0,logreg,140,guarded,0.1,1,1,2,4,0.5
0,logreg,140,guarded,0.2,1,1,2,4,0.5
0,logreg,143,standard_multibin,,0,0,4,6,0.6666666666666666
0,logreg,143,guarded,0.05,1,1,2,4,0.5
0,logreg,143,guarded,0.1,1,1,2,4,0.5
0,logreg,143,guarded,0.2,1,1,2,4,0.5
0,logreg,146,standard_multibin,,1,1,4,6,0.6666666666666666
0,logreg,146,guarded,0.05,1,1,2,4,0.5
0,logreg,146,guarded,0.1,1,1,2,4,0.5
0,logreg,146,guarded,0.2,1,1,2,4,0.5
0,logreg,147,standard_multibin,,1,1,2,5,0.4
0,logreg,147,guarded,0.05,1,1,2,4,0.5
0,logreg,147,guarded,0.1,1,1,2,4,0.5
0,logreg,147,guarded,0.2,1,0,1,2,0.5
0,logreg,148,standard_multibin,,1,1,0,4,0.0
0,logreg,148,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,148,guarded,0.1,1,1,0,2,0.0
0,logreg,148,guarded,0.2,1,1,0,2,0.0
0,logreg,151,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,151,guarded,0.05,1,1,2,4,0.5
0,logreg,151,guarded,0.1,1,1,2,4,0.5
0,logreg,151,guarded,0.2,1,1,2,4,0.5
0,logreg,152,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,152,guarded,0.05,1,1,2,4,0.5
0,logreg,152,guarded,0.1,1,1,2,4,0.5
0,logreg,152,guarded,0.2,1,1,2,4,0.5
0,logreg,154,standard_multibin,,1,1,4,8,0.5
0,logreg,154,guarded,0.05,1,1,2,4,0.5
0,logreg,154,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,154,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,155,standard_multibin,,1,1,0,2,0.0
0,logreg,155,guarded,0.05,1,1,0,2,0.0
0,logreg,155,guarded,0.1,1,1,0,2,0.0
0,logreg,155,guarded,0.2,0,0,0,0,0.0
0,logreg,162,standard_multibin,,1,1,1,5,0.2
0,logreg,162,guarded,0.05,1,1,0,2,0.0
0,logreg,162,guarded,0.1,1,1,0,2,0.0
0,logreg,162,guarded,0.2,1,1,0,2,0.0
0,logreg,171,standard_multibin,,1,1,4,8,0.5
0,logreg,171,guarded,0.05,1,1,2,4,0.5
0,logreg,171,guarded,0.1,1,1,2,4,0.5
0,logreg,171,guarded,0.2,1,1,2,4,0.5
0,logreg,172,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,172,guarded,0.05,1,1,2,4,0.5
0,logreg,172,guarded,0.1,1,1,2,4,0.5
0,logreg,172,guarded,0.2,1,1,2,4,0.5
0,logreg,177,standard_multibin,,1,1,1,4,0.25
0,logreg,177,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,177,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,177,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,180,standard_multibin,,1,1,0,4,0.0
0,logreg,180,guarded,0.05,1,1,0,2,0.0
0,logreg,180,guarded,0.1,1,1,0,2,0.0
0,logreg,180,guarded,0.2,1,1,0,2,0.0
0,logreg,182,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,182,guarded,0.05,1,1,2,4,0.5
0,logreg,182,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,182,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,184,standard_multibin,,0,0,2,4,0.5
0,logreg,184,guarded,0.05,0,0,1,1,1.0
0,logreg,184,guarded,0.1,0,0,0,0,0.0
0,logreg,184,guarded,0.2,0,0,0,0,0.0
0,logreg,193,standard_multibin,,1,0,3,6,0.5
0,logreg,193,guarded,0.05,1,1,2,4,0.5
0,logreg,193,guarded,0.1,1,1,2,4,0.5
0,logreg,193,guarded,0.2,1,1,2,4,0.5
0,logreg,197,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,197,guarded,0.05,1,1,2,4,0.5
0,logreg,197,guarded,0.1,1,1,2,4,0.5
0,logreg,197,guarded,0.2,1,1,2,4,0.5
0,logreg,204,standard_multibin,,1,1,0,4,0.0
0,logreg,204,guarded,0.05,1,1,0,2,0.0
0,logreg,204,guarded,0.1,1,1,0,2,0.0
0,logreg,204,guarded,0.2,1,1,0,2,0.0
0,logreg,209,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,209,guarded,0.05,1,1,2,4,0.5
0,logreg,209,guarded,0.1,1,1,2,4,0.5
0,logreg,209,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,211,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,211,guarded,0.05,1,1,2,4,0.5
0,logreg,211,guarded,0.1,1,1,2,4,0.5
0,logreg,211,guarded,0.2,1,1,2,4,0.5
0,logreg,213,standard_multibin,,1,1,3,6,0.5
0,logreg,213,guarded,0.05,1,1,2,4,0.5
0,logreg,213,guarded,0.1,0,0,2,2,1.0
0,logreg,213,guarded,0.2,0,0,0,0,0.0
0,logreg,218,standard_multibin,,1,1,2,5,0.4
0,logreg,218,guarded,0.05,1,0,2,3,0.6666666666666666
0,logreg,218,guarded,0.1,0,0,0,0,0.0
0,logreg,218,guarded,0.2,0,0,0,0,0.0
0,logreg,219,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,219,guarded,0.05,1,1,2,4,0.5
0,logreg,219,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,219,guarded,0.2,0,0,0,0,0.0
0,logreg,221,standard_multibin,,1,1,3,7,0.42857142857142855
0,logreg,221,guarded,0.05,1,1,2,4,0.5
0,logreg,221,guarded,0.1,1,1,2,4,0.5
0,logreg,221,guarded,0.2,1,1,2,4,0.5
0,logreg,224,standard_multibin,,1,1,0,4,0.0
0,logreg,224,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,224,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,224,guarded,0.2,1,1,0,2,0.0
0,logreg,225,standard_multibin,,1,1,3,7,0.42857142857142855
0,logreg,225,guarded,0.05,1,1,2,4,0.5
0,logreg,225,guarded,0.1,1,1,2,4,0.5
0,logreg,225,guarded,0.2,1,1,2,4,0.5
0,logreg,227,standard_multibin,,1,1,1,4,0.25
0,logreg,227,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,227,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,227,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,229,standard_multibin,,1,1,3,7,0.42857142857142855
0,logreg,229,guarded,0.05,1,1,2,4,0.5
0,logreg,229,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,229,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,232,standard_multibin,,0,0,3,5,0.6
0,logreg,232,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,232,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,232,guarded,0.2,1,1,0,1,0.0
0,logreg,233,standard_multibin,,1,1,3,5,0.6
0,logreg,233,guarded,0.05,1,1,2,4,0.5
0,logreg,233,guarded,0.1,1,0,1,2,0.5
0,logreg,233,guarded,0.2,1,0,1,2,0.5
0,logreg,240,standard_multibin,,0,0,4,6,0.6666666666666666
0,logreg,240,guarded,0.05,1,1,2,4,0.5
0,logreg,240,guarded,0.1,1,1,2,4,0.5
0,logreg,240,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,241,standard_multibin,,1,1,1,5,0.2
0,logreg,241,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,241,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,241,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,242,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,242,guarded,0.05,1,1,0,2,0.0
0,logreg,242,guarded,0.1,1,1,0,2,0.0
0,logreg,242,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,244,standard_multibin,,1,1,0,4,0.0
0,logreg,244,guarded,0.05,1,1,0,2,0.0
0,logreg,244,guarded,0.1,1,1,0,2,0.0
0,logreg,244,guarded,0.2,1,1,0,2,0.0
0,logreg,245,standard_multibin,,1,1,4,6,0.6666666666666666
0,logreg,245,guarded,0.05,1,1,2,4,0.5
0,logreg,245,guarded,0.1,1,1,2,4,0.5
0,logreg,245,guarded,0.2,1,1,2,4,0.5
0,logreg,247,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,247,guarded,0.05,1,1,0,2,0.0
0,logreg,247,guarded,0.1,1,1,0,2,0.0
0,logreg,247,guarded,0.2,1,1,0,2,0.0
0,logreg,249,standard_multibin,,1,1,0,2,0.0
0,logreg,249,guarded,0.05,1,1,0,1,0.0
0,logreg,249,guarded,0.1,1,1,0,1,0.0
0,logreg,249,guarded,0.2,1,1,0,1,0.0
0,logreg,252,standard_multibin,,1,1,4,8,0.5
0,logreg,252,guarded,0.05,1,1,2,4,0.5
0,logreg,252,guarded,0.1,1,1,2,4,0.5
0,logreg,252,guarded,0.2,1,1,2,4,0.5
0,logreg,256,standard_multibin,,1,1,2,4,0.5
0,logreg,256,guarded,0.05,0,0,1,1,1.0
0,logreg,256,guarded,0.1,0,0,0,0,0.0
0,logreg,256,guarded,0.2,0,0,0,0,0.0
0,logreg,257,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,257,guarded,0.05,1,1,2,4,0.5
0,logreg,257,guarded,0.1,1,1,2,4,0.5
0,logreg,257,guarded,0.2,1,1,2,4,0.5
0,logreg,260,standard_multibin,,1,1,4,6,0.6666666666666666
0,logreg,260,guarded,0.05,1,1,2,4,0.5
0,logreg,260,guarded,0.1,1,1,2,4,0.5
0,logreg,260,guarded,0.2,1,1,2,4,0.5
0,logreg,262,standard_multibin,,1,1,4,6,0.6666666666666666
0,logreg,262,guarded,0.05,1,1,2,4,0.5
0,logreg,262,guarded,0.1,1,1,2,4,0.5
0,logreg,262,guarded,0.2,1,1,2,4,0.5
0,logreg,263,standard_multibin,,1,1,0,2,0.0
0,logreg,263,guarded,0.05,0,0,0,0,0.0
0,logreg,263,guarded,0.1,0,0,0,0,0.0
0,logreg,263,guarded,0.2,0,0,0,0,0.0
0,logreg,264,standard_multibin,,0,0,4,6,0.6666666666666666
0,logreg,264,guarded,0.05,1,1,2,4,0.5
0,logreg,264,guarded,0.1,1,1,2,4,0.5
0,logreg,264,guarded,0.2,1,1,2,4,0.5
0,logreg,266,standard_multibin,,1,1,4,8,0.5
0,logreg,266,guarded,0.05,1,1,2,4,0.5
0,logreg,266,guarded,0.1,1,1,2,4,0.5
0,logreg,266,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,268,standard_multibin,,0,0,2,4,0.5
0,logreg,268,guarded,0.05,1,1,2,4,0.5
0,logreg,268,guarded,0.1,1,1,2,4,0.5
0,logreg,268,guarded,0.2,1,0,1,2,0.5
0,logreg,273,standard_multibin,,1,1,2,4,0.5
0,logreg,273,guarded,0.05,1,1,2,4,0.5
0,logreg,273,guarded,0.1,1,0,1,2,0.5
0,logreg,273,guarded,0.2,1,1,0,1,0.0
0,logreg,276,standard_multibin,,1,1,3,6,0.5
0,logreg,276,guarded,0.05,1,1,2,4,0.5
0,logreg,276,guarded,0.1,0,0,0,0,0.0
0,logreg,276,guarded,0.2,0,0,0,0,0.0
0,logreg,277,standard_multibin,,1,1,4,8,0.5
0,logreg,277,guarded,0.05,1,1,2,4,0.5
0,logreg,277,guarded,0.1,1,1,2,4,0.5
0,logreg,277,guarded,0.2,1,1,2,4,0.5
0,logreg,281,standard_multibin,,1,1,0,3,0.0
0,logreg,281,guarded,0.05,1,1,0,1,0.0
0,logreg,281,guarded,0.1,0,0,0,0,0.0
0,logreg,281,guarded,0.2,0,0,0,0,0.0
0,logreg,282,standard_multibin,,1,1,0,4,0.0
0,logreg,282,guarded,0.05,1,1,0,2,0.0
0,logreg,282,guarded,0.1,1,1,0,2,0.0
0,logreg,282,guarded,0.2,1,1,0,2,0.0
0,logreg,283,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,283,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,283,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,283,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,287,standard_multibin,,1,0,4,7,0.5714285714285714
0,logreg,287,guarded,0.05,1,1,2,4,0.5
0,logreg,287,guarded,0.1,1,1,2,4,0.5
0,logreg,287,guarded,0.2,1,1,2,4,0.5
0,logreg,288,standard_multibin,,1,1,3,5,0.6
0,logreg,288,guarded,0.05,1,1,2,4,0.5
0,logreg,288,guarded,0.1,1,1,2,4,0.5
0,logreg,288,guarded,0.2,1,1,2,4,0.5
0,logreg,293,standard_multibin,,1,1,3,7,0.42857142857142855
0,logreg,293,guarded,0.05,0,0,1,1,1.0
0,logreg,293,guarded,0.1,0,0,0,0,0.0
0,logreg,293,guarded,0.2,0,0,0,0,0.0
0,logreg,299,standard_multibin,,1,1,2,6,0.3333333333333333
0,logreg,299,guarded,0.05,1,1,1,3,0.3333333333333333
0,logreg,299,guarded,0.1,1,1,1,3,0.3333333333333333
0,logreg,299,guarded,0.2,1,1,1,3,0.3333333333333333
0,logreg,304,standard_multibin,,1,0,3,6,0.5
0,logreg,304,guarded,0.05,1,1,2,4,0.5
0,logreg,304,guarded,0.1,1,1,2,4,0.5
0,logreg,304,guarded,0.2,1,0,1,2,0.5
0,logreg,305,standard_multibin,,1,1,0,4,0.0
0,logreg,305,guarded,0.05,1,1,0,2,0.0
0,logreg,305,guarded,0.1,1,1,0,2,0.0
0,logreg,305,guarded,0.2,1,1,0,2,0.0
0,logreg,308,standard_multibin,,1,1,4,7,0.5714285714285714
0,logreg,308,guarded,0.05,1,1,2,4,0.5
0,logreg,308,guarded,0.1,1,1,2,4,0.5
0,logreg,308,guarded,0.2,1,1,2,4,0.5
