intervals_tested,intervals_conforming,intervals_removed_guard,intervals_emitted,features_with_any_removed_guard,instance_index,dataset,model,seed,significance,n_neighbors,n_invariant_warnings,is_ood
8,8,0,1,0,44,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,45,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,46,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,47,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,48,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,49,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,50,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,51,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,52,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,53,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,54,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,55,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,56,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,57,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,58,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,59,synthetic_1d,ridge,1,0.1,5,0,False
8,8,0,1,0,60,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,61,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,62,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,63,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,64,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,65,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,66,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,67,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,68,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,69,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,70,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,71,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,72,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,73,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,74,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,75,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,76,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,77,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,78,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,79,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,80,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,81,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,82,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,83,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,84,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,85,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,86,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,87,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,88,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,89,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,90,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,91,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,92,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,93,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,94,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,95,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,96,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,97,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,98,synthetic_1d,ridge,1,0.1,5,0,True
8,8,0,1,0,99,synthetic_1d,ridge,1,0.1,5,0,True
71,51,20,10,8,0,diabetes,rf_reg,1,0.1,5,0,
71,46,25,9,10,1,diabetes,rf_reg,1,0.1,5,0,
71,57,14,9,8,2,diabetes,rf_reg,1,0.1,5,0,
71,61,10,10,6,3,diabetes,rf_reg,1,0.1,5,0,
71,70,1,10,1,4,diabetes,rf_reg,1,0.1,5,0,
71,68,3,10,2,5,diabetes,rf_reg,1,0.1,5,0,
71,67,4,10,3,6,diabetes,rf_reg,1,0.1,5,0,
71,66,5,10,4,7,diabetes,rf_reg,1,0.1,5,0,
71,62,9,10,5,8,diabetes,rf_reg,1,0.1,5,0,
71,68,3,10,3,9,diabetes,rf_reg,1,0.1,5,0,
71,68,3,10,3,10,diabetes,rf_reg,1,0.1,5,0,
71,22,49,4,9,11,diabetes,rf_reg,1,0.1,5,0,
71,61,10,10,7,12,diabetes,rf_reg,1,0.1,5,0,
71,33,38,6,9,13,diabetes,rf_reg,1,0.1,5,0,
71,65,6,10,5,14,diabetes,rf_reg,1,0.1,5,0,
71,65,6,10,5,15,diabetes,rf_reg,1,0.1,5,0,
71,56,15,10,7,16,diabetes,rf_reg,1,0.1,5,0,
71,66,5,10,3,17,diabetes,rf_reg,1,0.1,5,0,
71,50,21,9,9,18,diabetes,rf_reg,1,0.1,5,0,
71,69,2,10,1,19,diabetes,rf_reg,1,0.1,5,0,
71,69,2,10,1,20,diabetes,rf_reg,1,0.1,5,0,
71,62,9,10,5,21,diabetes,rf_reg,1,0.1,5,0,
71,61,10,10,6,22,diabetes,rf_reg,1,0.1,5,0,
71,58,13,9,9,23,diabetes,rf_reg,1,0.1,5,0,
71,63,8,10,6,24,diabetes,rf_reg,1,0.1,5,0,
71,69,2,10,2,25,diabetes,rf_reg,1,0.1,5,0,
71,59,12,10,7,26,diabetes,rf_reg,1,0.1,5,0,
71,69,2,10,2,27,diabetes,rf_reg,1,0.1,5,0,
71,53,18,9,10,28,diabetes,rf_reg,1,0.1,5,0,
71,69,2,10,1,29,diabetes,rf_reg,1,0.1,5,0,
71,65,6,10,5,30,diabetes,rf_reg,1,0.1,5,0,
71,45,26,10,8,31,diabetes,rf_reg,1,0.1,5,0,
71,8,63,0,10,32,diabetes,rf_reg,1,0.1,5,0,
71,50,21,9,10,33,diabetes,rf_reg,1,0.1,5,0,
71,49,22,10,9,34,diabetes,rf_reg,1,0.1,5,0,
71,69,2,10,1,35,diabetes,rf_reg,1,0.1,5,0,
71,56,15,10,8,36,diabetes,rf_reg,1,0.1,5,0,
71,66,5,10,4,37,diabetes,rf_reg,1,0.1,5,0,
71,46,25,10,8,38,diabetes,rf_reg,1,0.1,5,0,
71,52,19,10,8,39,diabetes,rf_reg,1,0.1,5,0,
71,44,27,10,9,40,diabetes,rf_reg,1,0.1,5,0,
71,1,70,0,10,41,diabetes,rf_reg,1,0.1,5,0,
71,58,13,10,6,42,diabetes,rf_reg,1,0.1,5,0,
71,68,3,10,2,43,diabetes,rf_reg,1,0.1,5,0,
71,65,6,10,4,44,diabetes,rf_reg,1,0.1,5,0,
71,38,33,10,9,45,diabetes,rf_reg,1,0.1,5,0,
71,63,8,10,5,46,diabetes,rf_reg,1,0.1,5,0,
71,69,2,10,2,47,diabetes,rf_reg,1,0.1,5,0,
71,65,6,10,4,48,diabetes,rf_reg,1,0.1,5,0,
71,39,32,9,10,49,diabetes,rf_reg,1,0.1,5,0,
71,56,15,10,9,50,diabetes,rf_reg,1,0.1,5,0,
71,54,17,10,8,51,diabetes,rf_reg,1,0.1,5,0,
71,55,16,10,9,52,diabetes,rf_reg,1,0.1,5,0,
71,65,6,10,3,53,diabetes,rf_reg,1,0.1,5,0,
71,69,2,10,1,54,diabetes,rf_reg,1,0.1,5,0,
71,69,2,10,1,55,diabetes,rf_reg,1,0.1,5,0,
71,64,7,10,4,56,diabetes,rf_reg,1,0.1,5,0,
71,64,7,10,4,57,diabetes,rf_reg,1,0.1,5,0,
71,60,11,10,7,58,diabetes,rf_reg,1,0.1,5,0,
71,59,12,10,8,59,diabetes,rf_reg,1,0.1,5,0,
71,60,11,10,6,60,diabetes,rf_reg,1,0.1,5,0,
71,8,63,0,10,61,diabetes,rf_reg,1,0.1,5,0,
71,68,3,10,2,62,diabetes,rf_reg,1,0.1,5,0,
71,66,5,10,3,63,diabetes,rf_reg,1,0.1,5,0,
71,0,71,0,10,64,diabetes,rf_reg,1,0.1,5,0,
71,62,9,10,5,65,diabetes,rf_reg,1,0.1,5,0,
71,61,10,10,7,66,diabetes,rf_reg,1,0.1,5,0,
71,0,71,0,10,67,diabetes,rf_reg,1,0.1,5,0,
71,6,65,0,10,68,diabetes,rf_reg,1,0.1,5,0,
71,60,11,9,7,69,diabetes,rf_reg,1,0.1,5,0,
71,7,64,1,10,70,diabetes,rf_reg,1,0.1,5,0,
71,54,17,10,9,71,diabetes,rf_reg,1,0.1,5,0,
71,60,11,10,7,72,diabetes,rf_reg,1,0.1,5,0,
71,60,11,10,5,73,diabetes,rf_reg,1,0.1,5,0,
71,69,2,10,1,74,diabetes,rf_reg,1,0.1,5,0,
71,4,67,0,10,75,diabetes,rf_reg,1,0.1,5,0,
71,54,17,10,8,76,diabetes,rf_reg,1,0.1,5,0,
71,58,13,10,8,77,diabetes,rf_reg,1,0.1,5,0,
71,49,22,10,9,78,diabetes,rf_reg,1,0.1,5,0,
71,58,13,10,8,79,diabetes,rf_reg,1,0.1,5,0,
