task,dataset,n_features,n_classes,n_cal,seed,significance,n_neighbors,normalize_guard,regression_mode,threshold_value,explanation_type,n_test_instances,mean_standard_rules_per_instance,mean_guarded_rules_per_instance,guard_retention_rate,fraction_instances_fully_filtered,n_instances_fully_filtered,task_skipped,skip_reason,error
regression,puma8nm,8,,100,0,0.1,5,True,plain,,factual,100,6.37,6.01,0.8864306784660767,0.05,5,False,,
regression,puma8nm,8,,100,0,0.1,5,True,plain,,alternative,100,11.37,32.08,0.8595927116827439,0.0,0,False,,
regression,puma8nm,8,,100,0,0.2,5,True,plain,,factual,100,6.37,5.65,0.8382789317507419,0.09,9,False,,
regression,puma8nm,8,,100,0,0.2,5,True,plain,,alternative,100,11.37,29.67,0.7764982988746402,0.0,0,False,,
regression,puma8nm,8,,100,0,0.05,5,True,p25,-2.829667775,factual,100,7.19,6.77,0.9273972602739726,0.02,2,False,,
regression,puma8nm,8,,100,0,0.05,5,True,p25,-2.829667775,alternative,100,14.08,36.46,0.9176944374528064,0.0,0,False,,
regression,puma8nm,8,,100,0,0.1,5,True,p25,-2.829667775,factual,100,7.19,6.5,0.8940852819807428,0.04,4,False,,
regression,puma8nm,8,,100,0,0.1,5,True,p25,-2.829667775,alternative,100,14.08,35.09,0.8700719067691545,0.0,0,False,,
regression,puma8nm,8,,100,0,0.2,5,True,p25,-2.829667775,factual,100,7.19,6.18,0.8500687757909215,0.08,8,False,,
regression,puma8nm,8,,100,0,0.2,5,True,p25,-2.829667775,alternative,100,14.08,32.69,0.7928692699490663,0.0,0,False,,
regression,puma8nm,8,,100,0,0.05,5,True,p50,1.0188929999999998,factual,100,7.61,7.18,0.9312581063553826,0.02,2,False,,
regression,puma8nm,8,,100,0,0.05,5,True,p50,1.0188929999999998,alternative,100,12.09,38.87,0.9224015187470337,0.01,1,False,,
regression,puma8nm,8,,100,0,0.1,5,True,p50,1.0188929999999998,factual,100,7.61,6.93,0.9,0.03,3,False,,
regression,puma8nm,8,,100,0,0.1,5,True,p50,1.0188929999999998,alternative,100,12.09,37.55,0.8775414816545922,0.01,1,False,,
regression,puma8nm,8,,100,0,0.2,5,True,p50,1.0188929999999998,factual,100,7.61,6.44,0.8552456839309429,0.07,7,False,,
regression,puma8nm,8,,100,0,0.2,5,True,p50,1.0188929999999998,alternative,100,12.09,35.22,0.8048446069469836,0.01,1,False,,
regression,puma8nm,8,,100,0,0.05,5,True,p75,6.481538775,factual,100,6.05,6.57,0.9253521126760563,0.06,6,False,,
regression,puma8nm,8,,100,0,0.05,5,True,p75,6.481538775,alternative,100,11.3,35.71,0.9161108260646486,0.0,0,False,,
regression,puma8nm,8,,100,0,0.1,5,True,p75,6.481538775,factual,100,6.05,6.33,0.8915492957746479,0.08,8,False,,
regression,puma8nm,8,,100,0,0.1,5,True,p75,6.481538775,alternative,100,11.3,34.43,0.8679102596420469,0.0,0,False,,
regression,puma8nm,8,,100,0,0.2,5,True,p75,6.481538775,factual,100,6.05,6.06,0.8475524475524475,0.1,10,False,,
regression,puma8nm,8,,100,0,0.2,5,True,p75,6.481538775,alternative,100,11.3,32.08,0.7897587395371738,0.01,1,False,,
regression,puma8nm,8,,300,0,0.05,5,True,plain,,factual,100,5.93,6.71,0.978134110787172,0.0,0,False,,
regression,puma8nm,8,,300,0,0.05,5,True,plain,,alternative,100,10.3,33.62,0.9307862679955703,0.0,0,False,,
regression,puma8nm,8,,300,0,0.1,5,True,plain,,factual,100,5.93,6.27,0.91800878477306,0.03,3,False,,
regression,puma8nm,8,,300,0,0.1,5,True,plain,,alternative,100,10.3,31.44,0.8408665418561112,0.0,0,False,,
regression,puma8nm,8,,300,0,0.2,5,True,plain,,factual,100,5.93,5.36,0.7952522255192879,0.05,5,False,,
regression,puma8nm,8,,300,0,0.2,5,True,plain,,alternative,100,10.3,26.88,0.6752072343632253,0.0,0,False,,
regression,puma8nm,8,,300,0,0.05,5,True,p25,-2.829667775,factual,100,6.77,7.09,0.9792817679558011,0.0,0,False,,
regression,puma8nm,8,,300,0,0.05,5,True,p25,-2.829667775,alternative,100,10.65,39.07,0.9398604763050277,0.0,0,False,,
regression,puma8nm,8,,300,0,0.1,5,True,p25,-2.829667775,factual,100,6.77,6.64,0.9222222222222223,0.03,3,False,,
regression,puma8nm,8,,300,0,0.1,5,True,p25,-2.829667775,alternative,100,10.65,36.37,0.8594045368620038,0.0,0,False,,
regression,puma8nm,8,,300,0,0.2,5,True,p25,-2.829667775,factual,100,6.77,5.76,0.8067226890756303,0.07,7,False,,
regression,puma8nm,8,,300,0,0.2,5,True,p25,-2.829667775,alternative,100,10.65,31.03,0.7058689717925387,0.01,1,False,,
regression,puma8nm,8,,300,0,0.05,5,True,p50,1.0188929999999998,factual,100,6.59,6.73,0.9781976744186046,0.0,0,False,,
regression,puma8nm,8,,300,0,0.05,5,True,p50,1.0188929999999998,alternative,100,11.67,39.29,0.9401770758554678,0.0,0,False,,
regression,puma8nm,8,,300,0,0.1,5,True,p50,1.0188929999999998,factual,100,6.59,6.29,0.9182481751824818,0.02,2,False,,
regression,puma8nm,8,,300,0,0.1,5,True,p50,1.0188929999999998,alternative,100,11.67,36.78,0.8607535689211326,0.01,1,False,,
regression,puma8nm,8,,300,0,0.2,5,True,p50,1.0188929999999998,factual,100,6.59,5.51,0.7997097242380261,0.05,5,False,,
regression,puma8nm,8,,300,0,0.2,5,True,p50,1.0188929999999998,alternative,100,11.67,31.72,0.7104143337066069,0.01,1,False,,
regression,puma8nm,8,,300,0,0.05,5,True,p75,6.481538775,factual,100,6.63,6.78,0.9783549783549783,0.01,1,False,,
regression,puma8nm,8,,300,0,0.05,5,True,p75,6.481538775,alternative,100,10.36,38.69,0.9393056567127943,0.0,0,False,,
regression,puma8nm,8,,300,0,0.1,5,True,p75,6.481538775,factual,100,6.63,6.47,0.9203413940256046,0.04,4,False,,
regression,puma8nm,8,,300,0,0.1,5,True,p75,6.481538775,alternative,100,10.36,36.42,0.8595704507906538,0.01,1,False,,
regression,puma8nm,8,,300,0,0.2,5,True,p75,6.481538775,factual,100,6.63,5.68,0.8045325779036827,0.06,6,False,,
regression,puma8nm,8,,300,0,0.2,5,True,p75,6.481538775,alternative,100,10.36,31.06,0.7060695612639236,0.02,2,False,,
regression,puma8nm,8,,500,0,0.05,5,True,plain,,factual,100,5.94,6.65,0.9736456808199122,0.0,0,False,,
regression,puma8nm,8,,500,0,0.05,5,True,plain,,alternative,100,11.41,31.88,0.9166187464059804,0.0,0,False,,
regression,puma8nm,8,,500,0,0.1,5,True,plain,,factual,100,5.94,6.15,0.9124629080118695,0.03,3,False,,
regression,puma8nm,8,,500,0,0.1,5,True,plain,,alternative,100,11.41,28.97,0.8044987503471258,0.0,0,False,,
regression,puma8nm,8,,500,0,0.2,5,True,plain,,factual,100,5.94,5.29,0.7919161676646707,0.08,8,False,,
regression,puma8nm,8,,500,0,0.2,5,True,plain,,alternative,100,11.41,24.49,0.6434576983709932,0.03,3,False,,
regression,puma8nm,8,,500,0,0.05,5,True,p25,-2.829667775,factual,100,7.03,6.92,0.9746478873239437,0.0,0,False,,
regression,puma8nm,8,,500,0,0.05,5,True,p25,-2.829667775,alternative,100,12.66,37.29,0.9278427469519781,0.0,0,False,,
regression,puma8nm,8,,500,0,0.1,5,True,p25,-2.829667775,factual,100,7.03,6.46,0.9163120567375886,0.02,2,False,,
regression,puma8nm,8,,500,0,0.1,5,True,p25,-2.829667775,alternative,100,12.66,33.99,0.8284182305630027,0.0,0,False,,
regression,puma8nm,8,,500,0,0.2,5,True,p25,-2.829667775,factual,100,7.03,5.66,0.8028368794326242,0.07,7,False,,
regression,puma8nm,8,,500,0,0.2,5,True,p25,-2.829667775,alternative,100,12.66,29.07,0.6817542213883677,0.01,1,False,,
regression,puma8nm,8,,500,0,0.05,5,True,p50,1.0188929999999998,factual,100,6.85,6.98,0.9748603351955307,0.0,0,False,,
regression,puma8nm,8,,500,0,0.05,5,True,p50,1.0188929999999998,alternative,100,11.98,38.7,0.9302884615384616,0.0,0,False,,
regression,puma8nm,8,,500,0,0.1,5,True,p50,1.0188929999999998,factual,100,6.85,6.53,0.9171348314606742,0.02,2,False,,
regression,puma8nm,8,,500,0,0.1,5,True,p50,1.0188929999999998,alternative,100,11.98,35.51,0.8345475910693302,0.0,0,False,,
regression,puma8nm,8,,500,0,0.2,5,True,p50,1.0188929999999998,factual,100,6.85,5.78,0.806136680613668,0.07,7,False,,
regression,puma8nm,8,,500,0,0.2,5,True,p50,1.0188929999999998,alternative,100,11.98,30.51,0.6921506352087115,0.0,0,False,,
regression,puma8nm,8,,500,0,0.05,5,True,p75,6.481538775,factual,100,6.64,6.73,0.9739507959479016,0.01,1,False,,
regression,puma8nm,8,,500,0,0.05,5,True,p75,6.481538775,alternative,100,11.35,37.12,0.927536231884058,0.0,0,False,,
regression,puma8nm,8,,500,0,0.1,5,True,p75,6.481538775,factual,100,6.64,6.41,0.9157142857142857,0.03,3,False,,
regression,puma8nm,8,,500,0,0.1,5,True,p75,6.481538775,alternative,100,11.35,34.19,0.8292505457191366,0.0,0,False,,
regression,puma8nm,8,,500,0,0.2,5,True,p75,6.481538775,factual,100,6.64,5.64,0.802275960170697,0.11,11,False,,
regression,puma8nm,8,,500,0,0.2,5,True,p75,6.481538775,alternative,100,11.35,29.19,0.6826473339569691,0.04,4,False,,
regression,puma8nm,8,,100,1,0.05,5,True,plain,,factual,100,6.55,6.79,0.9812138728323699,0.0,0,False,,
regression,puma8nm,8,,100,1,0.05,5,True,plain,,alternative,100,10.02,35.03,0.9191813172395696,0.0,0,False,,
regression,puma8nm,8,,100,1,0.1,5,True,plain,,factual,100,6.55,6.35,0.9297218155197657,0.02,2,False,,
regression,puma8nm,8,,100,1,0.1,5,True,plain,,alternative,100,10.02,32.64,0.8259109311740891,0.0,0,False,,
regression,puma8nm,8,,100,1,0.2,5,True,plain,,factual,100,6.55,4.78,0.6998535871156661,0.16,16,False,,
regression,puma8nm,8,,100,1,0.2,5,True,plain,,alternative,100,10.02,25.82,0.59837775202781,0.01,1,False,,
regression,puma8nm,8,,100,1,0.05,5,True,p25,-2.83848555,factual,100,6.62,7.2,0.9822646657571623,0.0,0,False,,
regression,puma8nm,8,,100,1,0.05,5,True,p25,-2.83848555,alternative,100,10.89,37.83,0.924712784160352,0.0,0,False,,
regression,puma8nm,8,,100,1,0.1,5,True,p25,-2.83848555,factual,100,6.62,6.76,0.9337016574585635,0.0,0,False,,
regression,puma8nm,8,,100,1,0.1,5,True,p25,-2.83848555,alternative,100,10.89,35.04,0.8358778625954199,0.0,0,False,,
regression,puma8nm,8,,100,1,0.2,5,True,p25,-2.83848555,factual,100,6.62,5.14,0.7148817802503477,0.16,16,False,,
regression,puma8nm,8,,100,1,0.2,5,True,p25,-2.83848555,alternative,100,10.89,27.81,0.6160832964111652,0.01,1,False,,
regression,puma8nm,8,,100,1,0.05,5,True,p50,1.0188929999999998,factual,100,6.85,6.74,0.9810771470160117,0.0,0,False,,
regression,puma8nm,8,,100,1,0.05,5,True,p50,1.0188929999999998,alternative,100,11.3,37.84,0.9247311827956989,0.0,0,False,,
regression,puma8nm,8,,100,1,0.1,5,True,p50,1.0188929999999998,factual,100,6.85,6.38,0.9300291545189504,0.01,1,False,,
regression,puma8nm,8,,100,1,0.1,5,True,p50,1.0188929999999998,alternative,100,11.3,35.15,0.8363073994765644,0.0,0,False,,
regression,puma8nm,8,,100,1,0.2,5,True,p50,1.0188929999999998,factual,100,6.85,4.98,0.7083926031294452,0.16,16,False,,
regression,puma8nm,8,,100,1,0.2,5,True,p50,1.0188929999999998,alternative,100,11.3,27.97,0.617439293598234,0.0,0,False,,
regression,puma8nm,8,,100,1,0.05,5,True,p75,6.466211225,factual,100,6.39,7.06,0.9819193324061196,0.01,1,False,,
regression,puma8nm,8,,100,1,0.05,5,True,p75,6.466211225,alternative,100,10.19,34.32,0.9176470588235294,0.0,0,False,,
regression,puma8nm,8,,100,1,0.1,5,True,p75,6.466211225,factual,100,6.39,6.74,0.9335180055401662,0.02,2,False,,
regression,puma8nm,8,,100,1,0.1,5,True,p75,6.466211225,alternative,100,10.19,32.11,0.823544498589382,0.0,0,False,,
regression,puma8nm,8,,100,1,0.2,5,True,p75,6.466211225,factual,100,6.39,5.13,0.7144846796657381,0.16,16,False,,
regression,puma8nm,8,,100,1,0.2,5,True,p75,6.466211225,alternative,100,10.19,25.48,0.5951880401775286,0.01,1,False,,
regression,puma8nm,8,,300,1,0.05,5,True,plain,,factual,100,6.41,6.12,0.8973607038123167,0.03,3,False,,
regression,puma8nm,8,,300,1,0.05,5,True,plain,,alternative,100,9.17,32.64,0.8519968676585747,0.01,1,False,,
regression,puma8nm,8,,300,1,0.1,5,True,plain,,factual,100,6.41,5.6,0.8115942028985508,0.06,6,False,,
regression,puma8nm,8,,300,1,0.1,5,True,plain,,alternative,100,9.17,29.22,0.7328818660647103,0.01,1,False,,
regression,puma8nm,8,,300,1,0.2,5,True,plain,,factual,100,6.41,4.68,0.6733812949640288,0.15,15,False,,
regression,puma8nm,8,,300,1,0.2,5,True,plain,,alternative,100,9.17,25.09,0.592304060434372,0.01,1,False,,
regression,puma8nm,8,,300,1,0.05,5,True,p25,-2.83848555,factual,100,6.71,6.49,0.9026425591098748,0.03,3,False,,
regression,puma8nm,8,,300,1,0.05,5,True,p25,-2.83848555,alternative,100,11.13,36.45,0.8653846153846154,0.0,0,False,,
regression,puma8nm,8,,300,1,0.1,5,True,p25,-2.83848555,factual,100,6.71,5.89,0.8191933240611962,0.05,5,False,,
regression,puma8nm,8,,300,1,0.1,5,True,p25,-2.83848555,alternative,100,11.13,32.69,0.7542685740655284,0.01,1,False,,
regression,puma8nm,8,,300,1,0.2,5,True,p25,-2.83848555,factual,100,6.71,4.97,0.68646408839779,0.11,11,False,,
regression,puma8nm,8,,300,1,0.2,5,True,p25,-2.83848555,alternative,100,11.13,27.52,0.614422862246037,0.01,1,False,,
regression,puma8nm,8,,300,1,0.05,5,True,p50,1.0188929999999998,factual,100,6.63,6.1,0.8970588235294118,0.03,3,False,,
regression,puma8nm,8,,300,1,0.05,5,True,p50,1.0188929999999998,alternative,100,10.12,36.34,0.8650321352059034,0.0,0,False,,
regression,puma8nm,8,,300,1,0.1,5,True,p50,1.0188929999999998,factual,100,6.63,5.59,0.8113207547169812,0.05,5,False,,
regression,puma8nm,8,,300,1,0.1,5,True,p50,1.0188929999999998,alternative,100,10.12,32.77,0.754721326577614,0.02,2,False,,
regression,puma8nm,8,,300,1,0.2,5,True,p50,1.0188929999999998,factual,100,6.63,4.64,0.6714905933429812,0.13,13,False,,
regression,puma8nm,8,,300,1,0.2,5,True,p50,1.0188929999999998,alternative,100,10.12,27.8,0.6168182826714,0.02,2,False,,
regression,puma8nm,8,,300,1,0.05,5,True,p75,6.466211225,factual,100,5.96,6.09,0.8969072164948454,0.04,4,False,,
regression,puma8nm,8,,300,1,0.05,5,True,p75,6.466211225,alternative,100,8.96,32.59,0.8518034500784109,0.01,1,False,,
regression,puma8nm,8,,300,1,0.1,5,True,p75,6.466211225,factual,100,5.96,5.47,0.8079763663220089,0.07,7,False,,
regression,puma8nm,8,,300,1,0.1,5,True,p75,6.466211225,alternative,100,8.96,29.65,0.7357320099255583,0.01,1,False,,
regression,puma8nm,8,,300,1,0.2,5,True,p75,6.466211225,factual,100,5.96,4.68,0.6733812949640288,0.14,14,False,,
regression,puma8nm,8,,300,1,0.2,5,True,p75,6.466211225,alternative,100,8.96,25.59,0.5970601959869342,0.01,1,False,,
regression,puma8nm,8,,500,1,0.05,5,True,plain,,factual,100,5.83,6.63,0.9457917261055635,0.02,2,False,,
regression,puma8nm,8,,500,1,0.05,5,True,plain,,alternative,100,10.53,32.15,0.8630872483221477,0.0,0,False,,
regression,puma8nm,8,,500,1,0.1,5,True,plain,,factual,100,5.83,6.19,0.8906474820143885,0.02,2,False,,
regression,puma8nm,8,,500,1,0.1,5,True,plain,,alternative,100,10.53,29.52,0.7610208816705336,0.0,0,False,,
regression,puma8nm,8,,500,1,0.2,5,True,plain,,factual,100,5.83,5.2,0.7536231884057971,0.08,8,False,,
regression,puma8nm,8,,500,1,0.2,5,True,plain,,alternative,100,10.53,24.91,0.6012551291334781,0.01,1,False,,
regression,puma8nm,8,,500,1,0.05,5,True,p25,-2.83848555,factual,100,6.57,6.97,0.9482993197278912,0.01,1,False,,
regression,puma8nm,8,,500,1,0.05,5,True,p25,-2.83848555,alternative,100,12.71,38.14,0.8820536540240518,0.0,0,False,,
regression,puma8nm,8,,500,1,0.1,5,True,p25,-2.83848555,factual,100,6.57,6.48,0.8950276243093923,0.02,2,False,,
regression,puma8nm,8,,500,1,0.1,5,True,p25,-2.83848555,alternative,100,12.71,35.0,0.790603117235148,0.0,0,False,,
regression,puma8nm,8,,500,1,0.2,5,True,p25,-2.83848555,factual,100,6.57,5.62,0.76775956284153,0.1,10,False,,
regression,puma8nm,8,,500,1,0.2,5,True,p25,-2.83848555,alternative,100,12.71,29.65,0.642191899501841,0.01,1,False,,
regression,puma8nm,8,,500,1,0.05,5,True,p50,1.0188929999999998,factual,100,6.73,6.62,0.9457142857142857,0.01,1,False,,
regression,puma8nm,8,,500,1,0.05,5,True,p50,1.0188929999999998,alternative,100,11.7,37.45,0.8801410105757932,0.0,0,False,,
regression,puma8nm,8,,500,1,0.1,5,True,p50,1.0188929999999998,factual,100,6.73,6.26,0.8917378917378918,0.02,2,False,,
regression,puma8nm,8,,500,1,0.1,5,True,p50,1.0188929999999998,alternative,100,11.7,34.52,0.7883078328385477,0.0,0,False,,
regression,puma8nm,8,,500,1,0.2,5,True,p50,1.0188929999999998,factual,100,6.73,5.35,0.7588652482269503,0.09,9,False,,
regression,puma8nm,8,,500,1,0.2,5,True,p50,1.0188929999999998,alternative,100,11.7,29.37,0.6400087164959686,0.03,3,False,,
regression,puma8nm,8,,500,1,0.05,5,True,p75,6.466211225,factual,100,6.47,6.38,0.9437869822485208,0.02,2,False,,
regression,puma8nm,8,,500,1,0.05,5,True,p75,6.466211225,alternative,100,11.59,34.28,0.8704926358557643,0.0,0,False,,
regression,puma8nm,8,,500,1,0.1,5,True,p75,6.466211225,factual,100,6.47,5.94,0.8865671641791045,0.02,2,False,,
regression,puma8nm,8,,500,1,0.1,5,True,p75,6.466211225,alternative,100,11.59,31.47,0.772459499263623,0.0,0,False,,
regression,puma8nm,8,,500,1,0.2,5,True,p75,6.466211225,factual,100,6.47,5.03,0.7473997028231798,0.11,11,False,,
regression,puma8nm,8,,500,1,0.2,5,True,p75,6.466211225,alternative,100,11.59,26.53,0.616260162601626,0.01,1,False,,
regression,puma8nm,8,,100,2,0.05,5,True,plain,,factual,100,5.9,6.47,0.9729323308270676,0.0,0,False,,
regression,puma8nm,8,,100,2,0.05,5,True,plain,,alternative,100,11.13,32.05,0.9201837496411139,0.0,0,False,,
regression,puma8nm,8,,100,2,0.1,5,True,plain,,factual,100,5.9,6.38,0.9622926093514329,0.0,0,False,,
regression,puma8nm,8,,100,2,0.1,5,True,plain,,alternative,100,11.13,31.33,0.89412100456621,0.0,0,False,,
regression,puma8nm,8,,100,2,0.2,5,True,plain,,factual,100,5.9,5.4,0.8194233687405159,0.09,9,False,,
regression,puma8nm,8,,100,2,0.2,5,True,plain,,alternative,100,11.13,26.89,0.7164934718891554,0.0,0,False,,
regression,puma8nm,8,,100,2,0.05,5,True,p25,-2.8321199750000003,factual,100,6.77,6.75,0.974025974025974,0.01,1,False,,
regression,puma8nm,8,,100,2,0.05,5,True,p25,-2.8321199750000003,alternative,100,11.62,36.9,0.9299395161290323,0.0,0,False,,
regression,puma8nm,8,,100,2,0.1,5,True,p25,-2.8321199750000003,factual,100,6.77,6.7,0.9640287769784173,0.01,1,False,,
regression,puma8nm,8,,100,2,0.1,5,True,p25,-2.8321199750000003,alternative,100,11.62,36.26,0.9071803852889667,0.0,0,False,,
regression,puma8nm,8,,100,2,0.2,5,True,p25,-2.8321199750000003,factual,100,6.77,5.82,0.8302425106990015,0.08,8,False,,
regression,puma8nm,8,,100,2,0.2,5,True,p25,-2.8321199750000003,alternative,100,11.62,31.43,0.7470881863560732,0.01,1,False,,
regression,puma8nm,8,,100,2,0.05,5,True,p50,1.0188929999999998,factual,100,6.93,6.99,0.9748953974895398,0.0,0,False,,
regression,puma8nm,8,,100,2,0.05,5,True,p50,1.0188929999999998,alternative,100,11.76,37.63,0.931205147240782,0.0,0,False,,
regression,puma8nm,8,,100,2,0.1,5,True,p50,1.0188929999999998,factual,100,6.93,6.92,0.9651324965132496,0.0,0,False,,
regression,puma8nm,8,,100,2,0.1,5,True,p50,1.0188929999999998,alternative,100,11.76,37.03,0.9089347079037801,0.0,0,False,,
regression,puma8nm,8,,100,2,0.2,5,True,p50,1.0188929999999998,factual,100,6.93,6.19,0.8387533875338753,0.08,8,False,,
regression,puma8nm,8,,100,2,0.2,5,True,p50,1.0188929999999998,alternative,100,11.76,32.35,0.7525005815305885,0.01,1,False,,
regression,puma8nm,8,,100,2,0.05,5,True,p75,6.483268675,factual,100,6.86,6.96,0.9747899159663865,0.0,0,False,,
regression,puma8nm,8,,100,2,0.05,5,True,p75,6.483268675,alternative,100,12.01,35.47,0.9273202614379085,0.0,0,False,,
regression,puma8nm,8,,100,2,0.1,5,True,p75,6.483268675,factual,100,6.86,6.88,0.9649368863955119,0.0,0,False,,
regression,puma8nm,8,,100,2,0.1,5,True,p75,6.483268675,alternative,100,12.01,34.78,0.903611327617563,0.0,0,False,,
regression,puma8nm,8,,100,2,0.2,5,True,p75,6.483268675,factual,100,6.86,5.93,0.8328651685393258,0.08,8,False,,
regression,puma8nm,8,,100,2,0.2,5,True,p75,6.483268675,alternative,100,12.01,29.67,0.7360456462416274,0.0,0,False,,
regression,puma8nm,8,,300,2,0.05,5,True,plain,,factual,100,5.84,6.32,0.9172714078374455,0.02,2,False,,
regression,puma8nm,8,,300,2,0.05,5,True,plain,,alternative,100,9.54,29.92,0.8134855899945622,0.0,0,False,,
regression,puma8nm,8,,300,2,0.1,5,True,plain,,factual,100,5.84,5.95,0.8698830409356725,0.04,4,False,,
regression,puma8nm,8,,300,2,0.1,5,True,plain,,alternative,100,9.54,28.03,0.743895966029724,0.0,0,False,,
regression,puma8nm,8,,300,2,0.2,5,True,plain,,factual,100,5.84,5.2,0.7680945347119645,0.13,13,False,,
regression,puma8nm,8,,300,2,0.2,5,True,plain,,alternative,100,9.54,24.08,0.6033575544976196,0.0,0,False,,
regression,puma8nm,8,,300,2,0.05,5,True,p25,-2.8321199750000003,factual,100,6.64,6.74,0.9220246238030095,0.02,2,False,,
regression,puma8nm,8,,300,2,0.05,5,True,p25,-2.8321199750000003,alternative,100,10.6,35.24,0.8370546318289787,0.0,0,False,,
regression,puma8nm,8,,300,2,0.1,5,True,p25,-2.8321199750000003,factual,100,6.64,6.39,0.8777472527472527,0.03,3,False,,
regression,puma8nm,8,,300,2,0.1,5,True,p25,-2.8321199750000003,alternative,100,10.6,33.19,0.7747432306255836,0.0,0,False,,
regression,puma8nm,8,,300,2,0.2,5,True,p25,-2.8321199750000003,factual,100,6.64,5.66,0.7828492392807745,0.14,14,False,,
regression,puma8nm,8,,300,2,0.2,5,True,p25,-2.8321199750000003,alternative,100,10.6,28.74,0.6448283598833296,0.01,1,False,,
regression,puma8nm,8,,300,2,0.05,5,True,p50,1.0188929999999998,factual,100,7.08,6.96,0.9243027888446215,0.02,2,False,,
regression,puma8nm,8,,300,2,0.05,5,True,p50,1.0188929999999998,alternative,100,11.25,38.89,0.8500546448087432,0.0,0,False,,
regression,puma8nm,8,,300,2,0.1,5,True,p50,1.0188929999999998,factual,100,7.08,6.67,0.8822751322751323,0.03,3,False,,
regression,puma8nm,8,,300,2,0.1,5,True,p50,1.0188929999999998,alternative,100,11.25,36.93,0.7928295405753543,0.0,0,False,,
regression,puma8nm,8,,300,2,0.2,5,True,p50,1.0188929999999998,factual,100,7.08,6.02,0.7931488801054019,0.12,12,False,,
regression,puma8nm,8,,300,2,0.2,5,True,p50,1.0188929999999998,alternative,100,11.25,32.37,0.6715767634854771,0.02,2,False,,
regression,puma8nm,8,,300,2,0.05,5,True,p75,6.483268675,factual,100,5.77,6.21,0.915929203539823,0.03,3,False,,
regression,puma8nm,8,,300,2,0.05,5,True,p75,6.483268675,alternative,100,9.73,32.08,0.8238315356959425,0.0,0,False,,
regression,puma8nm,8,,300,2,0.1,5,True,p75,6.483268675,factual,100,5.77,5.92,0.869309838472834,0.04,4,False,,
regression,puma8nm,8,,300,2,0.1,5,True,p75,6.483268675,alternative,100,9.73,30.11,0.7572937625754527,0.0,0,False,,
regression,puma8nm,8,,300,2,0.2,5,True,p75,6.483268675,factual,100,5.77,5.23,0.7691176470588236,0.12,12,False,,
regression,puma8nm,8,,300,2,0.2,5,True,p75,6.483268675,alternative,100,9.73,25.51,0.6170778906627963,0.0,0,False,,
regression,puma8nm,8,,500,2,0.05,5,True,plain,,factual,100,6.0,6.23,0.9629057187017002,0.01,1,False,,
regression,puma8nm,8,,500,2,0.05,5,True,plain,,alternative,100,9.91,32.42,0.8884625924910935,0.0,0,False,,
regression,puma8nm,8,,500,2,0.1,5,True,plain,,factual,100,6.0,5.76,0.9028213166144201,0.01,1,False,,
regression,puma8nm,8,,500,2,0.1,5,True,plain,,alternative,100,9.91,29.65,0.7835623678646935,0.0,0,False,,
regression,puma8nm,8,,500,2,0.2,5,True,plain,,factual,100,6.0,4.99,0.7821316614420063,0.06,6,False,,
regression,puma8nm,8,,500,2,0.2,5,True,plain,,alternative,100,9.91,25.57,0.6362279173923862,0.01,1,False,,
regression,puma8nm,8,,500,2,0.05,5,True,p25,-2.8321199750000003,factual,100,6.79,7.35,0.9683794466403162,0.0,0,False,,
regression,puma8nm,8,,500,2,0.05,5,True,p25,-2.8321199750000003,alternative,100,11.03,38.34,0.9040320679085121,0.0,0,False,,
regression,puma8nm,8,,500,2,0.1,5,True,p25,-2.8321199750000003,factual,100,6.79,6.9,0.9175531914893617,0.02,2,False,,
regression,puma8nm,8,,500,2,0.1,5,True,p25,-2.8321199750000003,alternative,100,11.03,35.22,0.8113337940566689,0.0,0,False,,
regression,puma8nm,8,,500,2,0.2,5,True,p25,-2.8321199750000003,factual,100,6.79,6.02,0.8124156545209177,0.07,7,False,,
regression,puma8nm,8,,500,2,0.2,5,True,p25,-2.8321199750000003,alternative,100,11.03,30.56,0.6764054891544932,0.01,1,False,,
regression,puma8nm,8,,500,2,0.05,5,True,p50,1.0188929999999998,factual,100,7.04,7.0,0.9668508287292817,0.02,2,False,,
regression,puma8nm,8,,500,2,0.05,5,True,p50,1.0188929999999998,alternative,100,11.16,40.94,0.9095756498555877,0.0,0,False,,
regression,puma8nm,8,,500,2,0.1,5,True,p50,1.0188929999999998,factual,100,7.04,6.61,0.9142461964038727,0.04,4,False,,
regression,puma8nm,8,,500,2,0.1,5,True,p50,1.0188929999999998,alternative,100,11.16,38.26,0.8236813778256189,0.01,1,False,,
regression,puma8nm,8,,500,2,0.2,5,True,p50,1.0188929999999998,factual,100,7.04,5.96,0.8108843537414966,0.08,8,False,,
regression,puma8nm,8,,500,2,0.2,5,True,p50,1.0188929999999998,alternative,100,11.16,33.38,0.6954166666666667,0.01,1,False,,
regression,puma8nm,8,,500,2,0.05,5,True,p75,6.483268675,factual,100,6.28,6.57,0.9647577092511013,0.0,0,False,,
regression,puma8nm,8,,500,2,0.05,5,True,p75,6.483268675,alternative,100,10.78,34.42,0.8942582488958171,0.0,0,False,,
regression,puma8nm,8,,500,2,0.1,5,True,p75,6.483268675,factual,100,6.28,6.17,0.9086892488954345,0.0,0,False,,
