task,dataset,n_features,n_classes,n_cal,seed,significance,n_neighbors,normalize_guard,regression_mode,threshold_value,explanation_type,n_test_instances,mean_standard_rules_per_instance,mean_guarded_rules_per_instance,guard_retention_rate,fraction_instances_fully_filtered,n_instances_fully_filtered,task_skipped,skip_reason,error
multiclass,vehicle,18,4,300,2,0.05,5,True,cls,,factual,100,16.74,17.43,0.9688715953307393,0.01,1,False,,
multiclass,vehicle,18,4,300,2,0.05,5,True,cls,,alternative,100,28.98,77.98,0.6793866527269559,0.01,1,False,,
multiclass,vehicle,18,4,300,2,0.1,5,True,cls,,factual,100,16.74,15.84,0.8809788654060067,0.03,3,False,,
multiclass,vehicle,18,4,300,2,0.1,5,True,cls,,alternative,100,28.98,66.91,0.5827889556658827,0.01,1,False,,
multiclass,vehicle,18,4,300,2,0.2,5,True,cls,,factual,100,16.74,14.35,0.7989977728285078,0.15,15,False,,
multiclass,vehicle,18,4,300,2,0.2,5,True,cls,,alternative,100,28.98,52.51,0.4570856545961003,0.06,6,False,,
multiclass,vehicle,18,4,500,2,0.05,5,True,cls,,factual,100,17.38,17.67,0.9860491071428571,0.01,1,False,,
multiclass,vehicle,18,4,500,2,0.05,5,True,cls,,alternative,100,28.66,78.85,0.6799172199706821,0.01,1,False,,
multiclass,vehicle,18,4,500,2,0.1,5,True,cls,,factual,100,17.38,16.9,0.9451901565995525,0.03,3,False,,
multiclass,vehicle,18,4,500,2,0.1,5,True,cls,,alternative,100,28.66,66.29,0.5710716747070985,0.01,1,False,,
multiclass,vehicle,18,4,500,2,0.2,5,True,cls,,factual,100,17.38,14.41,0.8104611923509561,0.11,11,False,,
multiclass,vehicle,18,4,500,2,0.2,5,True,cls,,alternative,100,28.66,47.47,0.4078529083254575,0.03,3,False,,
multiclass,cmc,9,3,100,0,0.05,5,True,cls,,factual,100,8.31,7.8,0.9341317365269461,0.05,5,False,,
multiclass,cmc,9,3,100,0,0.05,5,True,cls,,alternative,100,12.86,19.91,0.9083029197080292,0.0,0,False,,
multiclass,cmc,9,3,100,0,0.1,5,True,cls,,factual,100,8.31,7.46,0.8923444976076556,0.1,10,False,,
multiclass,cmc,9,3,100,0,0.1,5,True,cls,,alternative,100,12.86,19.23,0.8740909090909091,0.01,1,False,,
multiclass,cmc,9,3,100,0,0.2,5,True,cls,,factual,100,8.31,6.86,0.8355663824604141,0.15,15,False,,
multiclass,cmc,9,3,100,0,0.2,5,True,cls,,alternative,100,12.86,16.48,0.7430117222723174,0.07,7,False,,
multiclass,cmc,9,3,300,0,0.05,5,True,cls,,factual,100,8.46,7.92,0.9072164948453608,0.09,9,False,,
multiclass,cmc,9,3,300,0,0.05,5,True,cls,,alternative,100,12.71,21.51,0.8765281173594132,0.02,2,False,,
multiclass,cmc,9,3,300,0,0.1,5,True,cls,,factual,100,8.46,7.49,0.8668981481481481,0.11,11,False,,
multiclass,cmc,9,3,300,0,0.1,5,True,cls,,alternative,100,12.71,20.24,0.820097244732577,0.03,3,False,,
multiclass,cmc,9,3,300,0,0.2,5,True,cls,,factual,100,8.46,6.75,0.7988165680473372,0.18,18,False,,
multiclass,cmc,9,3,300,0,0.2,5,True,cls,,alternative,100,12.71,17.0,0.6821829855537721,0.08,8,False,,
multiclass,cmc,9,3,500,0,0.05,5,True,cls,,factual,100,8.67,8.07,0.9180887372013652,0.08,8,False,,
multiclass,cmc,9,3,500,0,0.05,5,True,cls,,alternative,100,12.91,21.43,0.8989093959731543,0.01,1,False,,
multiclass,cmc,9,3,500,0,0.1,5,True,cls,,factual,100,8.67,7.52,0.8673587081891581,0.11,11,False,,
multiclass,cmc,9,3,500,0,0.1,5,True,cls,,alternative,100,12.91,19.31,0.805590321234877,0.03,3,False,,
multiclass,cmc,9,3,500,0,0.2,5,True,cls,,factual,100,8.67,6.56,0.7654609101516919,0.17,17,False,,
multiclass,cmc,9,3,500,0,0.2,5,True,cls,,alternative,100,12.91,16.13,0.6690170053919535,0.08,8,False,,
multiclass,cmc,9,3,100,1,0.05,5,True,cls,,factual,100,8.23,7.46,0.8987951807228916,0.09,9,False,,
multiclass,cmc,9,3,100,1,0.05,5,True,cls,,alternative,100,12.54,21.44,0.8474308300395257,0.0,0,False,,
multiclass,cmc,9,3,100,1,0.1,5,True,cls,,factual,100,8.23,6.58,0.802439024390244,0.18,18,False,,
multiclass,cmc,9,3,100,1,0.1,5,True,cls,,alternative,100,12.54,18.84,0.7391133777952138,0.02,2,False,,
multiclass,cmc,9,3,100,1,0.2,5,True,cls,,factual,100,8.23,5.8,0.7047387606318347,0.26,26,False,,
multiclass,cmc,9,3,100,1,0.2,5,True,cls,,alternative,100,12.54,16.54,0.6468517794290184,0.04,4,False,,
multiclass,cmc,9,3,300,1,0.05,5,True,cls,,factual,100,8.55,8.62,0.9795454545454545,0.02,2,False,,
multiclass,cmc,9,3,300,1,0.05,5,True,cls,,alternative,100,13.67,24.48,0.9379310344827586,0.0,0,False,,
multiclass,cmc,9,3,300,1,0.1,5,True,cls,,factual,100,8.55,8.05,0.9274193548387096,0.07,7,False,,
multiclass,cmc,9,3,300,1,0.1,5,True,cls,,alternative,100,13.67,22.81,0.8712757830404889,0.01,1,False,,
multiclass,cmc,9,3,300,1,0.2,5,True,cls,,factual,100,8.55,7.4,0.8634772462077013,0.13,13,False,,
multiclass,cmc,9,3,300,1,0.2,5,True,cls,,alternative,100,13.67,20.54,0.7795066413662239,0.01,1,False,,
multiclass,cmc,9,3,500,1,0.05,5,True,cls,,factual,100,8.59,8.32,0.9486887115165337,0.05,5,False,,
multiclass,cmc,9,3,500,1,0.05,5,True,cls,,alternative,100,13.37,22.23,0.9144385026737968,0.0,0,False,,
multiclass,cmc,9,3,500,1,0.1,5,True,cls,,factual,100,8.59,8.02,0.9176201372997712,0.08,8,False,,
multiclass,cmc,9,3,500,1,0.1,5,True,cls,,alternative,100,13.37,21.22,0.8700287002870029,0.0,0,False,,
multiclass,cmc,9,3,500,1,0.2,5,True,cls,,factual,100,8.59,7.2,0.8323699421965318,0.15,15,False,,
multiclass,cmc,9,3,500,1,0.2,5,True,cls,,alternative,100,13.37,17.84,0.7281632653061224,0.02,2,False,,
multiclass,cmc,9,3,100,2,0.05,5,True,cls,,factual,100,8.17,7.68,0.9354445797807551,0.05,5,False,,
multiclass,cmc,9,3,100,2,0.05,5,True,cls,,alternative,100,12.49,20.88,0.9359031824294038,0.0,0,False,,
multiclass,cmc,9,3,100,2,0.1,5,True,cls,,factual,100,8.17,7.06,0.8781094527363185,0.11,11,False,,
multiclass,cmc,9,3,100,2,0.1,5,True,cls,,alternative,100,12.49,18.64,0.8295505117935025,0.0,0,False,,
multiclass,cmc,9,3,100,2,0.2,5,True,cls,,factual,100,8.17,5.69,0.7428198433420365,0.21,21,False,,
multiclass,cmc,9,3,100,2,0.2,5,True,cls,,alternative,100,12.49,14.92,0.6532399299474606,0.06,6,False,,
multiclass,cmc,9,3,300,2,0.05,5,True,cls,,factual,100,8.55,8.41,0.9589509692132269,0.04,4,False,,
multiclass,cmc,9,3,300,2,0.05,5,True,cls,,alternative,100,13.52,24.3,0.9331797235023042,0.0,0,False,,
multiclass,cmc,9,3,300,2,0.1,5,True,cls,,factual,100,8.55,7.01,0.8208430913348946,0.17,17,False,,
multiclass,cmc,9,3,300,2,0.1,5,True,cls,,alternative,100,13.52,20.61,0.7851428571428571,0.03,3,False,,
multiclass,cmc,9,3,300,2,0.2,5,True,cls,,factual,100,8.55,5.69,0.6781883194278904,0.3,30,False,,
multiclass,cmc,9,3,300,2,0.2,5,True,cls,,alternative,100,13.52,16.25,0.6169324221716022,0.1,10,False,,
multiclass,cmc,9,3,500,2,0.05,5,True,cls,,factual,100,8.63,8.35,0.9597701149425287,0.02,2,False,,
multiclass,cmc,9,3,500,2,0.05,5,True,cls,,alternative,100,13.68,23.1,0.9119621002763522,0.0,0,False,,
multiclass,cmc,9,3,500,2,0.1,5,True,cls,,factual,100,8.63,7.65,0.8947368421052632,0.1,10,False,,
multiclass,cmc,9,3,500,2,0.1,5,True,cls,,alternative,100,13.68,20.79,0.8178599527930763,0.03,3,False,,
multiclass,cmc,9,3,500,2,0.2,5,True,cls,,factual,100,8.63,6.07,0.7234803337306317,0.24,24,False,,
multiclass,cmc,9,3,500,2,0.2,5,True,cls,,alternative,100,13.68,16.33,0.6383893666927287,0.06,6,False,,
multiclass,balance,4,3,0,,,,,,,,0,,,,,-1,True,not enough remaining samples after test (525 < 500 cal + 100 train),
multiclass,wave,40,3,100,0,0.05,5,True,cls,,factual,100,21.59,34.74,0.9412083446220536,0.01,1,False,,
multiclass,wave,40,3,100,0,0.05,5,True,cls,,alternative,100,45.47,191.12,0.9103987043300148,0.0,0,False,,
multiclass,wave,40,3,100,0,0.1,5,True,cls,,factual,100,21.59,33.12,0.891280947255113,0.04,4,False,,
multiclass,wave,40,3,100,0,0.1,5,True,cls,,alternative,100,45.47,180.11,0.8464611335651847,0.02,2,False,,
multiclass,wave,40,3,100,0,0.2,5,True,cls,,factual,100,21.59,28.23,0.7558232931726908,0.1,10,False,,
multiclass,wave,40,3,100,0,0.2,5,True,cls,,alternative,100,45.47,151.07,0.6938409957286548,0.05,5,False,,
multiclass,wave,40,3,300,0,0.05,5,True,cls,,factual,100,24.51,37.09,0.9411316924638417,0.03,3,False,,
multiclass,wave,40,3,300,0,0.05,5,True,cls,,alternative,100,43.14,222.15,0.9081061194456935,0.0,0,False,,
multiclass,wave,40,3,300,0,0.1,5,True,cls,,factual,100,24.51,35.32,0.8964467005076142,0.04,4,False,,
multiclass,wave,40,3,300,0,0.1,5,True,cls,,alternative,100,43.14,208.97,0.8542288353840494,0.03,3,False,,
multiclass,wave,40,3,300,0,0.2,5,True,cls,,factual,100,24.51,33.79,0.8578319370398578,0.07,7,False,,
multiclass,wave,40,3,300,0,0.2,5,True,cls,,alternative,100,43.14,191.57,0.7827170582226762,0.03,3,False,,
multiclass,wave,40,3,500,0,0.05,5,True,cls,,factual,100,27.56,36.74,0.9327240416349327,0.01,1,False,,
multiclass,wave,40,3,500,0,0.05,5,True,cls,,alternative,100,43.72,222.95,0.9010629268884128,0.0,0,False,,
multiclass,wave,40,3,500,0,0.1,5,True,cls,,factual,100,27.56,36.18,0.9189738379476758,0.05,5,False,,
multiclass,wave,40,3,500,0,0.1,5,True,cls,,alternative,100,43.72,212.34,0.8573851247678269,0.03,3,False,,
multiclass,wave,40,3,500,0,0.2,5,True,cls,,factual,100,27.56,32.77,0.8273163342590255,0.09,9,False,,
multiclass,wave,40,3,500,0,0.2,5,True,cls,,alternative,100,43.72,184.32,0.7421186133591013,0.04,4,False,,
multiclass,wave,40,3,100,1,0.05,5,True,cls,,factual,100,20.04,34.5,0.9062253743104807,0.04,4,False,,
multiclass,wave,40,3,100,1,0.05,5,True,cls,,alternative,100,35.47,190.04,0.8651552399162342,0.02,2,False,,
multiclass,wave,40,3,100,1,0.1,5,True,cls,,factual,100,20.04,32.03,0.8389209009952855,0.08,8,False,,
multiclass,wave,40,3,100,1,0.1,5,True,cls,,alternative,100,35.47,173.73,0.7820743675159809,0.04,4,False,,
multiclass,wave,40,3,100,1,0.2,5,True,cls,,factual,100,20.04,29.71,0.777138373005493,0.12,12,False,,
multiclass,wave,40,3,100,1,0.2,5,True,cls,,alternative,100,35.47,156.3,0.6947593012401654,0.07,7,False,,
multiclass,wave,40,3,300,1,0.05,5,True,cls,,factual,100,27.12,37.94,0.9580808080808081,0.02,2,False,,
multiclass,wave,40,3,300,1,0.05,5,True,cls,,alternative,100,44.07,231.69,0.9138203044884436,0.02,2,False,,
multiclass,wave,40,3,300,1,0.1,5,True,cls,,factual,100,27.12,35.28,0.8871008297711843,0.02,2,False,,
multiclass,wave,40,3,300,1,0.1,5,True,cls,,alternative,100,44.07,217.77,0.857936414135445,0.02,2,False,,
multiclass,wave,40,3,300,1,0.2,5,True,cls,,factual,100,27.12,31.62,0.7948717948717948,0.1,10,False,,
multiclass,wave,40,3,300,1,0.2,5,True,cls,,alternative,100,44.07,180.4,0.7105439363503879,0.06,6,False,,
multiclass,wave,40,3,500,1,0.05,5,True,cls,,factual,100,27.98,36.36,0.9163306451612904,0.03,3,False,,
multiclass,wave,40,3,500,1,0.05,5,True,cls,,alternative,100,45.71,217.83,0.8667091075478455,0.02,2,False,,
multiclass,wave,40,3,500,1,0.1,5,True,cls,,factual,100,27.98,33.71,0.852123356926188,0.06,6,False,,
multiclass,wave,40,3,500,1,0.1,5,True,cls,,alternative,100,45.71,198.75,0.7887217746735982,0.03,3,False,,
multiclass,wave,40,3,500,1,0.2,5,True,cls,,factual,100,27.98,29.06,0.7342091965639211,0.15,15,False,,
multiclass,wave,40,3,500,1,0.2,5,True,cls,,alternative,100,45.71,163.4,0.6442201545497556,0.06,6,False,,
multiclass,wave,40,3,100,2,0.05,5,True,cls,,factual,100,21.74,36.49,0.951995825723976,0.03,3,False,,
multiclass,wave,40,3,100,2,0.05,5,True,cls,,alternative,100,42.47,211.72,0.9345810894323299,0.02,2,False,,
multiclass,wave,40,3,100,2,0.1,5,True,cls,,factual,100,21.74,32.46,0.8413685847589425,0.09,9,False,,
multiclass,wave,40,3,100,2,0.1,5,True,cls,,alternative,100,42.47,183.8,0.7939867812864486,0.04,4,False,,
multiclass,wave,40,3,100,2,0.2,5,True,cls,,factual,100,21.74,29.53,0.7608863694923989,0.12,12,False,,
multiclass,wave,40,3,100,2,0.2,5,True,cls,,alternative,100,42.47,165.76,0.7083457971881544,0.09,9,False,,
multiclass,wave,40,3,300,2,0.05,5,True,cls,,factual,100,25.63,36.21,0.9093420391762933,0.03,3,False,,
multiclass,wave,40,3,300,2,0.05,5,True,cls,,alternative,100,44.01,219.86,0.8658973652081446,0.02,2,False,,
multiclass,wave,40,3,300,2,0.1,5,True,cls,,factual,100,25.63,34.11,0.857035175879397,0.08,8,False,,
multiclass,wave,40,3,300,2,0.1,5,True,cls,,alternative,100,44.01,204.92,0.806422415489355,0.03,3,False,,
multiclass,wave,40,3,300,2,0.2,5,True,cls,,factual,100,25.63,33.06,0.8319073980875692,0.09,9,False,,
multiclass,wave,40,3,300,2,0.2,5,True,cls,,alternative,100,44.01,187.82,0.7373586683417085,0.07,7,False,,
multiclass,wave,40,3,500,2,0.05,5,True,cls,,factual,100,26.44,35.94,0.9231954790649884,0.03,3,False,,
multiclass,wave,40,3,500,2,0.05,5,True,cls,,alternative,100,43.1,223.45,0.8711500974658869,0.02,2,False,,
multiclass,wave,40,3,500,2,0.1,5,True,cls,,factual,100,26.44,33.86,0.8699897225077081,0.06,6,False,,
multiclass,wave,40,3,500,2,0.1,5,True,cls,,alternative,100,43.1,208.32,0.8104890479710539,0.04,4,False,,
multiclass,wave,40,3,500,2,0.2,5,True,cls,,factual,100,26.44,31.63,0.8120667522464698,0.08,8,False,,
multiclass,wave,40,3,500,2,0.2,5,True,cls,,alternative,100,43.1,183.75,0.7125130869750669,0.06,6,False,,
multiclass,vowel,11,11,100,0,0.05,5,True,cls,,factual,100,9.4,10.83,0.9854413102820746,0.0,0,False,,
multiclass,vowel,11,11,100,0,0.05,5,True,cls,,alternative,100,15.29,65.53,0.9438283162897882,0.0,0,False,,
multiclass,vowel,11,11,100,0,0.1,5,True,cls,,factual,100,9.4,10.55,0.9599636032757052,0.02,2,False,,
multiclass,vowel,11,11,100,0,0.1,5,True,cls,,alternative,100,15.29,61.66,0.8880887224542705,0.0,0,False,,
multiclass,vowel,11,11,100,0,0.2,5,True,cls,,factual,100,9.4,9.01,0.8205828779599271,0.1,10,False,,
multiclass,vowel,11,11,100,0,0.2,5,True,cls,,alternative,100,15.29,48.72,0.7004025301897643,0.02,2,False,,
multiclass,vowel,11,11,300,0,0.05,5,True,cls,,factual,100,10.02,10.66,0.9726277372262774,0.01,1,False,,
multiclass,vowel,11,11,300,0,0.05,5,True,cls,,alternative,100,16.87,62.26,0.8807469231857405,0.0,0,False,,
multiclass,vowel,11,11,300,0,0.1,5,True,cls,,factual,100,10.02,9.62,0.8785388127853881,0.07,7,False,,
multiclass,vowel,11,11,300,0,0.1,5,True,cls,,alternative,100,16.87,52.04,0.7354437535330696,0.02,2,False,,
multiclass,vowel,11,11,300,0,0.2,5,True,cls,,factual,100,10.02,8.11,0.7392889699179581,0.16,16,False,,
multiclass,vowel,11,11,300,0,0.2,5,True,cls,,alternative,100,16.87,40.16,0.5669913878300156,0.07,7,False,,
multiclass,vowel,11,11,500,0,0.05,5,True,cls,,factual,100,10.47,10.32,0.9390354868061874,0.05,5,False,,
multiclass,vowel,11,11,500,0,0.05,5,True,cls,,alternative,100,18.26,52.97,0.7464768883878241,0.01,1,False,,
multiclass,vowel,11,11,500,0,0.1,5,True,cls,,factual,100,10.47,9.71,0.8835304822565969,0.08,8,False,,
multiclass,vowel,11,11,500,0,0.1,5,True,cls,,alternative,100,18.26,45.71,0.6441657271702368,0.02,2,False,,
multiclass,vowel,11,11,500,0,0.2,5,True,cls,,factual,100,10.47,8.97,0.816196542311192,0.13,13,False,,
multiclass,vowel,11,11,500,0,0.2,5,True,cls,,alternative,100,18.26,36.0,0.5073280721533259,0.07,7,False,,
multiclass,vowel,11,11,100,1,0.05,5,True,cls,,factual,100,9.1,10.36,0.9495875343721356,0.02,2,False,,
multiclass,vowel,11,11,100,1,0.05,5,True,cls,,alternative,100,15.37,64.71,0.9228465487735311,0.0,0,False,,
multiclass,vowel,11,11,100,1,0.1,5,True,cls,,factual,100,9.1,9.96,0.9137614678899083,0.05,5,False,,
multiclass,vowel,11,11,100,1,0.1,5,True,cls,,alternative,100,15.37,60.93,0.867948717948718,0.0,0,False,,
multiclass,vowel,11,11,100,1,0.2,5,True,cls,,factual,100,9.1,9.21,0.8426349496797805,0.09,9,False,,
multiclass,vowel,11,11,100,1,0.2,5,True,cls,,alternative,100,15.37,54.74,0.7777777777777778,0.0,0,False,,
multiclass,vowel,11,11,300,1,0.05,5,True,cls,,factual,100,10.0,10.19,0.9297445255474452,0.05,5,False,,
multiclass,vowel,11,11,300,1,0.05,5,True,cls,,alternative,100,17.62,53.04,0.748729531338227,0.02,2,False,,
multiclass,vowel,11,11,300,1,0.1,5,True,cls,,factual,100,10.0,9.74,0.8903107861060329,0.07,7,False,,
multiclass,vowel,11,11,300,1,0.1,5,True,cls,,alternative,100,17.62,48.56,0.6850049372266892,0.03,3,False,,
multiclass,vowel,11,11,300,1,0.2,5,True,cls,,factual,100,10.0,8.83,0.8034576888080073,0.16,16,False,,
multiclass,vowel,11,11,300,1,0.2,5,True,cls,,alternative,100,17.62,40.58,0.5724361687120891,0.06,6,False,,
multiclass,vowel,11,11,500,1,0.05,5,True,cls,,factual,100,10.29,9.99,0.9090081892629663,0.07,7,False,,
multiclass,vowel,11,11,500,1,0.05,5,True,cls,,alternative,100,17.78,51.84,0.7310675504160203,0.03,3,False,,
multiclass,vowel,11,11,500,1,0.1,5,True,cls,,factual,100,10.29,9.27,0.8434940855323021,0.12,12,False,,
multiclass,vowel,11,11,500,1,0.1,5,True,cls,,alternative,100,17.78,45.65,0.6437737977718234,0.04,4,False,,
multiclass,vowel,11,11,500,1,0.2,5,True,cls,,factual,100,10.29,8.51,0.7743403093721565,0.19,19,False,,
multiclass,vowel,11,11,500,1,0.2,5,True,cls,,alternative,100,17.78,34.21,0.4823064993655717,0.06,6,False,,
multiclass,vowel,11,11,100,2,0.05,5,True,cls,,factual,100,9.13,10.42,0.9515981735159817,0.02,2,False,,
multiclass,vowel,11,11,100,2,0.05,5,True,cls,,alternative,100,15.42,64.15,0.9201090074584051,0.0,0,False,,
multiclass,vowel,11,11,100,2,0.1,5,True,cls,,factual,100,9.13,10.08,0.9205479452054794,0.04,4,False,,
multiclass,vowel,11,11,100,2,0.1,5,True,cls,,alternative,100,15.42,61.37,0.8798566308243727,0.0,0,False,,
multiclass,vowel,11,11,100,2,0.2,5,True,cls,,factual,100,9.13,8.91,0.8129562043795621,0.11,11,False,,
multiclass,vowel,11,11,100,2,0.2,5,True,cls,,alternative,100,15.42,49.3,0.706506162224133,0.03,3,False,,
multiclass,vowel,11,11,300,2,0.05,5,True,cls,,factual,100,10.32,10.27,0.9353369763205829,0.03,3,False,,
multiclass,vowel,11,11,300,2,0.05,5,True,cls,,alternative,100,17.41,58.85,0.8301594018902525,0.01,1,False,,
multiclass,vowel,11,11,300,2,0.1,5,True,cls,,factual,100,10.32,9.62,0.8793418647166362,0.08,8,False,,
multiclass,vowel,11,11,300,2,0.1,5,True,cls,,alternative,100,17.41,52.29,0.7372056957563795,0.02,2,False,,
multiclass,vowel,11,11,300,2,0.2,5,True,cls,,factual,100,10.32,8.88,0.8072727272727273,0.14,14,False,,
multiclass,vowel,11,11,300,2,0.2,5,True,cls,,alternative,100,17.41,39.65,0.5586080586080586,0.06,6,False,,
multiclass,vowel,11,11,500,2,0.05,5,True,cls,,factual,100,10.57,10.02,0.912568306010929,0.05,5,False,,
multiclass,vowel,11,11,500,2,0.05,5,True,cls,,alternative,100,18.47,51.78,0.7315625883017801,0.01,1,False,,
multiclass,vowel,11,11,500,2,0.1,5,True,cls,,factual,100,10.57,9.62,0.8761384335154827,0.11,11,False,,
multiclass,vowel,11,11,500,2,0.1,5,True,cls,,alternative,100,18.47,43.82,0.6190139850261336,0.02,2,False,,
multiclass,vowel,11,11,500,2,0.2,5,True,cls,,factual,100,10.57,7.97,0.7258652094717668,0.2,20,False,,
multiclass,vowel,11,11,500,2,0.2,5,True,cls,,alternative,100,18.47,31.25,0.4413841807909605,0.07,7,False,,
multiclass,cars,6,4,100,0,0.05,5,True,cls,,factual,100,5.24,5.99,1.0,0.0,0,False,,
multiclass,cars,6,4,100,0,0.05,5,True,cls,,alternative,100,8.32,12.71,1.0,0.0,0,False,,
multiclass,cars,6,4,100,0,0.1,5,True,cls,,factual,100,5.24,5.99,1.0,0.0,0,False,,
multiclass,cars,6,4,100,0,0.1,5,True,cls,,alternative,100,8.32,12.71,1.0,0.0,0,False,,
multiclass,cars,6,4,100,0,0.2,5,True,cls,,factual,100,5.24,5.99,1.0,0.0,0,False,,
multiclass,cars,6,4,100,0,0.2,5,True,cls,,alternative,100,8.32,12.71,1.0,0.0,0,False,,
multiclass,cars,6,4,300,0,0.05,5,True,cls,,factual,100,5.32,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,300,0,0.05,5,True,cls,,alternative,100,8.91,13.37,1.0,0.0,0,False,,
multiclass,cars,6,4,300,0,0.1,5,True,cls,,factual,100,5.32,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,300,0,0.1,5,True,cls,,alternative,100,8.91,13.37,1.0,0.0,0,False,,
multiclass,cars,6,4,300,0,0.2,5,True,cls,,factual,100,5.32,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,300,0,0.2,5,True,cls,,alternative,100,8.91,13.37,1.0,0.0,0,False,,
multiclass,cars,6,4,500,0,0.05,5,True,cls,,factual,100,5.33,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,500,0,0.05,5,True,cls,,alternative,100,9.03,13.39,1.0,0.0,0,False,,
multiclass,cars,6,4,500,0,0.1,5,True,cls,,factual,100,5.33,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,500,0,0.1,5,True,cls,,alternative,100,9.03,13.39,1.0,0.0,0,False,,
multiclass,cars,6,4,500,0,0.2,5,True,cls,,factual,100,5.33,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,500,0,0.2,5,True,cls,,alternative,100,9.03,13.39,1.0,0.0,0,False,,
multiclass,cars,6,4,100,1,0.05,5,True,cls,,factual,100,5.72,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,100,1,0.05,5,True,cls,,alternative,100,9.28,13.39,1.0,0.0,0,False,,
multiclass,cars,6,4,100,1,0.1,5,True,cls,,factual,100,5.72,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,100,1,0.1,5,True,cls,,alternative,100,9.28,13.39,1.0,0.0,0,False,,
multiclass,cars,6,4,100,1,0.2,5,True,cls,,factual,100,5.72,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,100,1,0.2,5,True,cls,,alternative,100,9.28,13.39,1.0,0.0,0,False,,
multiclass,cars,6,4,300,1,0.05,5,True,cls,,factual,100,5.75,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,300,1,0.05,5,True,cls,,alternative,100,9.64,13.94,1.0,0.0,0,False,,
multiclass,cars,6,4,300,1,0.1,5,True,cls,,factual,100,5.75,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,300,1,0.1,5,True,cls,,alternative,100,9.64,13.94,1.0,0.0,0,False,,
multiclass,cars,6,4,300,1,0.2,5,True,cls,,factual,100,5.75,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,300,1,0.2,5,True,cls,,alternative,100,9.64,13.94,1.0,0.0,0,False,,
multiclass,cars,6,4,500,1,0.05,5,True,cls,,factual,100,5.75,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,500,1,0.05,5,True,cls,,alternative,100,9.75,14.06,1.0,0.0,0,False,,
multiclass,cars,6,4,500,1,0.1,5,True,cls,,factual,100,5.75,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,500,1,0.1,5,True,cls,,alternative,100,9.75,14.06,1.0,0.0,0,False,,
multiclass,cars,6,4,500,1,0.2,5,True,cls,,factual,100,5.75,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,500,1,0.2,5,True,cls,,alternative,100,9.75,14.06,1.0,0.0,0,False,,
multiclass,cars,6,4,100,2,0.05,5,True,cls,,factual,100,5.33,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,100,2,0.05,5,True,cls,,alternative,100,8.54,12.8,1.0,0.0,0,False,,
multiclass,cars,6,4,100,2,0.1,5,True,cls,,factual,100,5.33,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,100,2,0.1,5,True,cls,,alternative,100,8.54,12.8,1.0,0.0,0,False,,
multiclass,cars,6,4,100,2,0.2,5,True,cls,,factual,100,5.33,4.88,0.8187919463087249,0.18,18,False,,
multiclass,cars,6,4,100,2,0.2,5,True,cls,,alternative,100,8.54,10.51,0.7932075471698113,0.0,0,False,,
multiclass,cars,6,4,300,2,0.05,5,True,cls,,factual,100,5.34,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,300,2,0.05,5,True,cls,,alternative,100,8.85,13.35,1.0,0.0,0,False,,
multiclass,cars,6,4,300,2,0.1,5,True,cls,,factual,100,5.34,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,300,2,0.1,5,True,cls,,alternative,100,8.85,13.35,1.0,0.0,0,False,,
multiclass,cars,6,4,300,2,0.2,5,True,cls,,factual,100,5.34,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,300,2,0.2,5,True,cls,,alternative,100,8.85,13.35,1.0,0.0,0,False,,
multiclass,cars,6,4,500,2,0.05,5,True,cls,,factual,100,5.34,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,500,2,0.05,5,True,cls,,alternative,100,8.92,13.45,1.0,0.0,0,False,,
multiclass,cars,6,4,500,2,0.1,5,True,cls,,factual,100,5.34,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,500,2,0.1,5,True,cls,,alternative,100,8.92,13.45,1.0,0.0,0,False,,
multiclass,cars,6,4,500,2,0.2,5,True,cls,,factual,100,5.34,6.0,1.0,0.0,0,False,,
multiclass,cars,6,4,500,2,0.2,5,True,cls,,alternative,100,8.92,13.45,1.0,0.0,0,False,,
multiclass,steel,27,7,100,0,0.05,5,True,cls,,factual,100,19.88,26.74,0.9903703703703703,0.0,0,False,,
multiclass,steel,27,7,100,0,0.05,5,True,cls,,alternative,100,30.29,151.87,0.9655413567296077,0.0,0,False,,
