arm,strategy,dataset,seed,n_cal_target,n_cal,n_test,epsilon,confidence,coverage,lower_ci,upper_ci,violation,structural_violation,reject_rate,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined
C,experimental.difficulty_normalized,german,45,100,100,191,0.1,0.9,0.9528795811518325,0.9124378760306596,0.9782301546694927,False,False,0.7015706806282722,0.8421052631578947,0.2513089005235602,48,57,True
A,builtin.default,german,45,200,200,191,0.05,0.95,0.9528795811518325,0.9124378760306596,0.9782301546694927,False,False,0.8010471204188482,0.7631578947368421,0.1518324607329843,29,38,True
C,experimental.difficulty_normalized,german,45,200,200,191,0.05,0.95,0.9685863874345549,0.9328828605916799,0.9883862000045711,False,False,0.7958115183246073,0.8461538461538461,0.17277486910994763,33,39,True
A,builtin.default,german,45,200,200,191,0.1,0.9,0.9267015706806283,0.8800751798858689,0.9593496406123477,False,False,0.7068062827225131,0.75,0.2198952879581152,42,56,True
C,experimental.difficulty_normalized,german,45,200,200,191,0.1,0.9,0.9319371727748691,0.8864226567352542,0.9632643458064425,False,False,0.6178010471204188,0.821917808219178,0.31413612565445026,60,73,True
A,builtin.default,german,45,400,400,191,0.05,0.95,0.9528795811518325,0.9124378760306596,0.9782301546694927,False,False,0.8115183246073299,0.75,0.14136125654450263,27,36,True
C,experimental.difficulty_normalized,german,45,400,400,191,0.05,0.95,0.9581151832460733,0.9191409097037062,0.9817463122110702,False,False,0.7120418848167539,0.8545454545454545,0.24607329842931938,47,55,True
A,builtin.default,german,45,400,400,191,0.1,0.9,0.9528795811518325,0.9124378760306596,0.9782301546694927,False,False,0.8115183246073299,0.75,0.14136125654450263,27,36,True
C,experimental.difficulty_normalized,german,45,400,400,191,0.1,0.9,0.9267015706806283,0.8800751798858689,0.9593496406123477,False,False,0.581151832460733,0.825,0.34554973821989526,66,80,True
A,builtin.default,german,46,50,50,191,0.05,0.95,0.9842931937172775,0.954786512568164,0.9967490918970044,False,False,0.8848167539267016,0.8636363636363636,0.09947643979057591,19,22,True
C,experimental.difficulty_normalized,german,46,50,50,191,0.05,0.95,0.9476439790575916,0.9058250505276932,0.9746109433181296,True,False,0.743455497382199,0.7959183673469388,0.20418848167539266,39,49,True
A,builtin.default,german,46,50,50,191,0.1,0.9,0.9319371727748691,0.8864226567352542,0.9632643458064425,False,False,0.6858638743455497,0.7833333333333333,0.24607329842931938,47,60,True
C,experimental.difficulty_normalized,german,46,50,50,191,0.1,0.9,0.8848167539267016,0.8308161309825093,0.9263904816755767,True,False,0.5287958115183246,0.7555555555555555,0.35602094240837695,68,90,True
A,builtin.default,german,46,100,100,191,0.05,0.95,0.9685863874345549,0.9328828605916799,0.9883862000045711,False,False,0.7905759162303665,0.85,0.17801047120418848,34,40,True
C,experimental.difficulty_normalized,german,46,100,100,191,0.05,0.95,0.9633507853403142,0.9259492168389333,0.9851403491492364,False,False,0.7486910994764397,0.8541666666666666,0.21465968586387435,41,48,True
A,builtin.default,german,46,100,100,191,0.1,0.9,0.9319371727748691,0.8864226567352542,0.9632643458064425,False,False,0.6230366492146597,0.8194444444444444,0.3089005235602094,59,72,True
C,experimental.difficulty_normalized,german,46,100,100,191,0.1,0.9,0.8952879581151832,0.8429192386134865,0.9348562925683311,True,False,0.5549738219895288,0.7647058823529411,0.3403141361256545,65,85,True
A,builtin.default,german,46,200,200,191,0.05,0.95,0.9685863874345549,0.9328828605916799,0.9883862000045711,False,False,0.7172774869109948,0.8888888888888888,0.2513089005235602,48,54,True
C,experimental.difficulty_normalized,german,46,200,200,191,0.05,0.95,0.9476439790575916,0.9058250505276932,0.9746109433181296,True,False,0.680628272251309,0.8360655737704918,0.2670157068062827,51,61,True
A,builtin.default,german,46,200,200,191,0.1,0.9,0.8848167539267016,0.8308161309825093,0.9263904816755767,True,False,0.49214659685863876,0.7731958762886598,0.39267015706806285,75,97,True
C,experimental.difficulty_normalized,german,46,200,200,191,0.1,0.9,0.8900523560209425,0.836852688615117,0.9306392575026654,True,False,0.5078534031413613,0.776595744680851,0.38219895287958117,73,94,True
A,builtin.default,german,46,400,400,191,0.05,0.95,0.9738219895287958,0.9399696020028581,0.9914466095419212,False,False,0.837696335078534,0.8387096774193549,0.13612565445026178,26,31,True
C,experimental.difficulty_normalized,german,46,400,400,191,0.05,0.95,0.9424083769633508,0.8992907745806525,0.9709031198232694,True,False,0.7329842931937173,0.7843137254901961,0.2094240837696335,40,51,True
A,builtin.default,german,46,400,400,191,0.1,0.9,0.8848167539267016,0.8308161309825093,0.9263904816755767,True,False,0.5759162303664922,0.7283950617283951,0.3089005235602094,59,81,True
C,experimental.difficulty_normalized,german,46,400,400,191,0.1,0.9,0.900523560209424,0.8490176910809258,0.9390394608368112,False,False,0.6020942408376964,0.75,0.29842931937172773,57,76,True
A,builtin.default,haberman,42,50,50,57,0.05,0.95,0.9824561403508771,0.9060831581080891,0.9995559265598044,False,False,0.7017543859649122,0.9411764705882353,0.2807017543859649,16,17,True
C,experimental.difficulty_normalized,haberman,42,50,50,57,0.05,0.95,0.9824561403508771,0.9060831581080891,0.9995559265598044,False,False,0.7543859649122807,0.9285714285714286,0.22807017543859648,13,14,True
A,builtin.default,haberman,42,50,50,57,0.1,0.9,0.9298245614035088,0.8299601800415137,0.9805495793052909,False,False,0.49122807017543857,0.8620689655172413,0.43859649122807015,25,29,True
C,experimental.difficulty_normalized,haberman,42,50,50,57,0.1,0.9,0.9473684210526315,0.8538009356894568,0.9890117441014127,False,False,0.543859649122807,0.8846153846153846,0.40350877192982454,23,26,True
A,builtin.default,haberman,42,100,100,57,0.05,0.95,0.9824561403508771,0.9060831581080891,0.9995559265598044,False,False,0.7894736842105263,0.9166666666666666,0.19298245614035087,11,12,True
C,experimental.difficulty_normalized,haberman,42,100,100,57,0.05,0.95,0.9824561403508771,0.9060831581080891,0.9995559265598044,False,False,0.8245614035087719,0.9,0.15789473684210525,9,10,True
A,builtin.default,haberman,42,100,100,57,0.1,0.9,0.9824561403508771,0.9060831581080891,0.9995559265598044,False,False,0.7894736842105263,0.9166666666666666,0.19298245614035087,11,12,True
C,experimental.difficulty_normalized,haberman,42,100,100,57,0.1,0.9,0.9473684210526315,0.8538009356894568,0.9890117441014127,False,False,0.5263157894736842,0.8888888888888888,0.42105263157894735,24,27,True
A,builtin.default,haberman,42,200,200,57,0.05,0.95,1.0,0.9373325190855151,1.0,False,False,1.0,,0.0,0,0,False
C,experimental.difficulty_normalized,haberman,42,200,200,57,0.05,0.95,0.9298245614035088,0.8299601800415137,0.9805495793052909,True,False,0.7894736842105263,0.6666666666666666,0.14035087719298245,8,12,True
A,builtin.default,haberman,42,200,200,57,0.1,0.9,0.8947368421052632,0.7848363951977577,0.9603784641499192,True,False,0.5263157894736842,0.7777777777777778,0.3684210526315789,21,27,True
C,experimental.difficulty_normalized,haberman,42,200,200,57,0.1,0.9,0.9122807017543859,0.807042669430726,0.9709014171828977,False,False,0.5614035087719298,0.8,0.3508771929824561,20,25,True
A,builtin.default,haberman,42,400,224,57,0.05,0.95,1.0,0.9373325190855151,1.0,False,False,1.0,,0.0,0,0,False
C,experimental.difficulty_normalized,haberman,42,400,224,57,0.05,0.95,0.9473684210526315,0.8538009356894568,0.9890117441014127,True,False,0.6842105263157895,0.8333333333333334,0.2631578947368421,15,18,True
A,builtin.default,haberman,42,400,224,57,0.1,0.9,0.9473684210526315,0.8538009356894568,0.9890117441014127,False,False,0.7368421052631579,0.8,0.21052631578947367,12,15,True
C,experimental.difficulty_normalized,haberman,42,400,224,57,0.1,0.9,0.9122807017543859,0.807042669430726,0.9709014171828977,False,False,0.43859649122807015,0.84375,0.47368421052631576,27,32,True
A,builtin.default,haberman,43,50,50,57,0.05,0.95,0.9473684210526315,0.8538009356894568,0.9890117441014127,True,False,0.7368421052631579,0.8,0.21052631578947367,12,15,True
C,experimental.difficulty_normalized,haberman,43,50,50,57,0.05,0.95,0.8947368421052632,0.7848363951977577,0.9603784641499192,True,False,0.6491228070175439,0.7,0.24561403508771928,14,20,True
A,builtin.default,haberman,43,50,50,57,0.1,0.9,0.8421052631578947,0.7213173699312704,0.9251688307994875,True,False,0.38596491228070173,0.7428571428571429,0.45614035087719296,26,35,True
C,experimental.difficulty_normalized,haberman,43,50,50,57,0.1,0.9,0.8947368421052632,0.7848363951977577,0.9603784641499192,True,False,0.5087719298245614,0.7857142857142857,0.38596491228070173,22,28,True
A,builtin.default,haberman,43,100,100,57,0.05,0.95,1.0,0.9373325190855151,1.0,False,False,0.8421052631578947,1.0,0.15789473684210525,9,9,True
C,experimental.difficulty_normalized,haberman,43,100,100,57,0.05,0.95,0.9122807017543859,0.807042669430726,0.9709014171828977,True,False,0.7192982456140351,0.6875,0.19298245614035087,11,16,True
A,builtin.default,haberman,43,100,100,57,0.1,0.9,0.9473684210526315,0.8538009356894568,0.9890117441014127,False,False,0.7543859649122807,0.7857142857142857,0.19298245614035087,11,14,True
C,experimental.difficulty_normalized,haberman,43,100,100,57,0.1,0.9,0.8947368421052632,0.7848363951977577,0.9603784641499192,True,False,0.5614035087719298,0.76,0.3333333333333333,19,25,True
A,builtin.default,haberman,43,200,200,57,0.05,0.95,0.9824561403508771,0.9060831581080891,0.9995559265598044,False,False,0.8245614035087719,0.9,0.15789473684210525,9,10,True
C,experimental.difficulty_normalized,haberman,43,200,200,57,0.05,0.95,0.9824561403508771,0.9060831581080891,0.9995559265598044,False,False,0.8421052631578947,0.8888888888888888,0.14035087719298245,8,9,True
A,builtin.default,haberman,43,200,200,57,0.1,0.9,0.8596491228070176,0.7420546161318622,0.9374051098827207,True,False,0.5087719298245614,0.7142857142857143,0.3508771929824561,20,28,True
C,experimental.difficulty_normalized,haberman,43,200,200,57,0.1,0.9,0.9122807017543859,0.807042669430726,0.9709014171828977,False,False,0.47368421052631576,0.8333333333333334,0.43859649122807015,25,30,True
A,builtin.default,haberman,43,400,224,57,0.05,0.95,0.9298245614035088,0.8299601800415137,0.9805495793052909,True,False,0.6666666666666666,0.7894736842105263,0.2631578947368421,15,19,True
C,experimental.difficulty_normalized,haberman,43,400,224,57,0.05,0.95,0.9298245614035088,0.8299601800415137,0.9805495793052909,True,False,0.6666666666666666,0.7894736842105263,0.2631578947368421,15,19,True
A,builtin.default,haberman,43,400,224,57,0.1,0.9,0.9298245614035088,0.8299601800415137,0.9805495793052909,False,False,0.6666666666666666,0.7894736842105263,0.2631578947368421,15,19,True
C,experimental.difficulty_normalized,haberman,43,400,224,57,0.1,0.9,0.9298245614035088,0.8299601800415137,0.9805495793052909,False,False,0.5263157894736842,0.8518518518518519,0.40350877192982454,23,27,True
A,builtin.default,haberman,44,50,50,57,0.05,0.95,0.9649122807017544,0.8789293368037981,0.995722105059521,False,False,0.7368421052631579,0.8666666666666667,0.22807017543859648,13,15,True
C,experimental.difficulty_normalized,haberman,44,50,50,57,0.05,0.95,0.9649122807017544,0.8789293368037981,0.995722105059521,False,False,0.7894736842105263,0.8333333333333334,0.17543859649122806,10,12,True
A,builtin.default,haberman,44,50,50,57,0.1,0.9,0.8947368421052632,0.7848363951977577,0.9603784641499192,True,False,0.5614035087719298,0.76,0.3333333333333333,19,25,True
C,experimental.difficulty_normalized,haberman,44,50,50,57,0.1,0.9,0.8596491228070176,0.7420546161318622,0.9374051098827207,True,False,0.47368421052631576,0.7666666666666667,0.40350877192982454,23,30,True
A,builtin.default,haberman,44,100,100,57,0.05,0.95,0.9473684210526315,0.8538009356894568,0.9890117441014127,True,False,0.6666666666666666,0.8421052631578947,0.2807017543859649,16,19,True
C,experimental.difficulty_normalized,haberman,44,100,100,57,0.05,0.95,0.9122807017543859,0.807042669430726,0.9709014171828977,True,False,0.5614035087719298,0.8,0.3508771929824561,20,25,True
A,builtin.default,haberman,44,100,100,57,0.1,0.9,0.8070175438596491,0.6808902137314417,0.8995277714025478,True,True,0.21052631578947367,0.7555555555555555,0.5964912280701754,34,45,True
C,experimental.difficulty_normalized,haberman,44,100,100,57,0.1,0.9,0.8421052631578947,0.7213173699312704,0.9251688307994875,True,False,0.3333333333333333,0.7894736842105263,0.5263157894736842,30,38,True
A,builtin.default,haberman,44,200,200,57,0.05,0.95,0.8596491228070176,0.7420546161318622,0.9374051098827207,True,True,0.5263157894736842,0.7037037037037037,0.3333333333333333,19,27,True
C,experimental.difficulty_normalized,haberman,44,200,200,57,0.05,0.95,0.8596491228070176,0.7420546161318622,0.9374051098827207,True,True,0.43859649122807015,0.78125,0.43859649122807015,25,32,True
A,builtin.default,haberman,44,200,200,57,0.1,0.9,0.8596491228070176,0.7420546161318622,0.9374051098827207,True,False,0.5263157894736842,0.7037037037037037,0.3333333333333333,19,27,True
C,experimental.difficulty_normalized,haberman,44,200,200,57,0.1,0.9,0.8421052631578947,0.7213173699312704,0.9251688307994875,True,False,0.3684210526315789,0.7777777777777778,0.49122807017543857,28,36,True
A,builtin.default,haberman,44,400,224,57,0.05,0.95,1.0,0.9373325190855151,1.0,False,False,1.0,,0.0,0,0,False
C,experimental.difficulty_normalized,haberman,44,400,224,57,0.05,0.95,0.9473684210526315,0.8538009356894568,0.9890117441014127,True,False,0.8596491228070176,0.75,0.10526315789473684,6,8,True
A,builtin.default,haberman,44,400,224,57,0.1,0.9,0.9298245614035088,0.8299601800415137,0.9805495793052909,False,False,0.7543859649122807,0.7142857142857143,0.17543859649122806,10,14,True
C,experimental.difficulty_normalized,haberman,44,400,224,57,0.1,0.9,0.9473684210526315,0.8538009356894568,0.9890117441014127,False,False,0.8070175438596491,0.9090909090909091,0.17543859649122806,10,11,True
A,builtin.default,haberman,45,50,50,57,0.05,0.95,1.0,0.9373325190855151,1.0,False,False,1.0,,0.0,0,0,False
C,experimental.difficulty_normalized,haberman,45,50,50,57,0.05,0.95,0.9649122807017544,0.8789293368037981,0.995722105059521,False,False,0.8771929824561403,0.7142857142857143,0.08771929824561403,5,7,True
A,builtin.default,haberman,45,50,50,57,0.1,0.9,0.9122807017543859,0.807042669430726,0.9709014171828977,False,False,0.5263157894736842,0.8148148148148148,0.38596491228070173,22,27,True
C,experimental.difficulty_normalized,haberman,45,50,50,57,0.1,0.9,0.9298245614035088,0.8299601800415137,0.9805495793052909,False,False,0.7719298245614035,0.6923076923076923,0.15789473684210525,9,13,True
A,builtin.default,haberman,45,100,100,57,0.05,0.95,0.9473684210526315,0.8538009356894568,0.9890117441014127,True,False,0.7192982456140351,0.8125,0.22807017543859648,13,16,True
C,experimental.difficulty_normalized,haberman,45,100,100,57,0.05,0.95,0.9649122807017544,0.8789293368037981,0.995722105059521,False,False,0.8421052631578947,0.7777777777777778,0.12280701754385964,7,9,True
A,builtin.default,haberman,45,100,100,57,0.1,0.9,0.8596491228070176,0.7420546161318622,0.9374051098827207,True,False,0.3333333333333333,0.7894736842105263,0.5263157894736842,30,38,True
C,experimental.difficulty_normalized,haberman,45,100,100,57,0.1,0.9,0.9122807017543859,0.807042669430726,0.9709014171828977,False,False,0.47368421052631576,0.8333333333333334,0.43859649122807015,25,30,True
A,builtin.default,haberman,45,200,200,57,0.05,0.95,0.9298245614035088,0.8299601800415137,0.9805495793052909,True,False,0.6666666666666666,0.7894736842105263,0.2631578947368421,15,19,True
C,experimental.difficulty_normalized,haberman,45,200,200,57,0.05,0.95,0.9473684210526315,0.8538009356894568,0.9890117441014127,True,False,0.8421052631578947,0.6666666666666666,0.10526315789473684,6,9,True
A,builtin.default,haberman,45,200,200,57,0.1,0.9,0.8245614035087719,0.7009423405434915,0.9125267711897214,True,False,0.42105263157894735,0.696969696969697,0.40350877192982454,23,33,True
C,experimental.difficulty_normalized,haberman,45,200,200,57,0.1,0.9,0.8947368421052632,0.7848363951977577,0.9603784641499192,True,False,0.5087719298245614,0.7857142857142857,0.38596491228070173,22,28,True
A,builtin.default,haberman,45,400,224,57,0.05,0.95,1.0,0.9373325190855151,1.0,False,False,1.0,,0.0,0,0,False
C,experimental.difficulty_normalized,haberman,45,400,224,57,0.05,0.95,0.9824561403508771,0.9060831581080891,0.9995559265598044,False,False,0.8421052631578947,0.8888888888888888,0.14035087719298245,8,9,True
A,builtin.default,haberman,45,400,224,57,0.1,0.9,1.0,0.9373325190855151,1.0,False,False,1.0,,0.0,0,0,False
C,experimental.difficulty_normalized,haberman,45,400,224,57,0.1,0.9,0.9473684210526315,0.8538009356894568,0.9890117441014127,False,False,0.8070175438596491,0.7272727272727273,0.14035087719298245,8,11,True
A,builtin.default,haberman,46,50,50,57,0.05,0.95,0.9298245614035088,0.8299601800415137,0.9805495793052909,True,False,0.631578947368421,0.8095238095238095,0.2982456140350877,17,21,True
C,experimental.difficulty_normalized,haberman,46,50,50,57,0.05,0.95,0.8596491228070176,0.7420546161318622,0.9374051098827207,True,True,0.5614035087719298,0.68,0.2982456140350877,17,25,True
A,builtin.default,haberman,46,50,50,57,0.1,0.9,0.9298245614035088,0.8299601800415137,0.9805495793052909,False,False,0.631578947368421,0.8095238095238095,0.2982456140350877,17,21,True
C,experimental.difficulty_normalized,haberman,46,50,50,57,0.1,0.9,0.8070175438596491,0.6808902137314417,0.8995277714025478,True,True,0.2982456140350877,0.725,0.5087719298245614,29,40,True
A,builtin.default,haberman,46,100,100,57,0.05,0.95,0.9649122807017544,0.8789293368037981,0.995722105059521,False,False,0.6842105263157895,0.8888888888888888,0.2807017543859649,16,18,True
C,experimental.difficulty_normalized,haberman,46,100,100,57,0.05,0.95,0.9122807017543859,0.807042669430726,0.9709014171828977,True,False,0.631578947368421,0.7619047619047619,0.2807017543859649,16,21,True
A,builtin.default,haberman,46,100,100,57,0.1,0.9,0.9649122807017544,0.8789293368037981,0.995722105059521,False,False,0.6842105263157895,0.8888888888888888,0.2807017543859649,16,18,True
C,experimental.difficulty_normalized,haberman,46,100,100,57,0.1,0.9,0.8421052631578947,0.7213173699312704,0.9251688307994875,True,False,0.40350877192982454,0.7352941176470589,0.43859649122807015,25,34,True
A,builtin.default,haberman,46,200,200,57,0.05,0.95,0.9824561403508771,0.9060831581080891,0.9995559265598044,False,False,0.9298245614035088,0.75,0.05263157894736842,3,4,True
C,experimental.difficulty_normalized,haberman,46,200,200,57,0.05,0.95,0.9122807017543859,0.807042669430726,0.9709014171828977,True,False,0.6666666666666666,0.7368421052631579,0.24561403508771928,14,19,True
A,builtin.default,haberman,46,200,200,57,0.1,0.9,0.8947368421052632,0.7848363951977577,0.9603784641499192,True,False,0.631578947368421,0.7142857142857143,0.2631578947368421,15,21,True
C,experimental.difficulty_normalized,haberman,46,200,200,57,0.1,0.9,0.8771929824561403,0.7632050006375726,0.9491710598414328,True,False,0.47368421052631576,0.7666666666666667,0.40350877192982454,23,30,True
A,builtin.default,haberman,46,400,224,57,0.05,0.95,1.0,0.9373325190855151,1.0,False,False,1.0,,0.0,0,0,False
C,experimental.difficulty_normalized,haberman,46,400,224,57,0.05,0.95,0.9824561403508771,0.9060831581080891,0.9995559265598044,False,False,0.9473684210526315,0.6666666666666666,0.03508771929824561,2,3,True
A,builtin.default,haberman,46,400,224,57,0.1,0.9,0.9122807017543859,0.807042669430726,0.9709014171828977,False,False,0.6842105263157895,0.7222222222222222,0.22807017543859648,13,18,True
C,experimental.difficulty_normalized,haberman,46,400,224,57,0.1,0.9,0.9649122807017544,0.8789293368037981,0.995722105059521,False,False,0.8070175438596491,0.9090909090909091,0.17543859649122806,10,11,True
A,builtin.default,heartC,42,50,50,61,0.05,0.95,0.9836065573770492,0.9120118770771849,0.9995850400870324,False,False,0.639344262295082,0.9545454545454546,0.3442622950819672,21,22,True
C,experimental.difficulty_normalized,heartC,42,50,50,61,0.05,0.95,0.9672131147540983,0.8865278328116603,0.9960043968327476,False,False,0.6065573770491803,0.9166666666666666,0.36065573770491804,22,24,True
A,builtin.default,heartC,42,50,50,61,0.1,0.9,0.8852459016393442,0.7777507914635026,0.9525977428535836,True,False,0.2786885245901639,0.8409090909090909,0.6065573770491803,37,44,True
C,experimental.difficulty_normalized,heartC,42,50,50,61,0.1,0.9,0.8524590163934426,0.7383119119980044,0.9302477020276048,True,False,0.2786885245901639,0.7954545454545454,0.5737704918032787,35,44,True
A,builtin.default,heartC,42,100,100,61,0.05,0.95,0.9672131147540983,0.8865278328116603,0.9960043968327476,False,False,0.5081967213114754,0.9333333333333333,0.45901639344262296,28,30,True
C,experimental.difficulty_normalized,heartC,42,100,100,61,0.05,0.95,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.5409836065573771,0.8928571428571429,0.4098360655737705,25,28,True
A,builtin.default,heartC,42,100,100,61,0.1,0.9,0.9180327868852459,0.8189880888902016,0.972848639604444,False,False,0.3114754098360656,0.8809523809523809,0.6065573770491803,37,42,True
C,experimental.difficulty_normalized,heartC,42,100,100,61,0.1,0.9,0.9016393442622951,0.7981038081456547,0.963040005122199,False,False,0.4098360655737705,0.8333333333333334,0.4918032786885246,30,36,True
A,builtin.default,heartC,42,200,200,61,0.05,0.95,0.9344262295081968,0.8405310453594833,0.981845804024032,True,False,0.45901639344262296,0.8787878787878788,0.47540983606557374,29,33,True
C,experimental.difficulty_normalized,heartC,42,200,200,61,0.05,0.95,0.9344262295081968,0.8405310453594833,0.981845804024032,True,False,0.45901639344262296,0.8787878787878788,0.47540983606557374,29,33,True
A,builtin.default,heartC,42,200,200,61,0.1,0.9,0.819672131147541,0.700213622732008,0.9063902302056503,True,False,0.13114754098360656,0.7924528301886793,0.6885245901639344,42,53,True
C,experimental.difficulty_normalized,heartC,42,200,200,61,0.1,0.9,0.9016393442622951,0.7981038081456547,0.963040005122199,False,False,0.2786885245901639,0.8636363636363636,0.6229508196721312,38,44,True
A,builtin.default,heartC,42,400,239,61,0.05,0.95,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.5245901639344263,0.896551724137931,0.4262295081967213,26,29,True
C,experimental.difficulty_normalized,heartC,42,400,239,61,0.05,0.95,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.5245901639344263,0.896551724137931,0.4262295081967213,26,29,True
A,builtin.default,heartC,42,400,239,61,0.1,0.9,0.8852459016393442,0.7777507914635026,0.9525977428535836,True,False,0.29508196721311475,0.8372093023255814,0.5901639344262295,36,43,True
C,experimental.difficulty_normalized,heartC,42,400,239,61,0.1,0.9,0.8852459016393442,0.7777507914635026,0.9525977428535836,True,False,0.3114754098360656,0.8333333333333334,0.5737704918032787,35,42,True
A,builtin.default,heartC,43,50,50,61,0.05,0.95,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.5573770491803278,0.8888888888888888,0.39344262295081966,24,27,True
C,experimental.difficulty_normalized,heartC,43,50,50,61,0.05,0.95,0.9672131147540983,0.8865278328116603,0.9960043968327476,False,False,0.5737704918032787,0.9230769230769231,0.39344262295081966,24,26,True
A,builtin.default,heartC,43,50,50,61,0.1,0.9,0.9344262295081968,0.8405310453594833,0.981845804024032,False,False,0.3770491803278688,0.8947368421052632,0.5573770491803278,34,38,True
C,experimental.difficulty_normalized,heartC,43,50,50,61,0.1,0.9,0.8360655737704918,0.7191149542727852,0.9184827159579824,True,False,0.21311475409836064,0.7916666666666666,0.6229508196721312,38,48,True
A,builtin.default,heartC,43,100,100,61,0.05,0.95,1.0,0.9413187760677074,1.0,False,False,0.5409836065573771,1.0,0.45901639344262296,28,28,True
C,experimental.difficulty_normalized,heartC,43,100,100,61,0.05,0.95,0.9836065573770492,0.9120118770771849,0.9995850400870324,False,False,0.5409836065573771,0.9642857142857143,0.4426229508196721,27,28,True
A,builtin.default,heartC,43,100,100,61,0.1,0.9,0.9180327868852459,0.8189880888902016,0.972848639604444,False,False,0.3114754098360656,0.8809523809523809,0.6065573770491803,37,42,True
C,experimental.difficulty_normalized,heartC,43,100,100,61,0.1,0.9,0.8852459016393442,0.7777507914635026,0.9525977428535836,True,False,0.22950819672131148,0.851063829787234,0.6557377049180327,40,47,True
A,builtin.default,heartC,43,200,200,61,0.05,0.95,0.9672131147540983,0.8865278328116603,0.9960043968327476,False,False,0.4426229508196721,0.9411764705882353,0.5245901639344263,32,34,True
C,experimental.difficulty_normalized,heartC,43,200,200,61,0.05,0.95,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.4098360655737705,0.9166666666666666,0.5409836065573771,33,36,True
A,builtin.default,heartC,43,200,200,61,0.1,0.9,0.9344262295081968,0.8405310453594833,0.981845804024032,False,False,0.26229508196721313,0.9111111111111111,0.6721311475409836,41,45,True
C,experimental.difficulty_normalized,heartC,43,200,200,61,0.1,0.9,0.8852459016393442,0.7777507914635026,0.9525977428535836,True,False,0.19672131147540983,0.8571428571428571,0.6885245901639344,42,49,True
A,builtin.default,heartC,43,400,239,61,0.05,0.95,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.6557377049180327,0.8571428571428571,0.29508196721311475,18,21,True
C,experimental.difficulty_normalized,heartC,43,400,239,61,0.05,0.95,0.9344262295081968,0.8405310453594833,0.981845804024032,True,False,0.7377049180327869,0.75,0.19672131147540983,12,16,True
A,builtin.default,heartC,43,400,239,61,0.1,0.9,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.6557377049180327,0.8571428571428571,0.29508196721311475,18,21,True
C,experimental.difficulty_normalized,heartC,43,400,239,61,0.1,0.9,0.9016393442622951,0.7981038081456547,0.963040005122199,False,False,0.5573770491803278,0.7777777777777778,0.3442622950819672,21,27,True
A,builtin.default,heartC,44,50,50,61,0.05,0.95,0.9344262295081968,0.8405310453594833,0.981845804024032,True,False,0.39344262295081966,0.8918918918918919,0.5409836065573771,33,37,True
C,experimental.difficulty_normalized,heartC,44,50,50,61,0.05,0.95,0.9016393442622951,0.7981038081456547,0.963040005122199,True,False,0.3442622950819672,0.85,0.5573770491803278,34,40,True
A,builtin.default,heartC,44,50,50,61,0.1,0.9,0.9016393442622951,0.7981038081456547,0.963040005122199,False,False,0.3114754098360656,0.8571428571428571,0.5901639344262295,36,42,True
C,experimental.difficulty_normalized,heartC,44,50,50,61,0.1,0.9,0.8360655737704918,0.7191149542727852,0.9184827159579824,True,False,0.09836065573770492,0.8181818181818182,0.7377049180327869,45,55,True
A,builtin.default,heartC,44,100,100,61,0.05,0.95,0.9672131147540983,0.8865278328116603,0.9960043968327476,False,False,0.47540983606557374,0.9375,0.4918032786885246,30,32,True
C,experimental.difficulty_normalized,heartC,44,100,100,61,0.05,0.95,0.9016393442622951,0.7981038081456547,0.963040005122199,True,False,0.4262295081967213,0.8285714285714286,0.47540983606557374,29,35,True
A,builtin.default,heartC,44,100,100,61,0.1,0.9,0.8524590163934426,0.7383119119980044,0.9302477020276048,True,False,0.19672131147540983,0.8163265306122449,0.6557377049180327,40,49,True
C,experimental.difficulty_normalized,heartC,44,100,100,61,0.1,0.9,0.819672131147541,0.700213622732008,0.9063902302056503,True,False,0.16393442622950818,0.7843137254901961,0.6557377049180327,40,51,True
A,builtin.default,heartC,44,200,200,61,0.05,0.95,0.9180327868852459,0.8189880888902016,0.972848639604444,True,False,0.4098360655737705,0.8611111111111112,0.5081967213114754,31,36,True
C,experimental.difficulty_normalized,heartC,44,200,200,61,0.05,0.95,0.8688524590163934,0.7578413113166378,0.9416394941605062,True,True,0.29508196721311475,0.813953488372093,0.5737704918032787,35,43,True
A,builtin.default,heartC,44,200,200,61,0.1,0.9,0.8032786885245902,0.68157880457073,0.8940057801295694,True,True,0.11475409836065574,0.7777777777777778,0.6885245901639344,42,54,True
C,experimental.difficulty_normalized,heartC,44,200,200,61,0.1,0.9,0.7868852459016393,0.6631870471695381,0.8813576014387592,True,True,0.04918032786885246,0.7758620689655172,0.7377049180327869,45,58,True
A,builtin.default,heartC,44,400,239,61,0.05,0.95,0.9180327868852459,0.8189880888902016,0.972848639604444,True,False,0.47540983606557374,0.84375,0.4426229508196721,27,32,True
