arm,strategy,dataset,seed,n_cal_target,n_cal,n_test,epsilon,confidence,coverage,lower_ci,upper_ci,violation,structural_violation,reject_rate,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined
C,experimental.difficulty_normalized,sonar,46,400,164,42,0.1,0.9,0.8809523809523809,0.7436833223936293,0.9601944710573739,True,False,0.7142857142857143,0.75,0.21428571428571427,9,12,True
A,builtin.default,spect,42,50,50,44,0.05,0.95,0.9318181818181818,0.8134379899279777,0.985712331573034,True,False,0.45454545454545453,0.875,0.4772727272727273,21,24,True
C,experimental.difficulty_normalized,spect,42,50,50,44,0.05,0.95,0.9545454545454546,0.8452684223410107,0.9944470480046403,False,False,0.5681818181818182,0.8947368421052632,0.38636363636363635,17,19,True
A,builtin.default,spect,42,50,50,44,0.1,0.9,0.8409090909090909,0.6993467862283121,0.9335565387971655,True,False,0.11363636363636363,0.8205128205128205,0.7272727272727273,32,39,True
C,experimental.difficulty_normalized,spect,42,50,50,44,0.1,0.9,0.8409090909090909,0.6993467862283121,0.9335565387971655,True,False,0.09090909090909091,0.825,0.75,33,40,True
A,builtin.default,spect,42,100,100,44,0.05,0.95,0.9090909090909091,0.7833134105347255,0.9746715782965493,True,False,0.4318181818181818,0.84,0.4772727272727273,21,25,True
C,experimental.difficulty_normalized,spect,42,100,100,44,0.05,0.95,0.9090909090909091,0.7833134105347255,0.9746715782965493,True,False,0.38636363636363635,0.8518518518518519,0.5227272727272727,23,27,True
A,builtin.default,spect,42,100,100,44,0.1,0.9,0.8863636363636364,0.7544232236841303,0.9620562870607255,True,False,0.11363636363636363,0.8717948717948718,0.7727272727272727,34,39,True
C,experimental.difficulty_normalized,spect,42,100,100,44,0.1,0.9,0.8863636363636364,0.7544232236841303,0.9620562870607255,True,False,0.3409090909090909,0.8275862068965517,0.5454545454545454,24,29,True
A,builtin.default,spect,43,50,50,44,0.05,0.95,1.0,0.9195800602362292,1.0,False,False,0.9772727272727273,1.0,0.022727272727272728,1,1,True
C,experimental.difficulty_normalized,spect,43,50,50,44,0.05,0.95,0.9772727272727273,0.8797584177935348,0.9994247607865843,False,False,0.9545454545454546,0.5,0.022727272727272728,1,2,True
A,builtin.default,spect,43,50,50,44,0.1,0.9,0.9318181818181818,0.8134379899279777,0.985712331573034,False,False,0.3409090909090909,0.896551724137931,0.5909090909090909,26,29,True
C,experimental.difficulty_normalized,spect,43,50,50,44,0.1,0.9,0.9545454545454546,0.8452684223410107,0.9944470480046403,False,False,0.7045454545454546,0.8461538461538461,0.25,11,13,True
A,builtin.default,spect,43,100,100,44,0.05,0.95,0.9545454545454546,0.8452684223410107,0.9944470480046403,False,False,0.2727272727272727,0.9375,0.6818181818181818,30,32,True
C,experimental.difficulty_normalized,spect,43,100,100,44,0.05,0.95,0.9545454545454546,0.8452684223410107,0.9944470480046403,False,False,0.2727272727272727,0.9375,0.6818181818181818,30,32,True
A,builtin.default,spect,43,100,100,44,0.1,0.9,0.9318181818181818,0.8134379899279777,0.985712331573034,False,False,0.1590909090909091,0.918918918918919,0.7727272727272727,34,37,True
C,experimental.difficulty_normalized,spect,43,100,100,44,0.1,0.9,0.9090909090909091,0.7833134105347255,0.9746715782965493,False,False,0.13636363636363635,0.8947368421052632,0.7727272727272727,34,38,True
A,builtin.default,spect,44,50,50,44,0.05,0.95,0.9545454545454546,0.8452684223410107,0.9944470480046403,False,False,0.4318181818181818,0.92,0.5227272727272727,23,25,True
C,experimental.difficulty_normalized,spect,44,50,50,44,0.05,0.95,0.9545454545454546,0.8452684223410107,0.9944470480046403,False,False,0.7272727272727273,0.8333333333333334,0.22727272727272727,10,12,True
A,builtin.default,spect,44,50,50,44,0.1,0.9,0.8636363636363636,0.726493109096266,0.9482691705137265,True,False,0.0,0.8636363636363636,0.8636363636363636,38,44,True
C,experimental.difficulty_normalized,spect,44,50,50,44,0.1,0.9,0.8636363636363636,0.726493109096266,0.9482691705137265,True,False,0.0,0.8636363636363636,0.8636363636363636,38,44,True
A,builtin.default,spect,44,100,100,44,0.05,0.95,0.9318181818181818,0.8134379899279777,0.985712331573034,True,False,0.4772727272727273,0.8695652173913043,0.45454545454545453,20,23,True
C,experimental.difficulty_normalized,spect,44,100,100,44,0.05,0.95,0.9545454545454546,0.8452684223410107,0.9944470480046403,False,False,0.7272727272727273,0.8333333333333334,0.22727272727272727,10,12,True
A,builtin.default,spect,44,100,100,44,0.1,0.9,0.8863636363636364,0.7544232236841303,0.9620562870607255,True,False,0.1590909090909091,0.8648648648648649,0.7272727272727273,32,37,True
C,experimental.difficulty_normalized,spect,44,100,100,44,0.1,0.9,0.8863636363636364,0.7544232236841303,0.9620562870607255,True,False,0.1590909090909091,0.8648648648648649,0.7272727272727273,32,37,True
A,builtin.default,spect,45,50,50,44,0.05,0.95,0.9772727272727273,0.8797584177935348,0.9994247607865843,False,False,0.6590909090909091,0.9333333333333333,0.3181818181818182,14,15,True
C,experimental.difficulty_normalized,spect,45,50,50,44,0.05,0.95,0.8863636363636364,0.7544232236841303,0.9620562870607255,True,False,0.22727272727272727,0.8529411764705882,0.6590909090909091,29,34,True
A,builtin.default,spect,45,50,50,44,0.1,0.9,0.8636363636363636,0.726493109096266,0.9482691705137265,True,False,0.0,0.8636363636363636,0.8636363636363636,38,44,True
C,experimental.difficulty_normalized,spect,45,50,50,44,0.1,0.9,0.8636363636363636,0.726493109096266,0.9482691705137265,True,False,0.0,0.8636363636363636,0.8636363636363636,38,44,True
A,builtin.default,spect,45,100,100,44,0.05,0.95,0.9318181818181818,0.8134379899279777,0.985712331573034,True,False,0.36363636363636365,0.8928571428571429,0.5681818181818182,25,28,True
C,experimental.difficulty_normalized,spect,45,100,100,44,0.05,0.95,0.9090909090909091,0.7833134105347255,0.9746715782965493,True,False,0.11363636363636363,0.8974358974358975,0.7954545454545454,35,39,True
A,builtin.default,spect,45,100,100,44,0.1,0.9,0.8863636363636364,0.7544232236841303,0.9620562870607255,True,False,0.045454545454545456,0.8809523809523809,0.8409090909090909,37,42,True
C,experimental.difficulty_normalized,spect,45,100,100,44,0.1,0.9,0.8863636363636364,0.7544232236841303,0.9620562870607255,True,False,0.022727272727272728,0.8837209302325582,0.8636363636363636,38,43,True
A,builtin.default,spect,46,50,50,44,0.05,0.95,1.0,0.9195800602362292,1.0,False,False,0.5681818181818182,1.0,0.4318181818181818,19,19,True
C,experimental.difficulty_normalized,spect,46,50,50,44,0.05,0.95,1.0,0.9195800602362292,1.0,False,False,0.8863636363636364,1.0,0.11363636363636363,5,5,True
A,builtin.default,spect,46,50,50,44,0.1,0.9,0.9318181818181818,0.8134379899279777,0.985712331573034,False,False,0.18181818181818182,0.9166666666666666,0.75,33,36,True
C,experimental.difficulty_normalized,spect,46,50,50,44,0.1,0.9,0.9090909090909091,0.7833134105347255,0.9746715782965493,False,False,0.4090909090909091,0.8461538461538461,0.5,22,26,True
A,builtin.default,spect,46,100,100,44,0.05,0.95,0.9545454545454546,0.8452684223410107,0.9944470480046403,False,False,0.3409090909090909,0.9310344827586207,0.6136363636363636,27,29,True
C,experimental.difficulty_normalized,spect,46,100,100,44,0.05,0.95,0.9318181818181818,0.8134379899279777,0.985712331573034,True,False,0.6818181818181818,0.7857142857142857,0.25,11,14,True
A,builtin.default,spect,46,100,100,44,0.1,0.9,0.8863636363636364,0.7544232236841303,0.9620562870607255,True,False,0.022727272727272728,0.8837209302325582,0.8636363636363636,38,43,True
C,experimental.difficulty_normalized,spect,46,100,100,44,0.1,0.9,0.8863636363636364,0.7544232236841303,0.9620562870607255,True,False,0.045454545454545456,0.8809523809523809,0.8409090909090909,37,42,True
A,builtin.default,spectf,42,50,50,54,0.05,0.95,1.0,0.9339684857558858,1.0,False,False,0.5,1.0,0.5,27,27,True
C,experimental.difficulty_normalized,spectf,42,50,50,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.6111111111111112,0.9523809523809523,0.37037037037037035,20,21,True
A,builtin.default,spectf,42,50,50,54,0.1,0.9,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.3333333333333333,0.9722222222222222,0.6481481481481481,35,36,True
C,experimental.difficulty_normalized,spectf,42,50,50,54,0.1,0.9,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.5,0.9629629629629629,0.48148148148148145,26,27,True
A,builtin.default,spectf,42,100,100,54,0.05,0.95,0.9444444444444444,0.8461149662083893,0.9883932256200587,True,False,0.35185185185185186,0.9142857142857143,0.5925925925925926,32,35,True
C,experimental.difficulty_normalized,spectf,42,100,100,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.6481481481481481,0.9473684210526315,0.3333333333333333,18,19,True
A,builtin.default,spectf,42,100,100,54,0.1,0.9,0.9444444444444444,0.8461149662083893,0.9883932256200587,False,False,0.3333333333333333,0.9166666666666666,0.6111111111111112,33,36,True
C,experimental.difficulty_normalized,spectf,42,100,100,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.37037037037037035,0.8823529411764706,0.5555555555555556,30,34,True
A,builtin.default,spectf,42,200,200,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.6111111111111112,0.9523809523809523,0.37037037037037035,20,21,True
C,experimental.difficulty_normalized,spectf,42,200,200,54,0.05,0.95,0.9259259259259259,0.8210665708339272,0.9794490327019055,True,False,0.7037037037037037,0.75,0.2222222222222222,12,16,True
A,builtin.default,spectf,42,200,200,54,0.1,0.9,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.6111111111111112,0.9523809523809523,0.37037037037037035,20,21,True
C,experimental.difficulty_normalized,spectf,42,200,200,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.6296296296296297,0.75,0.2777777777777778,15,20,True
A,builtin.default,spectf,43,50,50,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.48148148148148145,0.9285714285714286,0.48148148148148145,26,28,True
C,experimental.difficulty_normalized,spectf,43,50,50,54,0.05,0.95,0.9259259259259259,0.8210665708339272,0.9794490327019055,True,False,0.3888888888888889,0.8787878787878788,0.5370370370370371,29,33,True
A,builtin.default,spectf,43,50,50,54,0.1,0.9,0.7962962962962963,0.664695080510446,0.8936807475098024,True,True,0.07407407407407407,0.78,0.7222222222222222,39,50,True
C,experimental.difficulty_normalized,spectf,43,50,50,54,0.1,0.9,0.7777777777777778,0.6440009057864909,0.8795642174087558,True,True,0.1111111111111111,0.75,0.6666666666666666,36,48,True
A,builtin.default,spectf,43,100,100,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.4444444444444444,0.9666666666666667,0.5370370370370371,29,30,True
C,experimental.difficulty_normalized,spectf,43,100,100,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.5,0.9629629629629629,0.48148148148148145,26,27,True
A,builtin.default,spectf,43,100,100,54,0.1,0.9,0.9444444444444444,0.8461149662083893,0.9883932256200587,False,False,0.3333333333333333,0.9166666666666666,0.6111111111111112,33,36,True
C,experimental.difficulty_normalized,spectf,43,100,100,54,0.1,0.9,0.8888888888888888,0.7736868373700312,0.958116236422146,True,False,0.3333333333333333,0.8333333333333334,0.5555555555555556,30,36,True
A,builtin.default,spectf,43,200,200,54,0.05,0.95,0.9444444444444444,0.8461149662083893,0.9883932256200587,True,False,0.5925925925925926,0.8636363636363636,0.35185185185185186,19,22,True
C,experimental.difficulty_normalized,spectf,43,200,200,54,0.05,0.95,0.9074074074074074,0.7969984528136825,0.9692472147325784,True,False,0.5925925925925926,0.7727272727272727,0.3148148148148148,17,22,True
A,builtin.default,spectf,43,200,200,54,0.1,0.9,0.8703703703703703,0.7509878075968532,0.9462570093114789,True,False,0.14814814814814814,0.8478260869565217,0.7222222222222222,39,46,True
C,experimental.difficulty_normalized,spectf,43,200,200,54,0.1,0.9,0.8703703703703703,0.7509878075968532,0.9462570093114789,True,False,0.3148148148148148,0.8108108108108109,0.5555555555555556,30,37,True
A,builtin.default,spectf,44,50,50,54,0.05,0.95,1.0,0.9339684857558858,1.0,False,False,0.6111111111111112,1.0,0.3888888888888889,21,21,True
C,experimental.difficulty_normalized,spectf,44,50,50,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.6851851851851852,0.8823529411764706,0.2777777777777778,15,17,True
A,builtin.default,spectf,44,50,50,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.2777777777777778,0.8717948717948718,0.6296296296296297,34,39,True
C,experimental.difficulty_normalized,spectf,44,50,50,54,0.1,0.9,0.9444444444444444,0.8461149662083893,0.9883932256200587,False,False,0.6296296296296297,0.85,0.3148148148148148,17,20,True
A,builtin.default,spectf,44,100,100,54,0.05,0.95,1.0,0.9339684857558858,1.0,False,False,0.6111111111111112,1.0,0.3888888888888889,21,21,True
C,experimental.difficulty_normalized,spectf,44,100,100,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.6111111111111112,0.9047619047619048,0.35185185185185186,19,21,True
A,builtin.default,spectf,44,100,100,54,0.1,0.9,0.9444444444444444,0.8461149662083893,0.9883932256200587,False,False,0.37037037037037035,0.9117647058823529,0.5740740740740741,31,34,True
C,experimental.difficulty_normalized,spectf,44,100,100,54,0.1,0.9,0.9444444444444444,0.8461149662083893,0.9883932256200587,False,False,0.48148148148148145,0.8928571428571429,0.46296296296296297,25,28,True
A,builtin.default,spectf,44,200,200,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.5925925925925926,0.9090909090909091,0.37037037037037035,20,22,True
C,experimental.difficulty_normalized,spectf,44,200,200,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.6296296296296297,0.9,0.3333333333333333,18,20,True
A,builtin.default,spectf,44,200,200,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.2962962962962963,0.8947368421052632,0.6296296296296297,34,38,True
C,experimental.difficulty_normalized,spectf,44,200,200,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.4444444444444444,0.8666666666666667,0.48148148148148145,26,30,True
A,builtin.default,spectf,45,50,50,54,0.05,0.95,1.0,0.9339684857558858,1.0,False,False,0.5555555555555556,1.0,0.4444444444444444,24,24,True
C,experimental.difficulty_normalized,spectf,45,50,50,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.7407407407407407,0.8571428571428571,0.2222222222222222,12,14,True
A,builtin.default,spectf,45,50,50,54,0.1,0.9,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.4444444444444444,0.9666666666666667,0.5370370370370371,29,30,True
C,experimental.difficulty_normalized,spectf,45,50,50,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.46296296296296297,0.8275862068965517,0.4444444444444444,24,29,True
A,builtin.default,spectf,45,100,100,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.46296296296296297,0.9655172413793104,0.5185185185185185,28,29,True
C,experimental.difficulty_normalized,spectf,45,100,100,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.5925925925925926,0.9545454545454546,0.3888888888888889,21,22,True
A,builtin.default,spectf,45,100,100,54,0.1,0.9,0.9444444444444444,0.8461149662083893,0.9883932256200587,False,False,0.2962962962962963,0.9210526315789473,0.6481481481481481,35,38,True
C,experimental.difficulty_normalized,spectf,45,100,100,54,0.1,0.9,0.9444444444444444,0.8461149662083893,0.9883932256200587,False,False,0.46296296296296297,0.896551724137931,0.48148148148148145,26,29,True
A,builtin.default,spectf,45,200,200,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.9444444444444444,0.6666666666666666,0.037037037037037035,2,3,True
C,experimental.difficulty_normalized,spectf,45,200,200,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.9074074074074074,0.6,0.05555555555555555,3,5,True
A,builtin.default,spectf,45,200,200,54,0.1,0.9,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.9444444444444444,0.6666666666666666,0.037037037037037035,2,3,True
C,experimental.difficulty_normalized,spectf,45,200,200,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.7777777777777778,0.5833333333333334,0.12962962962962962,7,12,True
A,builtin.default,spectf,46,50,50,54,0.05,0.95,0.9629629629629629,0.8725282277690526,0.9954827437055819,False,False,0.46296296296296297,0.9310344827586207,0.5,27,29,True
C,experimental.difficulty_normalized,spectf,46,50,50,54,0.05,0.95,0.9444444444444444,0.8461149662083893,0.9883932256200587,True,False,0.5925925925925926,0.8636363636363636,0.35185185185185186,19,22,True
A,builtin.default,spectf,46,50,50,54,0.1,0.9,0.8518518518518519,0.7288023114378762,0.9338024228387042,True,False,0.2037037037037037,0.813953488372093,0.6481481481481481,35,43,True
C,experimental.difficulty_normalized,spectf,46,50,50,54,0.1,0.9,0.8333333333333334,0.707058760885813,0.9208455638299506,True,False,0.24074074074074073,0.7804878048780488,0.5925925925925926,32,41,True
A,builtin.default,spectf,46,100,100,54,0.05,0.95,0.8888888888888888,0.7736868373700312,0.958116236422146,True,False,0.42592592592592593,0.8064516129032258,0.46296296296296297,25,31,True
C,experimental.difficulty_normalized,spectf,46,100,100,54,0.05,0.95,0.8888888888888888,0.7736868373700312,0.958116236422146,True,False,0.46296296296296297,0.7931034482758621,0.42592592592592593,23,29,True
A,builtin.default,spectf,46,100,100,54,0.1,0.9,0.8703703703703703,0.7509878075968532,0.9462570093114789,True,False,0.3333333333333333,0.8055555555555556,0.5370370370370371,29,36,True
C,experimental.difficulty_normalized,spectf,46,100,100,54,0.1,0.9,0.7777777777777778,0.6440009057864909,0.8795642174087558,True,True,0.3333333333333333,0.8055555555555556,0.5370370370370371,29,36,True
A,builtin.default,spectf,46,200,200,54,0.05,0.95,0.9814814814814815,0.9010848404921487,0.9995312615960904,False,False,0.8148148148148148,0.9,0.16666666666666666,9,10,True
C,experimental.difficulty_normalized,spectf,46,200,200,54,0.05,0.95,0.9444444444444444,0.8461149662083893,0.9883932256200587,True,False,0.8333333333333334,0.6666666666666666,0.1111111111111111,6,9,True
A,builtin.default,spectf,46,200,200,54,0.1,0.9,0.9259259259259259,0.8210665708339272,0.9794490327019055,False,False,0.5740740740740741,0.8260869565217391,0.35185185185185186,19,23,True
C,experimental.difficulty_normalized,spectf,46,200,200,54,0.1,0.9,0.9074074074074074,0.7969984528136825,0.9692472147325784,False,False,0.5185185185185185,0.8076923076923077,0.3888888888888889,21,26,True
A,builtin.default,transfusion,42,50,50,101,0.05,0.95,0.9900990099009901,0.9460676525732042,0.9997493600495609,False,False,0.7821782178217822,0.9545454545454546,0.2079207920792079,21,22,True
C,experimental.difficulty_normalized,transfusion,42,50,50,101,0.05,0.95,0.9207920792079208,0.8498837989949124,0.9651830896013818,True,False,0.594059405940594,0.8048780487804879,0.32673267326732675,33,41,True
A,builtin.default,transfusion,42,50,50,101,0.1,0.9,0.8811881188118812,0.8016549367364286,0.9370765954673226,True,False,0.38613861386138615,0.8064516129032258,0.49504950495049505,50,62,True
C,experimental.difficulty_normalized,transfusion,42,50,50,101,0.1,0.9,0.8811881188118812,0.8016549367364286,0.9370765954673226,True,False,0.44554455445544555,0.7857142857142857,0.43564356435643564,44,56,True
A,builtin.default,transfusion,42,100,100,101,0.05,0.95,0.9306930693069307,0.8624041191911266,0.9716825921850623,True,False,0.594059405940594,0.8292682926829268,0.33663366336633666,34,41,True
C,experimental.difficulty_normalized,transfusion,42,100,100,101,0.05,0.95,0.9108910891089109,0.8375743909519204,0.9584405297207997,True,False,0.6138613861386139,0.7692307692307693,0.297029702970297,30,39,True
A,builtin.default,transfusion,42,100,100,101,0.1,0.9,0.8514851485148515,0.7669030961466505,0.9144276711612244,True,False,0.36633663366336633,0.765625,0.48514851485148514,49,64,True
C,experimental.difficulty_normalized,transfusion,42,100,100,101,0.1,0.9,0.8514851485148515,0.7669030961466505,0.9144276711612244,True,False,0.39603960396039606,0.7540983606557377,0.45544554455445546,46,61,True
A,builtin.default,transfusion,42,200,200,101,0.05,0.95,0.9801980198019802,0.9302949102050755,0.9975928270907584,False,False,0.7227722772277227,0.9285714285714286,0.25742574257425743,26,28,True
C,experimental.difficulty_normalized,transfusion,42,200,200,101,0.05,0.95,0.9306930693069307,0.8624041191911266,0.9716825921850623,True,False,0.6435643564356436,0.8055555555555556,0.2871287128712871,29,36,True
A,builtin.default,transfusion,42,200,200,101,0.1,0.9,0.8613861386138614,0.7783773104113904,0.9220963512091903,True,False,0.27722772277227725,0.8082191780821918,0.5841584158415841,59,73,True
C,experimental.difficulty_normalized,transfusion,42,200,200,101,0.1,0.9,0.900990099009901,0.8254471739228809,0.9514912438795933,False,False,0.4752475247524752,0.8113207547169812,0.42574257425742573,43,53,True
A,builtin.default,transfusion,42,400,399,101,0.05,0.95,0.9405940594059405,0.8751735633554861,0.977889427590582,True,False,0.6237623762376238,0.8421052631578947,0.31683168316831684,32,38,True
C,experimental.difficulty_normalized,transfusion,42,400,399,101,0.05,0.95,0.9504950495049505,0.8882449413653297,0.9837327848895426,False,False,0.8613861386138614,0.6428571428571429,0.0891089108910891,9,14,True
A,builtin.default,transfusion,42,400,399,101,0.1,0.9,0.9306930693069307,0.8624041191911266,0.9716825921850623,False,False,0.5742574257425742,0.8372093023255814,0.3564356435643564,36,43,True
C,experimental.difficulty_normalized,transfusion,42,400,399,101,0.1,0.9,0.9306930693069307,0.8624041191911266,0.9716825921850623,False,False,0.7821782178217822,0.7272727272727273,0.15841584158415842,16,22,True
A,builtin.default,transfusion,43,50,50,101,0.05,0.95,0.9603960396039604,0.9016949813799406,0.9891055162831762,False,False,0.6534653465346535,0.8857142857142857,0.3069306930693069,31,35,True
C,experimental.difficulty_normalized,transfusion,43,50,50,101,0.05,0.95,0.900990099009901,0.8254471739228809,0.9514912438795933,True,False,0.5841584158415841,0.7619047619047619,0.31683168316831684,32,42,True
A,builtin.default,transfusion,43,50,50,101,0.1,0.9,0.8514851485148515,0.7669030961466505,0.9144276711612244,True,False,0.25742574257425743,0.8,0.594059405940594,60,75,True
C,experimental.difficulty_normalized,transfusion,43,50,50,101,0.1,0.9,0.8811881188118812,0.8016549367364286,0.9370765954673226,True,False,0.43564356435643564,0.7894736842105263,0.44554455445544555,45,57,True
A,builtin.default,transfusion,43,100,100,101,0.05,0.95,0.9504950495049505,0.8882449413653297,0.9837327848895426,False,False,0.7326732673267327,0.8148148148148148,0.21782178217821782,22,27,True
C,experimental.difficulty_normalized,transfusion,43,100,100,101,0.05,0.95,0.9306930693069307,0.8624041191911266,0.9716825921850623,True,False,0.7722772277227723,0.6956521739130435,0.15841584158415842,16,23,True
A,builtin.default,transfusion,43,100,100,101,0.1,0.9,0.8514851485148515,0.7669030961466505,0.9144276711612244,True,False,0.27722772277227725,0.7945205479452054,0.5742574257425742,58,73,True
C,experimental.difficulty_normalized,transfusion,43,100,100,101,0.1,0.9,0.8514851485148515,0.7669030961466505,0.9144276711612244,True,False,0.36633663366336633,0.765625,0.48514851485148514,49,64,True
A,builtin.default,transfusion,43,200,200,101,0.05,0.95,0.9801980198019802,0.9302949102050755,0.9975928270907584,False,False,0.801980198019802,0.9,0.1782178217821782,18,20,True
C,experimental.difficulty_normalized,transfusion,43,200,200,101,0.05,0.95,0.9207920792079208,0.8498837989949124,0.9651830896013818,True,False,0.6534653465346535,0.7714285714285715,0.26732673267326734,27,35,True
A,builtin.default,transfusion,43,200,200,101,0.1,0.9,0.900990099009901,0.8254471739228809,0.9514912438795933,False,False,0.38613861386138615,0.8387096774193549,0.5148514851485149,52,62,True
C,experimental.difficulty_normalized,transfusion,43,200,200,101,0.1,0.9,0.8514851485148515,0.7669030961466505,0.9144276711612244,True,False,0.31683168316831684,0.782608695652174,0.5346534653465347,54,69,True
A,builtin.default,transfusion,43,400,399,101,0.05,0.95,0.9900990099009901,0.9460676525732042,0.9997493600495609,False,False,0.8316831683168316,0.9411764705882353,0.15841584158415842,16,17,True
C,experimental.difficulty_normalized,transfusion,43,400,399,101,0.05,0.95,0.9504950495049505,0.8882449413653297,0.9837327848895426,False,False,0.8514851485148515,0.6666666666666666,0.09900990099009901,10,15,True
A,builtin.default,transfusion,43,400,399,101,0.1,0.9,0.9900990099009901,0.9460676525732042,0.9997493600495609,False,False,0.8316831683168316,0.9411764705882353,0.15841584158415842,16,17,True
C,experimental.difficulty_normalized,transfusion,43,400,399,101,0.1,0.9,0.9306930693069307,0.8624041191911266,0.9716825921850623,False,False,0.7326732673267327,0.7407407407407407,0.19801980198019803,20,27,True
A,builtin.default,transfusion,44,50,50,101,0.05,0.95,1.0,0.9641353796099911,1.0,False,False,0.9405940594059405,1.0,0.0594059405940594,6,6,True
C,experimental.difficulty_normalized,transfusion,44,50,50,101,0.05,0.95,0.9900990099009901,0.9460676525732042,0.9997493600495609,False,False,0.9207920792079208,0.875,0.06930693069306931,7,8,True
A,builtin.default,transfusion,44,50,50,101,0.1,0.9,0.9504950495049505,0.8882449413653297,0.9837327848895426,False,False,0.6237623762376238,0.868421052631579,0.32673267326732675,33,38,True
C,experimental.difficulty_normalized,transfusion,44,50,50,101,0.1,0.9,0.9603960396039604,0.9016949813799406,0.9891055162831762,False,False,0.7425742574257426,0.8461538461538461,0.21782178217821782,22,26,True
A,builtin.default,transfusion,44,100,100,101,0.05,0.95,0.9801980198019802,0.9302949102050755,0.9975928270907584,False,False,0.8415841584158416,0.875,0.13861386138613863,14,16,True
C,experimental.difficulty_normalized,transfusion,44,100,100,101,0.05,0.95,0.9603960396039604,0.9016949813799406,0.9891055162831762,False,False,0.7425742574257426,0.8461538461538461,0.21782178217821782,22,26,True
A,builtin.default,transfusion,44,100,100,101,0.1,0.9,0.9702970297029703,0.9156431017238734,0.9938321404564355,False,False,0.7821782178217822,0.8636363636363636,0.18811881188118812,19,22,True
C,experimental.difficulty_normalized,transfusion,44,100,100,101,0.1,0.9,0.9405940594059405,0.8751735633554861,0.977889427590582,False,False,0.6336633663366337,0.8378378378378378,0.3069306930693069,31,37,True
A,builtin.default,transfusion,44,200,200,101,0.05,0.95,1.0,0.9641353796099911,1.0,False,False,0.801980198019802,1.0,0.19801980198019803,20,20,True
C,experimental.difficulty_normalized,transfusion,44,200,200,101,0.05,0.95,0.9900990099009901,0.9460676525732042,0.9997493600495609,False,False,0.8118811881188119,0.9473684210526315,0.1782178217821782,18,19,True
A,builtin.default,transfusion,44,200,200,101,0.1,0.9,0.9306930693069307,0.8624041191911266,0.9716825921850623,False,False,0.5544554455445545,0.8444444444444444,0.37623762376237624,38,45,True
C,experimental.difficulty_normalized,transfusion,44,200,200,101,0.1,0.9,0.9504950495049505,0.8882449413653297,0.9837327848895426,False,False,0.5742574257425742,0.8837209302325582,0.37623762376237624,38,43,True
A,builtin.default,transfusion,44,400,399,101,0.05,0.95,1.0,0.9641353796099911,1.0,False,False,1.0,,0.0,0,0,False
C,experimental.difficulty_normalized,transfusion,44,400,399,101,0.05,0.95,0.9405940594059405,0.8751735633554861,0.977889427590582,True,False,0.7524752475247525,0.88,0.21782178217821782,22,25,True
A,builtin.default,transfusion,44,400,399,101,0.1,0.9,1.0,0.9641353796099911,1.0,False,False,1.0,,0.0,0,0,False
C,experimental.difficulty_normalized,transfusion,44,400,399,101,0.1,0.9,0.9207920792079208,0.8498837989949124,0.9651830896013818,False,False,0.7326732673267327,0.8518518518518519,0.22772277227722773,23,27,True
