threshold_quantile,threshold_value,coverage,reject_rate,error_rate,outside_fraction_all,outside_fraction_accepted,binary_accuracy_all,binary_accuracy_accepted,mse_all,mse_accepted,binary_accuracy_delta,outside_fraction_delta
0.1,0.11898734177215191,0.3146067415730337,0.6853932584269663,0.15892857142857156,0.02247191011235955,0.03571428571428571,0.8764044943820225,1.0,0.027506927069621028,0.031382105114238494,0.1235955056179775,-0.013242375601926162
0.2,0.17594936708860762,0.449438202247191,0.550561797752809,0.1112500000000001,0.056179775280898875,0.1,0.7191011235955056,0.925,0.027581456869749464,0.03106752473260375,0.20589887640449445,-0.04382022471910113
0.30000000000000004,0.25,0.4943820224719101,0.5056179775280899,0.10113636363636372,0.0898876404494382,0.06818181818181818,0.7640449438202247,0.8181818181818182,0.037266085594738416,0.027680493521334795,0.054136874361593534,0.021705822267620023
0.4,0.330379746835443,0.3707865168539326,0.6292134831460674,0.13484848484848497,0.02247191011235955,0.06060606060606061,0.8314606741573034,0.9393939393939394,0.028353173252029993,0.022669789581813697,0.10793326523663604,-0.03813415049370106
0.5,0.379746835443038,0.3146067415730337,0.6853932584269663,0.15892857142857156,0.11235955056179775,0.17857142857142858,0.6629213483146067,0.75,0.03416862077008176,0.03678518303558931,0.0870786516853933,-0.06621187800963083
