dataset,seed,epsilon,n_cal,n_test,coverage,lower_ci,upper_ci,violation,structural_violation,reject_rate,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined,accepted_accuracy_empirical
hepati,43,0.01,31,31,1.0,0.88781125307763,1.0,False,False,1.0,,0.0,0,0,False,
hepati,43,0.05,31,31,0.967741935483871,0.8329788837697749,0.9991836299281328,False,False,0.3870967741935484,0.9473684210526315,0.5806451612903226,18,19,True,0.9473684210526315
hepati,43,0.1,31,31,0.9032258064516129,0.7424609353722647,0.9795801373122068,False,False,0.1935483870967742,0.88,0.7096774193548387,22,25,True,0.88
hepati,44,0.01,31,31,1.0,0.88781125307763,1.0,False,False,1.0,,0.0,0,0,False,
hepati,44,0.05,31,31,0.967741935483871,0.8329788837697749,0.9991836299281328,False,False,0.3548387096774194,0.95,0.6129032258064516,19,20,True,0.95
hepati,44,0.1,31,31,0.9032258064516129,0.7424609353722647,0.9795801373122068,False,False,0.0967741935483871,0.8928571428571429,0.8064516129032258,25,28,True,0.8928571428571429
hepati,45,0.01,31,31,1.0,0.88781125307763,1.0,False,False,1.0,,0.0,0,0,False,
hepati,45,0.05,31,31,1.0,0.88781125307763,1.0,False,False,0.5483870967741935,1.0,0.45161290322580644,14,14,True,1.0
hepati,45,0.1,31,31,1.0,0.88781125307763,1.0,False,False,0.3225806451612903,1.0,0.6774193548387096,21,21,True,1.0
hepati,46,0.01,31,31,1.0,0.88781125307763,1.0,False,False,1.0,,0.0,0,0,False,
hepati,46,0.05,31,31,1.0,0.88781125307763,1.0,False,False,0.7741935483870968,1.0,0.22580645161290322,7,7,True,1.0
hepati,46,0.1,31,31,0.9354838709677419,0.7857838428370945,0.9920890165381454,False,False,0.22580645161290322,0.9166666666666666,0.7096774193548387,22,24,True,0.9166666666666666
iono,42,0.01,70,70,1.0,0.9486662028489762,1.0,False,False,1.0,,0.0,0,0,False,
iono,42,0.05,70,70,1.0,0.9486662028489762,1.0,False,False,0.15714285714285714,1.0,0.8428571428571429,59,59,True,1.0
iono,42,0.1,70,70,1.0,0.9486662028489762,1.0,False,False,0.15714285714285714,1.0,0.8428571428571429,59,59,True,1.0
iono,43,0.01,70,70,1.0,0.9486662028489762,1.0,False,False,1.0,,0.0,0,0,False,
