task_type,dataset,ncf,w,accept_rate,accepted_accuracy,accepted_accuracy_delta
binary,transfusion,ensured,1.0,0.49504950495049505,0.8,0.0871287128712872
binary,ttt,hinge,0.3,0.96875,1.0,0.015625
binary,ttt,hinge,0.5,0.96875,1.0,0.015625
binary,ttt,hinge,0.7,0.96875,1.0,0.015625
binary,ttt,hinge,1.0,0.96875,1.0,0.015625
binary,ttt,margin,0.3,0.0,,
binary,ttt,margin,0.5,0.010416666666666666,1.0,0.015625
binary,ttt,margin,0.7,0.96875,1.0,0.015625
binary,ttt,margin,1.0,0.96875,1.0,0.015625
binary,ttt,entropy,0.3,0.010416666666666666,1.0,0.015625
binary,ttt,entropy,0.5,0.09375,1.0,0.015625
binary,ttt,entropy,0.7,0.96875,1.0,0.015625
binary,ttt,entropy,1.0,0.96875,1.0,0.015625
binary,ttt,ensured,0.3,0.265625,1.0,0.015625
binary,ttt,ensured,0.5,0.3125,1.0,0.015625
binary,ttt,ensured,0.7,0.9635416666666666,1.0,0.015625
binary,ttt,ensured,1.0,0.96875,1.0,0.015625
binary,vote,hinge,0.3,0.6442307692307693,0.9104477611940298,0.06429391504018367
binary,vote,hinge,0.5,0.6442307692307693,0.9104477611940298,0.06429391504018367
binary,vote,hinge,0.7,0.6442307692307693,0.9104477611940298,0.06429391504018367
binary,vote,hinge,1.0,0.6442307692307693,0.9104477611940298,0.06429391504018367
binary,vote,margin,0.3,0.1346153846153846,0.5714285714285714,-0.27472527472527475
binary,vote,margin,0.5,0.1346153846153846,0.5714285714285714,-0.27472527472527475
binary,vote,margin,0.7,0.6442307692307693,0.9104477611940298,0.06429391504018367
binary,vote,margin,1.0,0.6442307692307693,0.9104477611940298,0.06429391504018367
binary,vote,entropy,0.3,0.0673076923076923,0.7142857142857143,-0.13186813186813184
binary,vote,entropy,0.5,0.08653846153846154,0.8888888888888888,0.042735042735042694
binary,vote,entropy,0.7,0.5192307692307693,0.8888888888888888,0.042735042735042694
binary,vote,entropy,1.0,0.6442307692307693,0.9104477611940298,0.06429391504018367
binary,vote,ensured,0.3,0.5576923076923077,0.896551724137931,0.050397877984084904
binary,vote,ensured,0.5,0.5576923076923077,0.896551724137931,0.050397877984084904
binary,vote,ensured,0.7,0.5576923076923077,0.896551724137931,0.050397877984084904
binary,vote,ensured,1.0,0.6442307692307693,0.9104477611940298,0.06429391504018367
binary,wbc,hinge,0.3,1.0,0.9354838709677419,0.0
binary,wbc,hinge,0.5,1.0,0.9354838709677419,0.0
binary,wbc,hinge,0.7,1.0,0.9354838709677419,0.0
binary,wbc,hinge,1.0,1.0,0.9354838709677419,0.0
binary,wbc,margin,0.3,0.043010752688172046,0.75,-0.18548387096774188
binary,wbc,margin,0.5,0.15053763440860216,0.7857142857142857,-0.14976958525345618
binary,wbc,margin,0.7,1.0,0.9354838709677419,0.0
binary,wbc,margin,1.0,1.0,0.9354838709677419,0.0
binary,wbc,entropy,0.3,0.07526881720430108,0.7142857142857143,-0.22119815668202758
binary,wbc,entropy,0.5,0.3225806451612903,0.8333333333333334,-0.10215053763440851
binary,wbc,entropy,0.7,1.0,0.9354838709677419,0.0
binary,wbc,entropy,1.0,1.0,0.9354838709677419,0.0
binary,wbc,ensured,0.3,0.5161290322580645,0.9375,0.0020161290322581182
binary,wbc,ensured,0.5,0.5161290322580645,0.9375,0.0020161290322581182
binary,wbc,ensured,0.7,1.0,0.9354838709677419,0.0
binary,wbc,ensured,1.0,1.0,0.9354838709677419,0.0
multiclass,balance,hinge,0.3,0.864,0.9351851851851852,0.08718518518518525
multiclass,balance,hinge,0.5,0.864,0.9351851851851852,0.08718518518518525
multiclass,balance,hinge,0.7,0.864,0.9351851851851852,0.08718518518518525
multiclass,balance,hinge,1.0,0.864,0.9351851851851852,0.08718518518518525
multiclass,balance,margin,0.3,0.048,0.3333333333333333,-0.5146666666666666
multiclass,balance,margin,0.5,0.056,0.2857142857142857,-0.5622857142857143
multiclass,balance,margin,0.7,0.864,0.9351851851851852,0.08718518518518525
multiclass,balance,margin,1.0,0.864,0.9351851851851852,0.08718518518518525
multiclass,balance,entropy,0.3,0.184,0.5217391304347826,-0.3262608695652174
multiclass,balance,entropy,0.5,0.328,0.8292682926829268,-0.018731707317073187
multiclass,balance,entropy,0.7,0.864,0.9351851851851852,0.08718518518518525
multiclass,balance,entropy,1.0,0.864,0.9351851851851852,0.08718518518518525
multiclass,balance,ensured,0.3,0.496,1.0,0.15200000000000002
multiclass,balance,ensured,0.5,0.72,0.9777777777777777,0.12977777777777777
multiclass,balance,ensured,0.7,0.888,0.9279279279279279,0.07992792792792791
multiclass,balance,ensured,1.0,0.864,0.9351851851851852,0.08718518518518525
multiclass,cars,hinge,0.3,0.953757225433526,0.9727272727272728,0.013189700472937549
multiclass,cars,hinge,0.5,0.953757225433526,0.9727272727272728,0.013189700472937549
multiclass,cars,hinge,0.7,0.953757225433526,0.9727272727272728,0.013189700472937549
multiclass,cars,hinge,1.0,0.953757225433526,0.9727272727272728,0.013189700472937549
multiclass,cars,margin,0.3,0.04046242774566474,0.7142857142857143,-0.24525185796862092
multiclass,cars,margin,0.5,0.953757225433526,0.9727272727272728,0.013189700472937549
multiclass,cars,margin,0.7,0.953757225433526,0.9727272727272728,0.013189700472937549
multiclass,cars,margin,1.0,0.953757225433526,0.9727272727272728,0.013189700472937549
multiclass,cars,entropy,0.3,0.07514450867052024,0.7692307692307693,-0.19030680302356595
multiclass,cars,entropy,0.5,0.2861271676300578,0.9090909090909091,-0.050446663163426164
multiclass,cars,entropy,0.7,0.953757225433526,0.9727272727272728,0.013189700472937549
multiclass,cars,entropy,1.0,0.953757225433526,0.9727272727272728,0.013189700472937549
multiclass,cars,ensured,0.3,0.8670520231213873,0.9966666666666667,0.037129094412331476
multiclass,cars,ensured,0.5,0.9566473988439307,0.9697885196374623,0.01025094738312704
multiclass,cars,ensured,0.7,0.9624277456647399,0.96996996996997,0.010432397715634756
multiclass,cars,ensured,1.0,0.953757225433526,0.9727272727272728,0.013189700472937549
multiclass,cmc,hinge,0.3,0.18305084745762712,0.7777777777777778,0.2625235404896422
multiclass,cmc,hinge,0.5,0.18305084745762712,0.7777777777777778,0.2625235404896422
multiclass,cmc,hinge,0.7,0.18305084745762712,0.7777777777777778,0.2625235404896422
multiclass,cmc,hinge,1.0,0.18305084745762712,0.7777777777777778,0.2625235404896422
multiclass,cmc,margin,0.3,0.01694915254237288,0.2,-0.31525423728813556
multiclass,cmc,margin,0.5,0.0711864406779661,0.5714285714285714,0.05617433414043582
multiclass,cmc,margin,0.7,0.18305084745762712,0.7777777777777778,0.2625235404896422
multiclass,cmc,margin,1.0,0.18305084745762712,0.7777777777777778,0.2625235404896422
multiclass,cmc,entropy,0.3,0.11186440677966102,0.42424242424242425,-0.09101181304571132
multiclass,cmc,entropy,0.5,0.11864406779661017,0.6571428571428571,0.14188861985472156
multiclass,cmc,entropy,0.7,0.18305084745762712,0.7777777777777778,0.2625235404896422
multiclass,cmc,entropy,1.0,0.18305084745762712,0.7777777777777778,0.2625235404896422
multiclass,cmc,ensured,0.3,0.08813559322033898,0.6538461538461539,0.13859191655801828
multiclass,cmc,ensured,0.5,0.13898305084745763,0.7804878048780488,0.26523356758991323
multiclass,cmc,ensured,0.7,0.2,0.8135593220338984,0.2983050847457628
multiclass,cmc,ensured,1.0,0.18305084745762712,0.7777777777777778,0.2625235404896422
multiclass,cool,hinge,0.3,0.974025974025974,0.9733333333333334,0.012294372294372358
multiclass,cool,hinge,0.5,0.974025974025974,0.9733333333333334,0.012294372294372358
multiclass,cool,hinge,0.7,0.974025974025974,0.9733333333333334,0.012294372294372358
multiclass,cool,hinge,1.0,0.974025974025974,0.9733333333333334,0.012294372294372358
multiclass,cool,margin,0.3,0.11038961038961038,0.8235294117647058,-0.13750954927425518
multiclass,cool,margin,0.5,0.14935064935064934,0.8260869565217391,-0.1349520045172219
multiclass,cool,margin,0.7,0.974025974025974,0.9733333333333334,0.012294372294372358
multiclass,cool,margin,1.0,0.974025974025974,0.9733333333333334,0.012294372294372358
multiclass,cool,entropy,0.3,0.12337662337662338,0.7894736842105263,-0.1715652768284347
multiclass,cool,entropy,0.5,0.24025974025974026,0.8918918918918919,-0.06914706914706914
multiclass,cool,entropy,0.7,0.974025974025974,0.9733333333333334,0.012294372294372358
multiclass,cool,entropy,1.0,0.974025974025974,0.9733333333333334,0.012294372294372358
multiclass,cool,ensured,0.3,0.8376623376623377,1.0,0.038961038961038974
multiclass,cool,ensured,0.5,0.9675324675324676,0.9731543624161074,0.012115401377146395
multiclass,cool,ensured,0.7,0.974025974025974,0.9733333333333334,0.012294372294372358
multiclass,cool,ensured,1.0,0.974025974025974,0.9733333333333334,0.012294372294372358
multiclass,ecoli,hinge,0.3,0.5735294117647058,0.9743589743589743,0.09200603318250378
multiclass,ecoli,hinge,0.5,0.5735294117647058,0.9743589743589743,0.09200603318250378
multiclass,ecoli,hinge,0.7,0.5735294117647058,0.9743589743589743,0.09200603318250378
multiclass,ecoli,hinge,1.0,0.5735294117647058,0.9743589743589743,0.09200603318250378
multiclass,ecoli,margin,0.3,0.058823529411764705,0.75,-0.13235294117647056
multiclass,ecoli,margin,0.5,0.08823529411764706,0.8333333333333334,-0.04901960784313719
multiclass,ecoli,margin,0.7,0.5735294117647058,0.9743589743589743,0.09200603318250378
multiclass,ecoli,margin,1.0,0.5735294117647058,0.9743589743589743,0.09200603318250378
multiclass,ecoli,entropy,0.3,0.058823529411764705,0.75,-0.13235294117647056
multiclass,ecoli,entropy,0.5,0.1323529411764706,0.8888888888888888,0.006535947712418277
multiclass,ecoli,entropy,0.7,0.5735294117647058,0.9743589743589743,0.09200603318250378
multiclass,ecoli,entropy,1.0,0.5735294117647058,0.9743589743589743,0.09200603318250378
multiclass,ecoli,ensured,0.3,0.3088235294117647,1.0,0.11764705882352944
multiclass,ecoli,ensured,0.5,0.4852941176470588,1.0,0.11764705882352944
multiclass,ecoli,ensured,0.7,0.5147058823529411,0.9714285714285714,0.08907563025210086
multiclass,ecoli,ensured,1.0,0.5735294117647058,0.9743589743589743,0.09200603318250378
multiclass,glass,hinge,0.3,0.3953488372093023,0.8823529411764706,0.11491108071135425
multiclass,glass,hinge,0.5,0.3953488372093023,0.8823529411764706,0.11491108071135425
multiclass,glass,hinge,0.7,0.3953488372093023,0.8823529411764706,0.11491108071135425
multiclass,glass,hinge,1.0,0.3953488372093023,0.8823529411764706,0.11491108071135425
multiclass,glass,margin,0.3,0.0,,
multiclass,glass,margin,0.5,0.023255813953488372,1.0,0.2325581395348837
multiclass,glass,margin,0.7,0.3953488372093023,0.8823529411764706,0.11491108071135425
multiclass,glass,margin,1.0,0.3953488372093023,0.8823529411764706,0.11491108071135425
multiclass,glass,entropy,0.3,0.0,,
multiclass,glass,entropy,0.5,0.09302325581395349,1.0,0.2325581395348837
multiclass,glass,entropy,0.7,0.3953488372093023,0.8823529411764706,0.11491108071135425
multiclass,glass,entropy,1.0,0.3953488372093023,0.8823529411764706,0.11491108071135425
multiclass,glass,ensured,0.3,0.11627906976744186,1.0,0.2325581395348837
multiclass,glass,ensured,0.5,0.32558139534883723,1.0,0.2325581395348837
multiclass,glass,ensured,0.7,0.32558139534883723,1.0,0.2325581395348837
multiclass,glass,ensured,1.0,0.3953488372093023,0.8823529411764706,0.11491108071135425
multiclass,heat,hinge,0.3,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,heat,hinge,0.5,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,heat,hinge,0.7,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,heat,hinge,1.0,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,heat,margin,0.3,0.06493506493506493,1.0,0.00649350649350644
multiclass,heat,margin,0.5,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,heat,margin,0.7,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,heat,margin,1.0,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,heat,entropy,0.3,0.06493506493506493,1.0,0.00649350649350644
multiclass,heat,entropy,0.5,0.36363636363636365,0.9821428571428571,-0.011363636363636465
multiclass,heat,entropy,0.7,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,heat,entropy,1.0,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,heat,ensured,0.3,0.8571428571428571,1.0,0.00649350649350644
multiclass,heat,ensured,0.5,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,heat,ensured,0.7,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,heat,ensured,1.0,0.9675324675324676,0.9932885906040269,-0.00021790290246670452
multiclass,image,hinge,0.3,0.9783549783549783,0.9800884955752213,0.008227023713749393
multiclass,image,hinge,0.5,0.9783549783549783,0.9800884955752213,0.008227023713749393
multiclass,image,hinge,0.7,0.9783549783549783,0.9800884955752213,0.008227023713749393
multiclass,image,hinge,1.0,0.9783549783549783,0.9800884955752213,0.008227023713749393
multiclass,image,margin,0.3,0.021645021645021644,0.6,-0.3718614718614719
multiclass,image,margin,0.5,0.06060606060606061,0.7142857142857143,-0.25757575757575757
multiclass,image,margin,0.7,0.9783549783549783,0.9800884955752213,0.008227023713749393
multiclass,image,margin,1.0,0.9783549783549783,0.9800884955752213,0.008227023713749393
multiclass,image,entropy,0.3,0.047619047619047616,0.6818181818181818,-0.2900432900432901
multiclass,image,entropy,0.5,0.15584415584415584,0.875,-0.09686147186147187
multiclass,image,entropy,0.7,0.9783549783549783,0.9800884955752213,0.008227023713749393
multiclass,image,entropy,1.0,0.9783549783549783,0.9800884955752213,0.008227023713749393
multiclass,image,ensured,0.3,0.8593073593073594,0.9974811083123426,0.02561963645087073
multiclass,image,ensured,0.5,0.9199134199134199,0.9952941176470588,0.023432645785586903
multiclass,image,ensured,0.7,0.9826839826839827,0.9801762114537445,0.00831473959227258
multiclass,image,ensured,1.0,0.9783549783549783,0.9800884955752213,0.008227023713749393
multiclass,iris,hinge,0.3,0.0,,
multiclass,iris,hinge,0.5,0.0,,
multiclass,iris,hinge,0.7,0.0,,
multiclass,iris,hinge,1.0,0.0,,
multiclass,iris,margin,0.3,0.0,,
multiclass,iris,margin,0.5,0.0,,
multiclass,iris,margin,0.7,0.0,,
multiclass,iris,margin,1.0,0.0,,
multiclass,iris,entropy,0.3,0.03333333333333333,1.0,0.06666666666666665
multiclass,iris,entropy,0.5,0.13333333333333333,1.0,0.06666666666666665
multiclass,iris,entropy,0.7,0.0,,
multiclass,iris,entropy,1.0,0.0,,
multiclass,iris,ensured,0.3,0.0,,
multiclass,iris,ensured,0.5,0.0,,
multiclass,iris,ensured,0.7,0.0,,
multiclass,iris,ensured,1.0,0.0,,
multiclass,steel,hinge,0.3,0.583547557840617,0.9251101321585903,0.1616139881997214
multiclass,steel,hinge,0.5,0.583547557840617,0.9251101321585903,0.1616139881997214
multiclass,steel,hinge,0.7,0.583547557840617,0.9251101321585903,0.1616139881997214
multiclass,steel,hinge,1.0,0.583547557840617,0.9251101321585903,0.1616139881997214
multiclass,steel,margin,0.3,0.028277634961439587,0.6363636363636364,-0.12713250759523254
multiclass,steel,margin,0.5,0.05398457583547558,0.47619047619047616,-0.2873056677683927
multiclass,steel,margin,0.7,0.583547557840617,0.9251101321585903,0.1616139881997214
multiclass,steel,margin,1.0,0.583547557840617,0.9251101321585903,0.1616139881997214
multiclass,steel,entropy,0.3,0.15938303341902313,0.5161290322580645,-0.2473671117008044
multiclass,steel,entropy,0.5,0.16195372750642673,0.7619047619047619,-0.0015913820541070267
multiclass,steel,entropy,0.7,0.480719794344473,0.9090909090909091,0.14559476513204017
multiclass,steel,entropy,1.0,0.583547557840617,0.9251101321585903,0.1616139881997214
multiclass,steel,ensured,0.3,0.35475578406169667,0.9855072463768116,0.22201110241794275
multiclass,steel,ensured,0.5,0.5732647814910026,0.9282511210762332,0.1647549771173643
multiclass,steel,ensured,0.7,0.6118251928020566,0.9159663865546218,0.15247024259575293
multiclass,steel,ensured,1.0,0.583547557840617,0.9251101321585903,0.1616139881997214
multiclass,tae,hinge,0.3,0.2903225806451613,0.4444444444444444,0.025089605734766984
multiclass,tae,hinge,0.5,0.2903225806451613,0.4444444444444444,0.025089605734766984
multiclass,tae,hinge,0.7,0.2903225806451613,0.4444444444444444,0.025089605734766984
multiclass,tae,hinge,1.0,0.2903225806451613,0.4444444444444444,0.025089605734766984
multiclass,tae,margin,0.3,0.0,,
multiclass,tae,margin,0.5,0.0,,
multiclass,tae,margin,0.7,0.2903225806451613,0.4444444444444444,0.025089605734766984
multiclass,tae,margin,1.0,0.2903225806451613,0.4444444444444444,0.025089605734766984
multiclass,tae,entropy,0.3,0.03225806451612903,1.0,0.5806451612903225
multiclass,tae,entropy,0.5,0.2903225806451613,0.4444444444444444,0.025089605734766984
multiclass,tae,entropy,0.7,0.2903225806451613,0.4444444444444444,0.025089605734766984
multiclass,tae,entropy,1.0,0.2903225806451613,0.4444444444444444,0.025089605734766984
multiclass,tae,ensured,0.3,0.1935483870967742,0.6666666666666666,0.2473118279569892
multiclass,tae,ensured,0.5,0.25806451612903225,0.5,0.08064516129032256
multiclass,tae,ensured,0.7,0.25806451612903225,0.5,0.08064516129032256
multiclass,tae,ensured,1.0,0.2903225806451613,0.4444444444444444,0.025089605734766984
multiclass,user,hinge,0.3,0.8765432098765432,0.9295774647887324,0.01599721787515218
multiclass,user,hinge,0.5,0.8765432098765432,0.9295774647887324,0.01599721787515218
multiclass,user,hinge,0.7,0.8765432098765432,0.9295774647887324,0.01599721787515218
multiclass,user,hinge,1.0,0.8765432098765432,0.9295774647887324,0.01599721787515218
multiclass,user,margin,0.3,0.04938271604938271,0.5,-0.4135802469135802
multiclass,user,margin,0.5,0.06172839506172839,0.6,-0.3135802469135802
multiclass,user,margin,0.7,0.8765432098765432,0.9295774647887324,0.01599721787515218
multiclass,user,margin,1.0,0.8765432098765432,0.9295774647887324,0.01599721787515218
multiclass,user,entropy,0.3,0.037037037037037035,1.0,0.0864197530864198
multiclass,user,entropy,0.5,0.345679012345679,0.8928571428571429,-0.02072310405643729
multiclass,user,entropy,0.7,0.8765432098765432,0.9295774647887324,0.01599721787515218
multiclass,user,entropy,1.0,0.8765432098765432,0.9295774647887324,0.01599721787515218
multiclass,user,ensured,0.3,0.5308641975308642,0.9534883720930233,0.03990812517944309
multiclass,user,ensured,0.5,0.8024691358024691,0.9230769230769231,0.009496676163342932
multiclass,user,ensured,0.7,0.9012345679012346,0.9315068493150684,0.017926602401488245
multiclass,user,ensured,1.0,0.8765432098765432,0.9295774647887324,0.01599721787515218
multiclass,vehicle,hinge,0.3,0.611764705882353,0.8942307692307693,0.16481900452488696
multiclass,vehicle,hinge,0.5,0.611764705882353,0.8942307692307693,0.16481900452488696
multiclass,vehicle,hinge,0.7,0.611764705882353,0.8942307692307693,0.16481900452488696
multiclass,vehicle,hinge,1.0,0.611764705882353,0.8942307692307693,0.16481900452488696
multiclass,vehicle,margin,0.3,0.011764705882352941,0.5,-0.22941176470588232
multiclass,vehicle,margin,0.5,0.058823529411764705,0.4,-0.3294117647058823
multiclass,vehicle,margin,0.7,0.611764705882353,0.8942307692307693,0.16481900452488696
multiclass,vehicle,margin,1.0,0.611764705882353,0.8942307692307693,0.16481900452488696
multiclass,vehicle,entropy,0.3,0.17058823529411765,0.4827586206896552,-0.24665314401622712
multiclass,vehicle,entropy,0.5,0.27058823529411763,0.6956521739130435,-0.033759590792838856
multiclass,vehicle,entropy,0.7,0.611764705882353,0.8942307692307693,0.16481900452488696
multiclass,vehicle,entropy,1.0,0.611764705882353,0.8942307692307693,0.16481900452488696
multiclass,vehicle,ensured,0.3,0.27058823529411763,1.0,0.2705882352941177
multiclass,vehicle,ensured,0.5,0.45294117647058824,0.987012987012987,0.2576012223071047
multiclass,vehicle,ensured,0.7,0.6411764705882353,0.908256880733945,0.17884511602806263
multiclass,vehicle,ensured,1.0,0.611764705882353,0.8942307692307693,0.16481900452488696
multiclass,vowel,hinge,0.3,0.9797979797979798,0.9278350515463918,0.0035926273039675882
multiclass,vowel,hinge,0.5,0.9797979797979798,0.9278350515463918,0.0035926273039675882
multiclass,vowel,hinge,0.7,0.9797979797979798,0.9278350515463918,0.0035926273039675882
multiclass,vowel,hinge,1.0,0.9797979797979798,0.9278350515463918,0.0035926273039675882
multiclass,vowel,margin,0.3,0.015151515151515152,0.0,-0.9242424242424242
multiclass,vowel,margin,0.5,0.06565656565656566,0.5384615384615384,-0.38578088578088576
multiclass,vowel,margin,0.7,0.9797979797979798,0.9278350515463918,0.0035926273039675882
multiclass,vowel,margin,1.0,0.9797979797979798,0.9278350515463918,0.0035926273039675882
multiclass,vowel,entropy,0.3,0.20202020202020202,0.675,-0.24924242424242415
multiclass,vowel,entropy,0.5,0.6919191919191919,0.8978102189781022,-0.026432205264321995
multiclass,vowel,entropy,0.7,0.9797979797979798,0.9278350515463918,0.0035926273039675882
multiclass,vowel,entropy,1.0,0.9797979797979798,0.9278350515463918,0.0035926273039675882
multiclass,vowel,ensured,0.3,0.5606060606060606,1.0,0.0757575757575758
multiclass,vowel,ensured,0.5,0.7929292929292929,1.0,0.0757575757575758
multiclass,vowel,ensured,0.7,0.9848484848484849,0.9282051282051282,0.0039627039627040395
multiclass,vowel,ensured,1.0,0.9797979797979798,0.9278350515463918,0.0035926273039675882
multiclass,wave,hinge,0.3,0.723,0.9363762102351314,0.07637621023513141
multiclass,wave,hinge,0.5,0.723,0.9363762102351314,0.07637621023513141
multiclass,wave,hinge,0.7,0.723,0.9363762102351314,0.07637621023513141
multiclass,wave,hinge,1.0,0.723,0.9363762102351314,0.07637621023513141
multiclass,wave,margin,0.3,0.05,0.54,-0.31999999999999995
multiclass,wave,margin,0.5,0.073,0.589041095890411,-0.270958904109589
multiclass,wave,margin,0.7,0.723,0.9363762102351314,0.07637621023513141
multiclass,wave,margin,1.0,0.723,0.9363762102351314,0.07637621023513141
multiclass,wave,entropy,0.3,0.127,0.6141732283464567,-0.24582677165354327
multiclass,wave,entropy,0.5,0.169,0.7337278106508875,-0.12627218934911244
multiclass,wave,entropy,0.7,0.364,0.8763736263736264,0.016373626373626382
multiclass,wave,entropy,1.0,0.723,0.9363762102351314,0.07637621023513141
multiclass,wave,ensured,0.3,0.597,0.9547738693467337,0.09477386934673371
multiclass,wave,ensured,0.5,0.723,0.9363762102351314,0.07637621023513141
multiclass,wave,ensured,0.7,0.723,0.9363762102351314,0.07637621023513141
multiclass,wave,ensured,1.0,0.723,0.9363762102351314,0.07637621023513141
multiclass,whole,hinge,0.3,0.11363636363636363,0.9,0.18409090909090908
multiclass,whole,hinge,0.5,0.11363636363636363,0.9,0.18409090909090908
multiclass,whole,hinge,0.7,0.11363636363636363,0.9,0.18409090909090908
multiclass,whole,hinge,1.0,0.11363636363636363,0.9,0.18409090909090908
multiclass,whole,margin,0.3,0.022727272727272728,1.0,0.28409090909090906
multiclass,whole,margin,0.5,0.07954545454545454,0.7142857142857143,-0.0016233766233766378
multiclass,whole,margin,0.7,0.11363636363636363,0.9,0.18409090909090908
multiclass,whole,margin,1.0,0.11363636363636363,0.9,0.18409090909090908
multiclass,whole,entropy,0.3,0.20454545454545456,0.7777777777777778,0.06186868686868685
multiclass,whole,entropy,0.5,0.2159090909090909,0.631578947368421,-0.08433014354066992
multiclass,whole,entropy,0.7,0.11363636363636363,0.9,0.18409090909090908
multiclass,whole,entropy,1.0,0.11363636363636363,0.9,0.18409090909090908
multiclass,whole,ensured,0.3,0.11363636363636363,0.9,0.18409090909090908
multiclass,whole,ensured,0.5,0.11363636363636363,0.9,0.18409090909090908
multiclass,whole,ensured,0.7,0.11363636363636363,0.9,0.18409090909090908
multiclass,whole,ensured,1.0,0.11363636363636363,0.9,0.18409090909090908
multiclass,wine,hinge,0.3,0.0,,
multiclass,wine,hinge,0.5,0.0,,
multiclass,wine,hinge,0.7,0.0,,
multiclass,wine,hinge,1.0,0.0,,
multiclass,wine,margin,0.3,0.027777777777777776,1.0,0.0
multiclass,wine,margin,0.5,0.0,,
multiclass,wine,margin,0.7,0.0,,
multiclass,wine,margin,1.0,0.0,,
multiclass,wine,entropy,0.3,0.0,,
multiclass,wine,entropy,0.5,0.0,,
multiclass,wine,entropy,0.7,0.027777777777777776,1.0,0.0
multiclass,wine,entropy,1.0,0.0,,
multiclass,wine,ensured,0.3,0.0,,
multiclass,wine,ensured,0.5,0.0,,
multiclass,wine,ensured,0.7,0.0,,
multiclass,wine,ensured,1.0,0.0,,
multiclass,wineR,hinge,0.3,0.2875,0.8804347826086957,0.19918478260869565
multiclass,wineR,hinge,0.5,0.2875,0.8804347826086957,0.19918478260869565
multiclass,wineR,hinge,0.7,0.2875,0.8804347826086957,0.19918478260869565
multiclass,wineR,hinge,1.0,0.2875,0.8804347826086957,0.19918478260869565
multiclass,wineR,margin,0.3,0.03125,0.6,-0.08125000000000004
multiclass,wineR,margin,0.5,0.059375,0.47368421052631576,-0.20756578947368426
multiclass,wineR,margin,0.7,0.2875,0.8804347826086957,0.19918478260869565
multiclass,wineR,margin,1.0,0.2875,0.8804347826086957,0.19918478260869565
multiclass,wineR,entropy,0.3,0.115625,0.5135135135135135,-0.16773648648648654
multiclass,wineR,entropy,0.5,0.1625,0.75,0.06874999999999998
multiclass,wineR,entropy,0.7,0.2875,0.8804347826086957,0.19918478260869565
multiclass,wineR,entropy,1.0,0.2875,0.8804347826086957,0.19918478260869565
multiclass,wineR,ensured,0.3,0.14375,0.9347826086956522,0.2535326086956522
multiclass,wineR,ensured,0.5,0.296875,0.8842105263157894,0.20296052631578942
multiclass,wineR,ensured,0.7,0.296875,0.8842105263157894,0.20296052631578942
multiclass,wineR,ensured,1.0,0.2875,0.8804347826086957,0.19918478260869565
multiclass,wineW,hinge,0.3,0.36020408163265305,0.8583569405099151,0.22672428744869055
multiclass,wineW,hinge,0.5,0.36020408163265305,0.8583569405099151,0.22672428744869055
multiclass,wineW,hinge,0.7,0.36020408163265305,0.8583569405099151,0.22672428744869055
multiclass,wineW,hinge,1.0,0.36020408163265305,0.8583569405099151,0.22672428744869055
multiclass,wineW,margin,0.3,0.02040816326530612,0.5,-0.1316326530612245
multiclass,wineW,margin,0.5,0.05408163265306123,0.4339622641509434,-0.1976703889102811
multiclass,wineW,margin,0.7,0.36020408163265305,0.8583569405099151,0.22672428744869055
multiclass,wineW,margin,1.0,0.36020408163265305,0.8583569405099151,0.22672428744869055
multiclass,wineW,entropy,0.3,0.09591836734693877,0.43617021276595747,-0.19546244029526705
multiclass,wineW,entropy,0.5,0.12551020408163266,0.6097560975609756,-0.021876555500248918
multiclass,wineW,entropy,0.7,0.36020408163265305,0.8583569405099151,0.22672428744869055
multiclass,wineW,entropy,1.0,0.36020408163265305,0.8583569405099151,0.22672428744869055
multiclass,wineW,ensured,0.3,0.19693877551020408,0.9015544041450777,0.2699217510838532
multiclass,wineW,ensured,0.5,0.3663265306122449,0.8579387186629527,0.22630606560172817
multiclass,wineW,ensured,0.7,0.3663265306122449,0.8579387186629527,0.22630606560172817
multiclass,wineW,ensured,1.0,0.36020408163265305,0.8583569405099151,0.22672428744869055
multiclass,yeast,hinge,0.3,0.26936026936026936,0.7125,0.13674242424242422
multiclass,yeast,hinge,0.5,0.26936026936026936,0.7125,0.13674242424242422
multiclass,yeast,hinge,0.7,0.26936026936026936,0.7125,0.13674242424242422
multiclass,yeast,hinge,1.0,0.26936026936026936,0.7125,0.13674242424242422
multiclass,yeast,margin,0.3,0.02356902356902357,0.7142857142857143,0.1385281385281385
multiclass,yeast,margin,0.5,0.04040404040404041,0.5833333333333334,0.007575757575757569
