arm,strategy,dataset,seed,epsilon,confidence,n_cal,n_test,coverage,lower_ci,upper_ci,violation,structural_violation,reject_rate,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined
C,experimental.difficulty_normalized,breast_cancer,46,0.1,0.9,114,114,0.8859649122807017,0.8128925847615672,0.9378645588097528,True,False,0.10526315789473684,0.9803921568627451,0.8771929824561403,100,102,True
A,builtin.default,colic,42,0.05,0.95,72,72,0.9305555555555556,0.8453326851838769,0.9770683408462724,True,False,0.3055555555555556,0.9,0.625,45,50,True
C,experimental.difficulty_normalized,colic,42,0.05,0.95,72,72,0.9722222222222222,0.9032327108865293,0.9966180996738983,False,False,0.4583333333333333,0.9487179487179487,0.5138888888888888,37,39,True
A,builtin.default,colic,42,0.1,0.9,72,72,0.8055555555555556,0.6953310667013167,0.8894162133215106,True,True,0.0,0.8055555555555556,0.8055555555555556,58,72,True
C,experimental.difficulty_normalized,colic,42,0.1,0.9,72,72,0.8055555555555556,0.6953310667013167,0.8894162133215106,True,True,0.0,0.8055555555555556,0.8055555555555556,58,72,True
A,builtin.default,colic,43,0.05,0.95,72,72,0.9583333333333334,0.8830251801740586,0.9913235026836466,False,False,0.4027777777777778,0.9302325581395349,0.5555555555555556,40,43,True
C,experimental.difficulty_normalized,colic,43,0.05,0.95,72,72,0.9166666666666666,0.8273914153163261,0.9688024908586156,True,False,0.3055555555555556,0.88,0.6111111111111112,44,50,True
A,builtin.default,colic,43,0.1,0.9,72,72,0.9027777777777778,0.8098896595541573,0.9600104990663975,False,False,0.2361111111111111,0.8727272727272727,0.6666666666666666,48,55,True
C,experimental.difficulty_normalized,colic,43,0.1,0.9,72,72,0.8333333333333334,0.7269607210880714,0.9108035939918991,True,False,0.09722222222222222,0.8153846153846154,0.7361111111111112,53,65,True
A,builtin.default,colic,44,0.05,0.95,72,72,0.9444444444444444,0.8638213506873339,0.9846574628888676,True,False,0.3194444444444444,0.9183673469387755,0.625,45,49,True
C,experimental.difficulty_normalized,colic,44,0.05,0.95,72,72,0.9444444444444444,0.8638213506873339,0.9846574628888676,True,False,0.3472222222222222,0.9148936170212766,0.5972222222222222,43,47,True
A,builtin.default,colic,44,0.1,0.9,72,72,0.8611111111111112,0.7593740674969758,0.9313357923031833,True,False,0.06944444444444445,0.8507462686567164,0.7916666666666666,57,67,True
C,experimental.difficulty_normalized,colic,44,0.1,0.9,72,72,0.875,0.7759280642567467,0.9412166829434396,True,False,0.08333333333333333,0.8636363636363636,0.7916666666666666,57,66,True
A,builtin.default,colic,45,0.05,0.95,72,72,0.9583333333333334,0.8830251801740586,0.9913235026836466,False,False,0.5277777777777778,0.9117647058823529,0.4305555555555556,31,34,True
C,experimental.difficulty_normalized,colic,45,0.05,0.95,72,72,0.9583333333333334,0.8830251801740586,0.9913235026836466,False,False,0.5972222222222222,0.896551724137931,0.3611111111111111,26,29,True
A,builtin.default,colic,45,0.1,0.9,72,72,0.8472222222222222,0.7430598767517241,0.9211880368122047,True,False,0.18055555555555555,0.8135593220338984,0.6666666666666666,48,59,True
C,experimental.difficulty_normalized,colic,45,0.1,0.9,72,72,0.8611111111111112,0.7593740674969758,0.9313357923031833,True,False,0.20833333333333334,0.8245614035087719,0.6527777777777778,47,57,True
A,builtin.default,colic,46,0.05,0.95,72,72,0.9305555555555556,0.8453326851838769,0.9770683408462724,True,False,0.3888888888888889,0.8863636363636364,0.5416666666666666,39,44,True
C,experimental.difficulty_normalized,colic,46,0.05,0.95,72,72,0.9722222222222222,0.9032327108865293,0.9966180996738983,False,False,0.5555555555555556,0.9375,0.4166666666666667,30,32,True
A,builtin.default,colic,46,0.1,0.9,72,72,0.8888888888888888,0.7927531293329052,0.9507919607293592,True,False,0.20833333333333334,0.8596491228070176,0.6805555555555556,49,57,True
C,experimental.difficulty_normalized,colic,46,0.1,0.9,72,72,0.8611111111111112,0.7593740674969758,0.9313357923031833,True,False,0.18055555555555555,0.864406779661017,0.7083333333333334,51,59,True
A,builtin.default,creditA,42,0.05,0.95,138,138,0.8840579710144928,0.818553104790822,0.9322568374110942,True,True,0.09420289855072464,0.872,0.7898550724637681,109,125,True
C,experimental.difficulty_normalized,creditA,42,0.05,0.95,138,138,0.9130434782608695,0.8530309325471026,0.9542588878502754,True,False,0.1956521739130435,0.8918918918918919,0.717391304347826,99,111,True
A,builtin.default,creditA,42,0.1,0.9,138,138,0.8260869565217391,0.7523734629400928,0.8852770730454169,True,True,0.036231884057971016,0.8571428571428571,0.8260869565217391,114,133,True
C,experimental.difficulty_normalized,creditA,42,0.1,0.9,138,138,0.8333333333333334,0.7604881175699686,0.891316107317931,True,True,0.036231884057971016,0.8571428571428571,0.8260869565217391,114,133,True
A,builtin.default,creditA,43,0.05,0.95,138,138,0.9492753623188406,0.8982810319482651,0.9793656359310434,True,False,0.21014492753623187,0.9357798165137615,0.7391304347826086,102,109,True
C,experimental.difficulty_normalized,creditA,43,0.05,0.95,138,138,0.927536231884058,0.8707743093020052,0.9647054469356416,True,False,0.16666666666666666,0.9130434782608695,0.7608695652173914,105,115,True
A,builtin.default,creditA,43,0.1,0.9,138,138,0.9057971014492754,0.844297824232858,0.9488822616884096,False,False,0.057971014492753624,0.9,0.8478260869565217,117,130,True
C,experimental.difficulty_normalized,creditA,43,0.1,0.9,138,138,0.9057971014492754,0.844297824232858,0.9488822616884096,False,False,0.07246376811594203,0.8984375,0.8333333333333334,115,128,True
A,builtin.default,creditA,44,0.05,0.95,138,138,0.9420289855072463,0.8889697733125833,0.9746428256157472,True,False,0.2246376811594203,0.9252336448598131,0.717391304347826,99,107,True
C,experimental.difficulty_normalized,creditA,44,0.05,0.95,138,138,0.9420289855072463,0.8889697733125833,0.9746428256157472,True,False,0.2463768115942029,0.9230769230769231,0.6956521739130435,96,104,True
A,builtin.default,creditA,44,0.1,0.9,138,138,0.8333333333333334,0.7604881175699686,0.891316107317931,True,True,0.036231884057971016,0.8270676691729323,0.7971014492753623,110,133,True
C,experimental.difficulty_normalized,creditA,44,0.1,0.9,138,138,0.8115942028985508,0.736257122781119,0.8730809230173384,True,True,0.050724637681159424,0.8244274809160306,0.782608695652174,108,131,True
