task_type,dataset,ncf,w,accept_rate,accepted_accuracy,accepted_accuracy_delta,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined
multiclass,cmc,ensured,0.3,0.08813559322033898,0.6538461538461539,0.13859191655801828,0.6538461538461539,0.0576271186440678,17,26,True
multiclass,cmc,ensured,0.5,0.13898305084745763,0.7804878048780488,0.26523356758991323,0.7804878048780488,0.10847457627118644,32,41,True
multiclass,cmc,ensured,0.7,0.2,0.8135593220338984,0.2983050847457628,0.8135593220338984,0.16271186440677965,48,59,True
multiclass,cmc,ensured,1.0,0.18305084745762712,0.7777777777777778,0.2625235404896422,0.7592592592592593,0.13898305084745763,41,54,True
multiclass,cool,default,0.3,0.974025974025974,0.9733333333333334,0.012294372294372358,0.9733333333333334,0.948051948051948,146,150,True
multiclass,cool,default,0.5,0.974025974025974,0.9733333333333334,0.012294372294372358,0.9733333333333334,0.948051948051948,146,150,True
multiclass,cool,default,0.7,0.974025974025974,0.9733333333333334,0.012294372294372358,0.9733333333333334,0.948051948051948,146,150,True
multiclass,cool,default,1.0,0.974025974025974,0.9733333333333334,0.012294372294372358,0.9733333333333334,0.948051948051948,146,150,True
multiclass,cool,ensured,0.3,0.8376623376623377,1.0,0.038961038961038974,1.0,0.8376623376623377,129,129,True
multiclass,cool,ensured,0.5,0.9675324675324676,0.9731543624161074,0.012115401377146395,0.9731543624161074,0.9415584415584416,145,149,True
multiclass,cool,ensured,0.7,0.974025974025974,0.9733333333333334,0.012294372294372358,0.9733333333333334,0.948051948051948,146,150,True
multiclass,cool,ensured,1.0,0.974025974025974,0.9733333333333334,0.012294372294372358,0.9733333333333334,0.948051948051948,146,150,True
multiclass,ecoli,default,0.3,0.5735294117647058,0.9743589743589743,0.09200603318250378,0.8461538461538461,0.4852941176470588,33,39,True
multiclass,ecoli,default,0.5,0.5735294117647058,0.9743589743589743,0.09200603318250378,0.8461538461538461,0.4852941176470588,33,39,True
multiclass,ecoli,default,0.7,0.5735294117647058,0.9743589743589743,0.09200603318250378,0.8461538461538461,0.4852941176470588,33,39,True
multiclass,ecoli,default,1.0,0.5735294117647058,0.9743589743589743,0.09200603318250378,0.8461538461538461,0.4852941176470588,33,39,True
multiclass,ecoli,ensured,0.3,0.3088235294117647,1.0,0.11764705882352944,1.0,0.3088235294117647,21,21,True
multiclass,ecoli,ensured,0.5,0.4852941176470588,1.0,0.11764705882352944,1.0,0.4852941176470588,33,33,True
multiclass,ecoli,ensured,0.7,0.5147058823529411,0.9714285714285714,0.08907563025210086,0.9714285714285714,0.5,34,35,True
multiclass,ecoli,ensured,1.0,0.5735294117647058,0.9743589743589743,0.09200603318250378,0.8461538461538461,0.4852941176470588,33,39,True
multiclass,glass,default,0.3,0.3953488372093023,0.8823529411764706,0.11491108071135425,0.8235294117647058,0.32558139534883723,14,17,True
multiclass,glass,default,0.5,0.3953488372093023,0.8823529411764706,0.11491108071135425,0.8235294117647058,0.32558139534883723,14,17,True
multiclass,glass,default,0.7,0.3953488372093023,0.8823529411764706,0.11491108071135425,0.8235294117647058,0.32558139534883723,14,17,True
multiclass,glass,default,1.0,0.3953488372093023,0.8823529411764706,0.11491108071135425,0.8235294117647058,0.32558139534883723,14,17,True
multiclass,glass,ensured,0.3,0.11627906976744186,1.0,0.2325581395348837,1.0,0.11627906976744186,5,5,True
multiclass,glass,ensured,0.5,0.32558139534883723,1.0,0.2325581395348837,1.0,0.32558139534883723,14,14,True
multiclass,glass,ensured,0.7,0.32558139534883723,1.0,0.2325581395348837,1.0,0.32558139534883723,14,14,True
multiclass,glass,ensured,1.0,0.3953488372093023,0.8823529411764706,0.11491108071135425,0.8235294117647058,0.32558139534883723,14,17,True
multiclass,heat,default,0.3,0.9675324675324676,0.9932885906040269,-0.00021790290246670452,0.9932885906040269,0.961038961038961,148,149,True
multiclass,heat,default,0.5,0.9675324675324676,0.9932885906040269,-0.00021790290246670452,0.9932885906040269,0.961038961038961,148,149,True
multiclass,heat,default,0.7,0.9675324675324676,0.9932885906040269,-0.00021790290246670452,0.9932885906040269,0.961038961038961,148,149,True
multiclass,heat,default,1.0,0.9675324675324676,0.9932885906040269,-0.00021790290246670452,0.9932885906040269,0.961038961038961,148,149,True
multiclass,heat,ensured,0.3,0.8571428571428571,1.0,0.00649350649350644,1.0,0.8571428571428571,132,132,True
multiclass,heat,ensured,0.5,0.9675324675324676,0.9932885906040269,-0.00021790290246670452,0.9932885906040269,0.961038961038961,148,149,True
multiclass,heat,ensured,0.7,0.9675324675324676,0.9932885906040269,-0.00021790290246670452,0.9932885906040269,0.961038961038961,148,149,True
multiclass,heat,ensured,1.0,0.9675324675324676,0.9932885906040269,-0.00021790290246670452,0.9932885906040269,0.961038961038961,148,149,True
multiclass,image,default,0.3,0.9761904761904762,0.9822616407982262,0.010400168936754328,0.9844789356984479,0.961038961038961,444,451,True
multiclass,image,default,0.5,0.9761904761904762,0.9822616407982262,0.010400168936754328,0.9844789356984479,0.961038961038961,444,451,True
multiclass,image,default,0.7,0.9761904761904762,0.9822616407982262,0.010400168936754328,0.9844789356984479,0.961038961038961,444,451,True
multiclass,image,default,1.0,0.9761904761904762,0.9822616407982262,0.010400168936754328,0.9844789356984479,0.961038961038961,444,451,True
multiclass,image,ensured,0.3,0.854978354978355,0.9974683544303797,0.025606882568907863,0.9974683544303797,0.8528138528138528,394,395,True
multiclass,image,ensured,0.5,0.9199134199134199,0.9952941176470588,0.023432645785586903,0.9952941176470588,0.9155844155844156,423,425,True
multiclass,image,ensured,0.7,0.9913419913419913,0.9737991266375546,0.0019376547760827645,0.9781659388646288,0.9696969696969697,448,458,True
multiclass,image,ensured,1.0,0.9761904761904762,0.9822616407982262,0.010400168936754328,0.9844789356984479,0.961038961038961,444,451,True
multiclass,iris,default,0.3,0.0,,,,0.0,0,0,False
multiclass,iris,default,0.5,0.0,,,,0.0,0,0,False
multiclass,iris,default,0.7,0.0,,,,0.0,0,0,False
multiclass,iris,default,1.0,0.0,,,,0.0,0,0,False
multiclass,iris,ensured,0.3,0.0,,,,0.0,0,0,False
multiclass,iris,ensured,0.5,0.0,,,,0.0,0,0,False
multiclass,iris,ensured,0.7,0.0,,,,0.0,0,0,False
multiclass,iris,ensured,1.0,0.0,,,,0.0,0,0,False
multiclass,steel,default,0.3,0.583547557840617,0.9251101321585903,0.1616139881997214,0.9074889867841409,0.5295629820051414,206,227,True
multiclass,steel,default,0.5,0.583547557840617,0.9251101321585903,0.1616139881997214,0.9074889867841409,0.5295629820051414,206,227,True
multiclass,steel,default,0.7,0.583547557840617,0.9251101321585903,0.1616139881997214,0.9074889867841409,0.5295629820051414,206,227,True
multiclass,steel,default,1.0,0.583547557840617,0.9251101321585903,0.1616139881997214,0.9074889867841409,0.5295629820051414,206,227,True
multiclass,steel,ensured,0.3,0.35475578406169667,0.9855072463768116,0.22201110241794275,0.9855072463768116,0.3496143958868895,136,138,True
multiclass,steel,ensured,0.5,0.5732647814910026,0.9282511210762332,0.1647549771173643,0.9282511210762332,0.532133676092545,207,223,True
multiclass,steel,ensured,0.7,0.6118251928020566,0.9159663865546218,0.15247024259575293,0.9159663865546218,0.5604113110539846,218,238,True
multiclass,steel,ensured,1.0,0.583547557840617,0.9251101321585903,0.1616139881997214,0.9074889867841409,0.5295629820051414,206,227,True
multiclass,tae,default,0.3,0.2903225806451613,0.4444444444444444,0.025089605734766984,0.5555555555555556,0.16129032258064516,5,9,True
multiclass,tae,default,0.5,0.2903225806451613,0.4444444444444444,0.025089605734766984,0.5555555555555556,0.16129032258064516,5,9,True
multiclass,tae,default,0.7,0.2903225806451613,0.4444444444444444,0.025089605734766984,0.5555555555555556,0.16129032258064516,5,9,True
multiclass,tae,default,1.0,0.2903225806451613,0.4444444444444444,0.025089605734766984,0.5555555555555556,0.16129032258064516,5,9,True
multiclass,tae,ensured,0.3,0.1935483870967742,0.6666666666666666,0.2473118279569892,0.6666666666666666,0.12903225806451613,4,6,True
multiclass,tae,ensured,0.5,0.25806451612903225,0.5,0.08064516129032256,0.5,0.12903225806451613,4,8,True
multiclass,tae,ensured,0.7,0.25806451612903225,0.5,0.08064516129032256,0.5,0.12903225806451613,4,8,True
multiclass,tae,ensured,1.0,0.2903225806451613,0.4444444444444444,0.025089605734766984,0.5555555555555556,0.16129032258064516,5,9,True
multiclass,user,default,0.3,0.8765432098765432,0.9295774647887324,0.01599721787515218,0.8732394366197183,0.7654320987654321,62,71,True
multiclass,user,default,0.5,0.8765432098765432,0.9295774647887324,0.01599721787515218,0.8732394366197183,0.7654320987654321,62,71,True
multiclass,user,default,0.7,0.8765432098765432,0.9295774647887324,0.01599721787515218,0.8732394366197183,0.7654320987654321,62,71,True
multiclass,user,default,1.0,0.8765432098765432,0.9295774647887324,0.01599721787515218,0.8732394366197183,0.7654320987654321,62,71,True
multiclass,user,ensured,0.3,0.5308641975308642,0.9534883720930233,0.03990812517944309,0.9534883720930233,0.5061728395061729,41,43,True
multiclass,user,ensured,0.5,0.8024691358024691,0.9230769230769231,0.009496676163342932,0.9230769230769231,0.7407407407407407,60,65,True
multiclass,user,ensured,0.7,0.9012345679012346,0.9315068493150684,0.017926602401488245,0.9178082191780822,0.8271604938271605,67,73,True
multiclass,user,ensured,1.0,0.8765432098765432,0.9295774647887324,0.01599721787515218,0.8732394366197183,0.7654320987654321,62,71,True
multiclass,vehicle,default,0.3,0.611764705882353,0.8942307692307693,0.16481900452488696,0.9038461538461539,0.5529411764705883,94,104,True
multiclass,vehicle,default,0.5,0.611764705882353,0.8942307692307693,0.16481900452488696,0.9038461538461539,0.5529411764705883,94,104,True
multiclass,vehicle,default,0.7,0.611764705882353,0.8942307692307693,0.16481900452488696,0.9038461538461539,0.5529411764705883,94,104,True
multiclass,vehicle,default,1.0,0.611764705882353,0.8942307692307693,0.16481900452488696,0.9038461538461539,0.5529411764705883,94,104,True
multiclass,vehicle,ensured,0.3,0.27058823529411763,1.0,0.2705882352941177,1.0,0.27058823529411763,46,46,True
multiclass,vehicle,ensured,0.5,0.45294117647058824,0.987012987012987,0.2576012223071047,0.987012987012987,0.4470588235294118,76,77,True
multiclass,vehicle,ensured,0.7,0.6411764705882353,0.908256880733945,0.17884511602806263,0.908256880733945,0.5823529411764706,99,109,True
multiclass,vehicle,ensured,1.0,0.611764705882353,0.8942307692307693,0.16481900452488696,0.9038461538461539,0.5529411764705883,94,104,True
multiclass,vowel,default,0.3,0.9797979797979798,0.9278350515463918,0.0035926273039675882,0.9536082474226805,0.9343434343434344,185,194,True
multiclass,vowel,default,0.5,0.9797979797979798,0.9278350515463918,0.0035926273039675882,0.9536082474226805,0.9343434343434344,185,194,True
multiclass,vowel,default,0.7,0.9797979797979798,0.9278350515463918,0.0035926273039675882,0.9536082474226805,0.9343434343434344,185,194,True
multiclass,vowel,default,1.0,0.9797979797979798,0.9278350515463918,0.0035926273039675882,0.9536082474226805,0.9343434343434344,185,194,True
multiclass,vowel,ensured,0.3,0.5606060606060606,1.0,0.0757575757575758,1.0,0.5606060606060606,111,111,True
multiclass,vowel,ensured,0.5,0.7929292929292929,1.0,0.0757575757575758,1.0,0.7929292929292929,157,157,True
multiclass,vowel,ensured,0.7,0.9848484848484849,0.9282051282051282,0.0039627039627040395,0.9487179487179487,0.9343434343434344,185,195,True
multiclass,vowel,ensured,1.0,0.9797979797979798,0.9278350515463918,0.0035926273039675882,0.9536082474226805,0.9343434343434344,185,194,True
multiclass,wave,default,0.3,0.723,0.9363762102351314,0.07637621023513141,0.9363762102351314,0.677,677,723,True
multiclass,wave,default,0.5,0.723,0.9363762102351314,0.07637621023513141,0.9363762102351314,0.677,677,723,True
multiclass,wave,default,0.7,0.723,0.9363762102351314,0.07637621023513141,0.9363762102351314,0.677,677,723,True
multiclass,wave,default,1.0,0.723,0.9363762102351314,0.07637621023513141,0.9363762102351314,0.677,677,723,True
multiclass,wave,ensured,0.3,0.597,0.9547738693467337,0.09477386934673371,0.9547738693467337,0.57,570,597,True
multiclass,wave,ensured,0.5,0.723,0.9363762102351314,0.07637621023513141,0.9363762102351314,0.677,677,723,True
multiclass,wave,ensured,0.7,0.723,0.9363762102351314,0.07637621023513141,0.9363762102351314,0.677,677,723,True
multiclass,wave,ensured,1.0,0.723,0.9363762102351314,0.07637621023513141,0.9363762102351314,0.677,677,723,True
multiclass,whole,default,0.3,0.11363636363636363,0.9,0.18409090909090908,0.9,0.10227272727272728,9,10,True
multiclass,whole,default,0.5,0.11363636363636363,0.9,0.18409090909090908,0.9,0.10227272727272728,9,10,True
multiclass,whole,default,0.7,0.11363636363636363,0.9,0.18409090909090908,0.9,0.10227272727272728,9,10,True
multiclass,whole,default,1.0,0.11363636363636363,0.9,0.18409090909090908,0.9,0.10227272727272728,9,10,True
multiclass,whole,ensured,0.3,0.11363636363636363,0.9,0.18409090909090908,0.9,0.10227272727272728,9,10,True
multiclass,whole,ensured,0.5,0.11363636363636363,0.9,0.18409090909090908,0.9,0.10227272727272728,9,10,True
multiclass,whole,ensured,0.7,0.11363636363636363,0.9,0.18409090909090908,0.9,0.10227272727272728,9,10,True
multiclass,whole,ensured,1.0,0.11363636363636363,0.9,0.18409090909090908,0.9,0.10227272727272728,9,10,True
multiclass,wine,default,0.3,0.0,,,,0.0,0,0,False
multiclass,wine,default,0.5,0.0,,,,0.0,0,0,False
multiclass,wine,default,0.7,0.0,,,,0.0,0,0,False
multiclass,wine,default,1.0,0.0,,,,0.0,0,0,False
multiclass,wine,ensured,0.3,0.0,,,,0.0,0,0,False
multiclass,wine,ensured,0.5,0.0,,,,0.0,0,0,False
multiclass,wine,ensured,0.7,0.0,,,,0.0,0,0,False
multiclass,wine,ensured,1.0,0.0,,,,0.0,0,0,False
multiclass,wineR,default,0.3,0.2875,0.8804347826086957,0.19918478260869565,0.8695652173913043,0.25,80,92,True
multiclass,wineR,default,0.5,0.2875,0.8804347826086957,0.19918478260869565,0.8695652173913043,0.25,80,92,True
multiclass,wineR,default,0.7,0.2875,0.8804347826086957,0.19918478260869565,0.8695652173913043,0.25,80,92,True
multiclass,wineR,default,1.0,0.2875,0.8804347826086957,0.19918478260869565,0.8695652173913043,0.25,80,92,True
multiclass,wineR,ensured,0.3,0.14375,0.9347826086956522,0.2535326086956522,0.9347826086956522,0.134375,43,46,True
multiclass,wineR,ensured,0.5,0.296875,0.8842105263157894,0.20296052631578942,0.8842105263157894,0.2625,84,95,True
multiclass,wineR,ensured,0.7,0.296875,0.8842105263157894,0.20296052631578942,0.8842105263157894,0.2625,84,95,True
multiclass,wineR,ensured,1.0,0.2875,0.8804347826086957,0.19918478260869565,0.8695652173913043,0.25,80,92,True
multiclass,wineW,default,0.3,0.36020408163265305,0.8583569405099151,0.22672428744869055,0.8640226628895185,0.3112244897959184,305,353,True
multiclass,wineW,default,0.5,0.36020408163265305,0.8583569405099151,0.22672428744869055,0.8640226628895185,0.3112244897959184,305,353,True
multiclass,wineW,default,0.7,0.36020408163265305,0.8583569405099151,0.22672428744869055,0.8640226628895185,0.3112244897959184,305,353,True
multiclass,wineW,default,1.0,0.36020408163265305,0.8583569405099151,0.22672428744869055,0.8640226628895185,0.3112244897959184,305,353,True
multiclass,wineW,ensured,0.3,0.19693877551020408,0.9015544041450777,0.2699217510838532,0.9015544041450777,0.17755102040816326,174,193,True
multiclass,wineW,ensured,0.5,0.3663265306122449,0.8579387186629527,0.22630606560172817,0.8579387186629527,0.3142857142857143,308,359,True
multiclass,wineW,ensured,0.7,0.3663265306122449,0.8579387186629527,0.22630606560172817,0.8579387186629527,0.3142857142857143,308,359,True
multiclass,wineW,ensured,1.0,0.36020408163265305,0.8583569405099151,0.22672428744869055,0.8640226628895185,0.3112244897959184,305,353,True
multiclass,yeast,default,0.3,0.26936026936026936,0.7125,0.13674242424242422,0.775,0.20875420875420875,62,80,True
multiclass,yeast,default,0.5,0.26936026936026936,0.7125,0.13674242424242422,0.775,0.20875420875420875,62,80,True
multiclass,yeast,default,0.7,0.26936026936026936,0.7125,0.13674242424242422,0.775,0.20875420875420875,62,80,True
multiclass,yeast,default,1.0,0.26936026936026936,0.7125,0.13674242424242422,0.775,0.20875420875420875,62,80,True
multiclass,yeast,ensured,0.3,0.1717171717171717,0.7647058823529411,0.18894830659536532,0.7647058823529411,0.13131313131313133,39,51,True
multiclass,yeast,ensured,0.5,0.26936026936026936,0.75,0.1742424242424242,0.75,0.20202020202020202,60,80,True
multiclass,yeast,ensured,0.7,0.26936026936026936,0.75,0.1742424242424242,0.75,0.20202020202020202,60,80,True
multiclass,yeast,ensured,1.0,0.26936026936026936,0.7125,0.13674242424242422,0.775,0.20875420875420875,62,80,True
