task_type,dataset,ncf,w,accept_rate,accepted_accuracy,accepted_accuracy_delta,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined
binary,diabetes,ensured,0.3,0.36363636363636365,0.8928571428571429,0.15259740259740262,0.8928571428571429,0.3246753246753247,50,56,True
binary,diabetes,ensured,0.5,0.38961038961038963,0.9,0.15974025974025974,0.9,0.35064935064935066,54,60,True
binary,diabetes,ensured,0.7,0.38961038961038963,0.9,0.15974025974025974,0.9,0.35064935064935066,54,60,True
binary,diabetes,ensured,1.0,0.45454545454545453,0.9,0.15974025974025974,0.9,0.4090909090909091,63,70,True
binary,german,default,0.3,0.2617801047120419,0.84,0.19078534031413608,0.84,0.2198952879581152,42,50,True
binary,german,default,0.5,0.2617801047120419,0.84,0.19078534031413608,0.84,0.2198952879581152,42,50,True
binary,german,default,0.7,0.2617801047120419,0.84,0.19078534031413608,0.84,0.2198952879581152,42,50,True
binary,german,default,1.0,0.2617801047120419,0.84,0.19078534031413608,0.84,0.2198952879581152,42,50,True
binary,german,ensured,0.3,0.09947643979057591,0.21052631578947367,-0.4386883438963902,0.7894736842105263,0.07853403141361257,15,19,True
binary,german,ensured,0.5,0.09947643979057591,0.21052631578947367,-0.4386883438963902,0.7894736842105263,0.07853403141361257,15,19,True
binary,german,ensured,0.7,0.2617801047120419,0.84,0.19078534031413608,0.84,0.2198952879581152,42,50,True
binary,german,ensured,1.0,0.2617801047120419,0.84,0.19078534031413608,0.84,0.2198952879581152,42,50,True
binary,haberman,default,0.3,0.2807017543859649,0.8125,0.14583333333333337,0.8125,0.22807017543859648,13,16,True
binary,haberman,default,0.5,0.2807017543859649,0.8125,0.14583333333333337,0.8125,0.22807017543859648,13,16,True
binary,haberman,default,0.7,0.2807017543859649,0.8125,0.14583333333333337,0.8125,0.22807017543859648,13,16,True
binary,haberman,default,1.0,0.2807017543859649,0.8125,0.14583333333333337,0.8125,0.22807017543859648,13,16,True
binary,haberman,ensured,0.3,0.10526315789473684,0.5,-0.16666666666666663,0.5,0.05263157894736842,3,6,True
binary,haberman,ensured,0.5,0.10526315789473684,0.5,-0.16666666666666663,0.5,0.05263157894736842,3,6,True
binary,haberman,ensured,0.7,0.22807017543859648,0.6923076923076923,0.02564102564102566,0.6923076923076923,0.15789473684210525,9,13,True
binary,haberman,ensured,1.0,0.2807017543859649,0.8125,0.14583333333333337,0.8125,0.22807017543859648,13,16,True
binary,heartC,default,0.3,0.39344262295081966,0.9583333333333334,0.18784153005464488,0.9583333333333334,0.3770491803278688,23,24,True
binary,heartC,default,0.5,0.39344262295081966,0.9583333333333334,0.18784153005464488,0.9583333333333334,0.3770491803278688,23,24,True
binary,heartC,default,0.7,0.39344262295081966,0.9583333333333334,0.18784153005464488,0.9583333333333334,0.3770491803278688,23,24,True
