dataset,confidence,method,difficulty_estimator,requested_reject_rate,empirical_reject_rate,accepted_coverage,accepted_interval_width,accepted_mae,accepted_mse,interval_coverage_all,mse_all,guarantee_status
abalone,0.95,paper_difficulty_mondrian,default,0.30000000000000004,0.28827751196172247,0.8941176470588236,0.19824830608011912,0.045883752043272344,0.004831115552828015,0.888755980861244,0.006335168731635315,target_formal_result
abalone,0.95,paper_difficulty_mondrian,default,0.4,0.39354066985645936,0.9053254437869822,0.1902335469922609,0.04240351052421915,0.004020741748399984,0.888755980861244,0.006335168731635315,target_formal_result
abalone,0.95,paper_difficulty_mondrian,default,0.5,0.4820574162679426,0.9168591224018476,0.18466095972786553,0.04112902935847323,0.003844181475083893,0.888755980861244,0.006335168731635315,target_formal_result
abalone,0.95,threshold_baseline,none,0.1,0.007177033492822967,0.9024096385542169,0.325757575757576,0.07023594377510041,0.010725452948156265,0.90311004784689,0.010658644232395731,heuristic
abalone,0.95,threshold_baseline,none,0.2,0.17583732057416268,0.8577648766328012,0.2685897435897435,0.06853415392058353,0.009621445483179846,0.8779904306220095,0.008589521789641983,heuristic
abalone,0.95,threshold_baseline,none,0.30000000000000004,0.2332535885167464,0.9313572542901716,0.2922619047619048,0.05346858517197831,0.005703631900059167,0.937799043062201,0.005329337171222156,heuristic
abalone,0.95,threshold_baseline,none,0.4,0.4055023923444976,0.8732394366197183,0.26217948717948747,0.06064624929061548,0.007492202196165157,0.9019138755980861,0.006278343349604736,heuristic
abalone,0.95,threshold_baseline,none,0.5,0.65311004784689,0.9827586206896551,0.30192307692307696,0.04100022104332446,0.003250583426851658,0.9210526315789473,0.006700085367848525,heuristic
abalone,0.95,value_bin_width_baseline,predicted_value_bins,,0.26555023923444976,0.8990228013029316,0.1980766247867225,0.04403937878082831,0.003960199655663027,0.9055023923444976,0.006532297116912955,heuristic
abalone,0.95,value_bin_width_baseline,predicted_value_bins,,0.26555023923444976,0.9071661237785016,0.20824608344966647,0.04452119202729953,0.003986155486217289,0.9102870813397129,0.0064898374309352936,heuristic
bank8fm,0.95,paper_difficulty_mondrian,default,0.1,0.09579011592434411,0.9203778677462888,0.12486157115949716,0.026057055673192785,0.0013288296021618023,0.912751677852349,0.0015501657158314293,target_formal_result
bank8fm,0.95,paper_difficulty_mondrian,default,0.2,0.19829164124466137,0.9360730593607306,0.12210618932989684,0.023589701170610742,0.0010837234759155524,0.912751677852349,0.0015501657158314293,target_formal_result
bank8fm,0.95,paper_difficulty_mondrian,default,0.30000000000000004,0.3026235509456986,0.9440069991251093,0.11964787355608689,0.02175893804837462,0.0009417551625025677,0.912751677852349,0.0015501657158314293,target_formal_result
bank8fm,0.95,paper_difficulty_mondrian,default,0.4,0.39780353874313606,0.9544072948328267,0.1176063038033365,0.019619677606678886,0.000789347081014812,0.912751677852349,0.0015501657158314293,target_formal_result
bank8fm,0.95,paper_difficulty_mondrian,default,0.5,0.5033557046979866,0.9791154791154791,0.11538618456342352,0.016141799144940416,0.0005393184645041257,0.912751677852349,0.0015501657158314293,target_formal_result
bank8fm,0.95,threshold_baseline,none,0.1,0.027455765710799267,0.9203262233375157,0.1398767714992879,0.029034359260393144,0.0015769774179779136,0.9225137278828555,0.001535365592718242,heuristic
bank8fm,0.95,threshold_baseline,none,0.2,0.010372178157413058,0.8976572133168927,0.13599738074255788,0.028435140160772063,0.0015645711998002905,0.8987187309334961,0.0015505374688991938,heuristic
bank8fm,0.95,threshold_baseline,none,0.30000000000000004,0.03172666259914582,0.8941398865784499,0.1423479585913746,0.0303422309991044,0.0018441402225111083,0.8956680902989628,0.0018152696565203444,heuristic
bank8fm,0.95,threshold_baseline,none,0.4,0.06467358145210494,0.908675799086758,0.15383536668522302,0.03180119591375903,0.001966637026076897,0.912751677852349,0.0019301730987102046,heuristic
bank8fm,0.95,threshold_baseline,none,0.5,0.03233679072605247,0.8751576292559899,0.14555327418741199,0.032914382010658216,0.0021040812162232162,0.8773642464917633,0.0020831609613919198,heuristic
bank8fm,0.95,value_bin_width_baseline,predicted_value_bins,,0.0,0.9054301403294692,0.11921394454911959,0.02807889363091773,0.0015480082671529382,0.9054301403294692,0.0015480082671529382,heuristic
bank8fm,0.95,value_bin_width_baseline,predicted_value_bins,,0.0,0.9151921903599756,0.11969579691624253,0.028029847212974725,0.0015444384467648944,0.9151921903599756,0.0015444384467648944,heuristic
bank8nm,0.95,paper_difficulty_mondrian,default,0.1,0.09579011592434411,0.9203778677462888,0.11887313586498657,0.021847761219957934,0.001321187569276377,0.9048200122025626,0.0026834350347518516,target_formal_result
bank8nm,0.95,paper_difficulty_mondrian,default,0.2,0.20500305064063454,0.9401381427475057,0.11138126183963426,0.01772701749678885,0.0008638227094587438,0.9048200122025626,0.0026834350347518516,target_formal_result
bank8nm,0.95,paper_difficulty_mondrian,default,0.30000000000000004,0.30323367907260523,0.9632224168126094,0.10668680336229787,0.014053322663281747,0.0005685714814031103,0.9048200122025626,0.0026834350347518516,target_formal_result
bank8nm,0.95,paper_difficulty_mondrian,default,0.4,0.3904820012202563,0.980980980980981,0.10395091339838862,0.010990950993147473,0.00032116734188806037,0.9048200122025626,0.0026834350347518516,target_formal_result
bank8nm,0.95,paper_difficulty_mondrian,default,0.5,0.4899328859060403,0.9892344497607656,0.10198242187564024,0.008699259576859004,0.0002003129829237547,0.9048200122025626,0.0026834350347518516,target_formal_result
bank8nm,0.95,threshold_baseline,none,0.1,0.13239780353874314,0.8860759493670887,0.16262657847572415,0.03331459913872233,0.0030369140115799626,0.9011592434411226,0.0026385719596195376,heuristic
bank8nm,0.95,threshold_baseline,none,0.2,0.18669920683343502,0.8769692423105776,0.15470803101444283,0.0338157840725408,0.00301865023903753,0.8999389871873094,0.0024643149500182477,heuristic
bank8nm,0.95,threshold_baseline,none,0.30000000000000004,0.23856009762050032,0.874198717948718,0.15501757720240666,0.03451849329849264,0.003045722577671532,0.9035997559487492,0.0023506549498166257,heuristic
bank8nm,0.95,threshold_baseline,none,0.4,0.21659548505186088,0.8738317757009346,0.17678477337632906,0.03663135910940583,0.003757527245104245,0.900549115314216,0.003036638927724488,heuristic
bank8nm,0.95,threshold_baseline,none,0.5,0.2214765100671141,0.8573667711598746,0.15693945046258193,0.03426628306130322,0.0035655207232490175,0.8877364246491763,0.002942643927532736,heuristic
bank8nm,0.95,value_bin_width_baseline,predicted_value_bins,,0.4807809640024405,0.8930669800235018,0.03470150167563597,0.009090691674355274,0.00026535298227474386,0.9115314215985357,0.002570719456372452,heuristic
bank8nm,0.95,value_bin_width_baseline,predicted_value_bins,,0.4807809640024405,0.8907168037602821,0.032786612228109774,0.009029766658721147,0.00026682557660844463,0.8981086028065894,0.0025582444639354884,heuristic
boston,0.95,paper_difficulty_mondrian,default,0.1,0.049019607843137254,0.9175257731958762,0.1751412579589186,0.04169694771726757,0.003019229264788477,0.9215686274509804,0.004080068427157179,target_formal_result
boston,0.95,paper_difficulty_mondrian,default,0.2,0.08823529411764706,0.9139784946236559,0.16866301569128844,0.04138257706660112,0.0030074596028944896,0.9215686274509804,0.004080068427157179,target_formal_result
boston,0.95,paper_difficulty_mondrian,default,0.30000000000000004,0.1568627450980392,0.9069767441860466,0.16171370194752172,0.03860902996134612,0.002604476205335622,0.9215686274509804,0.004080068427157179,target_formal_result
boston,0.95,paper_difficulty_mondrian,default,0.4,0.2647058823529412,0.9466666666666667,0.15513475815680527,0.03334923850789939,0.001706989850933857,0.9215686274509804,0.004080068427157179,target_formal_result
boston,0.95,paper_difficulty_mondrian,default,0.5,0.3235294117647059,0.9420289855072463,0.1521950722063125,0.03444698197473343,0.0018024472324232497,0.9215686274509804,0.004080068427157179,target_formal_result
boston,0.95,threshold_baseline,none,0.1,0.049019607843137254,0.8969072164948454,0.21131481481481482,0.04763726613211141,0.005596669933392717,0.9019607843137255,0.005366245935205347,heuristic
boston,0.95,threshold_baseline,none,0.2,0.029411764705882353,0.9595959595959596,0.26949999999999946,0.047407781518892605,0.004143823322387109,0.9509803921568627,0.004303220894187581,heuristic
