confidence,coverage,avg_confidence,accepted_accuracy,ambiguity_rate,novelty_rate
0.8,0.8333333333333334,0.9757894736842104,1.0,0.0,0.16666666666666666
0.82375,0.868421052631579,0.9686026936026936,0.98989898989899,0.0,0.13157894736842105
0.8475,0.9035087719298246,0.959789644012945,0.9902912621359223,0.0,0.09649122807017543
0.8712500000000001,0.9210526315789473,0.956984126984127,0.9809523809523809,0.0,0.07894736842105263
0.895,0.9298245614035088,0.9552672955974842,0.9811320754716981,0.0,0.07017543859649122
0.91875,0.9473684210526315,0.9507716049382716,0.9722222222222222,0.0,0.05263157894736842
0.9425,0.9473684210526315,0.9507716049382716,0.9722222222222222,0.0,0.05263157894736842
0.96625,0.9912280701754386,0.9350294985250738,0.9646017699115044,0.0,0.008771929824561403
0.99,0.9473684210526315,0.9507716049382716,0.9722222222222222,0.05263157894736842,0.0
