seed,model,n_dim,method,significance,metric,value
2,logreg,10,random_pruned_multibin,0.01,representative_violation_rate,0.007261410788381743
2,logreg,10,random_pruned_multibin,0.01,rule_count,8.53012048192771
2,logreg,10,random_pruned_multibin,0.01,candidate_violation_auroc,
2,logreg,10,standard,0.05,representative_violation_rate,0.022132796780684104
2,logreg,10,standard,0.05,rule_count,8.238955823293173
2,logreg,10,standard,0.05,candidate_violation_auroc,
2,logreg,10,multibin_noguard,0.05,representative_violation_rate,0.00808080808080808
2,logreg,10,multibin_noguard,0.05,rule_count,8.85140562248996
2,logreg,10,multibin_noguard,0.05,candidate_violation_auroc,0.8841545048390411
2,logreg,10,guarded,0.05,representative_violation_rate,0.00755939524838013
2,logreg,10,guarded,0.05,rule_count,8.032128514056225
2,logreg,10,guarded,0.05,candidate_violation_auroc,0.8841545048390411
2,logreg,10,random_pruned_multibin,0.05,representative_violation_rate,0.00776914539400666
2,logreg,10,random_pruned_multibin,0.05,rule_count,8.032128514056225
2,logreg,10,random_pruned_multibin,0.05,candidate_violation_auroc,
2,logreg,10,standard,0.1,representative_violation_rate,0.022132796780684104
2,logreg,10,standard,0.1,rule_count,8.238955823293173
2,logreg,10,standard,0.1,candidate_violation_auroc,
2,logreg,10,multibin_noguard,0.1,representative_violation_rate,0.00808080808080808
2,logreg,10,multibin_noguard,0.1,rule_count,8.85140562248996
2,logreg,10,multibin_noguard,0.1,candidate_violation_auroc,0.8841545048390411
2,logreg,10,guarded,0.1,representative_violation_rate,0.00805523590333717
2,logreg,10,guarded,0.1,rule_count,7.467871485943775
2,logreg,10,guarded,0.1,candidate_violation_auroc,0.8841545048390411
2,logreg,10,random_pruned_multibin,0.1,representative_violation_rate,0.006016847172081829
2,logreg,10,random_pruned_multibin,0.1,rule_count,7.467871485943775
2,logreg,10,random_pruned_multibin,0.1,candidate_violation_auroc,
2,logreg,10,standard,0.2,representative_violation_rate,0.022132796780684104
2,logreg,10,standard,0.2,rule_count,8.238955823293173
2,logreg,10,standard,0.2,candidate_violation_auroc,
2,logreg,10,multibin_noguard,0.2,representative_violation_rate,0.00808080808080808
2,logreg,10,multibin_noguard,0.2,rule_count,8.85140562248996
2,logreg,10,multibin_noguard,0.2,candidate_violation_auroc,0.8841545048390411
2,logreg,10,guarded,0.2,representative_violation_rate,0.001314060446780552
2,logreg,10,guarded,0.2,rule_count,6.530120481927711
2,logreg,10,guarded,0.2,candidate_violation_auroc,0.8841545048390411
2,logreg,10,random_pruned_multibin,0.2,representative_violation_rate,0.009641873278236915
2,logreg,10,random_pruned_multibin,0.2,rule_count,6.530120481927711
2,logreg,10,random_pruned_multibin,0.2,candidate_violation_auroc,
2,rf,2,standard,0.01,representative_violation_rate,0.034
2,rf,2,standard,0.01,rule_count,2.0
2,rf,2,standard,0.01,candidate_violation_auroc,
2,rf,2,multibin_noguard,0.01,representative_violation_rate,0.006
2,rf,2,multibin_noguard,0.01,rule_count,2.0
2,rf,2,multibin_noguard,0.01,candidate_violation_auroc,0.9415221181464286
2,rf,2,guarded,0.01,representative_violation_rate,0.003045685279187817
2,rf,2,guarded,0.01,rule_count,1.97
2,rf,2,guarded,0.01,candidate_violation_auroc,0.9415221181464286
2,rf,2,random_pruned_multibin,0.01,representative_violation_rate,0.006091370558375634
2,rf,2,random_pruned_multibin,0.01,rule_count,1.97
2,rf,2,random_pruned_multibin,0.01,candidate_violation_auroc,
2,rf,2,standard,0.05,representative_violation_rate,0.034
2,rf,2,standard,0.05,rule_count,2.0
2,rf,2,standard,0.05,candidate_violation_auroc,
2,rf,2,multibin_noguard,0.05,representative_violation_rate,0.006
2,rf,2,multibin_noguard,0.05,rule_count,2.0
2,rf,2,multibin_noguard,0.05,candidate_violation_auroc,0.9415221181464286
2,rf,2,guarded,0.05,representative_violation_rate,0.0
2,rf,2,guarded,0.05,rule_count,1.888
2,rf,2,guarded,0.05,candidate_violation_auroc,0.9415221181464286
2,rf,2,random_pruned_multibin,0.05,representative_violation_rate,0.005296610169491525
2,rf,2,random_pruned_multibin,0.05,rule_count,1.888
2,rf,2,random_pruned_multibin,0.05,candidate_violation_auroc,
2,rf,2,standard,0.1,representative_violation_rate,0.034
2,rf,2,standard,0.1,rule_count,2.0
2,rf,2,standard,0.1,candidate_violation_auroc,
2,rf,2,multibin_noguard,0.1,representative_violation_rate,0.006
2,rf,2,multibin_noguard,0.1,rule_count,2.0
2,rf,2,multibin_noguard,0.1,candidate_violation_auroc,0.9415221181464286
2,rf,2,guarded,0.1,representative_violation_rate,0.0
2,rf,2,guarded,0.1,rule_count,1.774
2,rf,2,guarded,0.1,candidate_violation_auroc,0.9415221181464286
2,rf,2,random_pruned_multibin,0.1,representative_violation_rate,0.005636978579481398
2,rf,2,random_pruned_multibin,0.1,rule_count,1.774
2,rf,2,random_pruned_multibin,0.1,candidate_violation_auroc,
2,rf,2,standard,0.2,representative_violation_rate,0.034
2,rf,2,standard,0.2,rule_count,2.0
2,rf,2,standard,0.2,candidate_violation_auroc,
2,rf,2,multibin_noguard,0.2,representative_violation_rate,0.006
2,rf,2,multibin_noguard,0.2,rule_count,2.0
2,rf,2,multibin_noguard,0.2,candidate_violation_auroc,0.9415221181464286
2,rf,2,guarded,0.2,representative_violation_rate,0.0
2,rf,2,guarded,0.2,rule_count,1.606
2,rf,2,guarded,0.2,candidate_violation_auroc,0.9415221181464286
2,rf,2,random_pruned_multibin,0.2,representative_violation_rate,0.007471980074719801
2,rf,2,random_pruned_multibin,0.2,rule_count,1.606
2,rf,2,random_pruned_multibin,0.2,candidate_violation_auroc,
2,rf,10,standard,0.01,representative_violation_rate,0.019308943089430895
2,rf,10,standard,0.01,rule_count,9.012
2,rf,10,standard,0.01,candidate_violation_auroc,
2,rf,10,multibin_noguard,0.01,representative_violation_rate,0.006024096385542169
2,rf,10,multibin_noguard,0.01,rule_count,9.676
2,rf,10,multibin_noguard,0.01,candidate_violation_auroc,0.8814760982404249
2,rf,10,guarded,0.01,representative_violation_rate,0.0062047569803516025
2,rf,10,guarded,0.01,rule_count,9.274
2,rf,10,guarded,0.01,candidate_violation_auroc,0.8814760982404249
2,rf,10,random_pruned_multibin,0.01,representative_violation_rate,0.0063025210084033615
2,rf,10,random_pruned_multibin,0.01,rule_count,9.274
2,rf,10,random_pruned_multibin,0.01,candidate_violation_auroc,
2,rf,10,standard,0.05,representative_violation_rate,0.019308943089430895
2,rf,10,standard,0.05,rule_count,9.012
2,rf,10,standard,0.05,candidate_violation_auroc,
2,rf,10,multibin_noguard,0.05,representative_violation_rate,0.006024096385542169
2,rf,10,multibin_noguard,0.05,rule_count,9.676
2,rf,10,multibin_noguard,0.05,candidate_violation_auroc,0.8814760982404249
2,rf,10,guarded,0.05,representative_violation_rate,0.005580357142857143
2,rf,10,guarded,0.05,rule_count,8.642
2,rf,10,guarded,0.05,candidate_violation_auroc,0.8814760982404249
2,rf,10,random_pruned_multibin,0.05,representative_violation_rate,0.0066298342541436465
2,rf,10,random_pruned_multibin,0.05,rule_count,8.642
2,rf,10,random_pruned_multibin,0.05,candidate_violation_auroc,
2,rf,10,standard,0.1,representative_violation_rate,0.019308943089430895
2,rf,10,standard,0.1,rule_count,9.012
2,rf,10,standard,0.1,candidate_violation_auroc,
2,rf,10,multibin_noguard,0.1,representative_violation_rate,0.006024096385542169
2,rf,10,multibin_noguard,0.1,rule_count,9.676
2,rf,10,multibin_noguard,0.1,candidate_violation_auroc,0.8814760982404249
2,rf,10,guarded,0.1,representative_violation_rate,0.004761904761904762
2,rf,10,guarded,0.1,rule_count,8.012
2,rf,10,guarded,0.1,candidate_violation_auroc,0.8814760982404249
2,rf,10,random_pruned_multibin,0.1,representative_violation_rate,0.006031363088057901
2,rf,10,random_pruned_multibin,0.1,rule_count,8.012
2,rf,10,random_pruned_multibin,0.1,candidate_violation_auroc,
2,rf,10,standard,0.2,representative_violation_rate,0.019308943089430895
2,rf,10,standard,0.2,rule_count,9.012
2,rf,10,standard,0.2,candidate_violation_auroc,
2,rf,10,multibin_noguard,0.2,representative_violation_rate,0.006024096385542169
2,rf,10,multibin_noguard,0.2,rule_count,9.676
2,rf,10,multibin_noguard,0.2,candidate_violation_auroc,0.8814760982404249
2,rf,10,guarded,0.2,representative_violation_rate,0.0027662517289073307
2,rf,10,guarded,0.2,rule_count,6.848
2,rf,10,guarded,0.2,candidate_violation_auroc,0.8814760982404249
2,rf,10,random_pruned_multibin,0.2,representative_violation_rate,0.004484304932735426
2,rf,10,random_pruned_multibin,0.2,rule_count,6.848
2,rf,10,random_pruned_multibin,0.2,candidate_violation_auroc,
3,logreg,2,standard,0.01,representative_violation_rate,0.029
3,logreg,2,standard,0.01,rule_count,2.0
3,logreg,2,standard,0.01,candidate_violation_auroc,
3,logreg,2,multibin_noguard,0.01,representative_violation_rate,0.006
3,logreg,2,multibin_noguard,0.01,rule_count,2.0
3,logreg,2,multibin_noguard,0.01,candidate_violation_auroc,0.959281879573903
3,logreg,2,guarded,0.01,representative_violation_rate,0.0030272452068617556
3,logreg,2,guarded,0.01,rule_count,1.982
3,logreg,2,guarded,0.01,candidate_violation_auroc,0.959281879573903
3,logreg,2,random_pruned_multibin,0.01,representative_violation_rate,0.006054490413723511
3,logreg,2,random_pruned_multibin,0.01,rule_count,1.982
3,logreg,2,random_pruned_multibin,0.01,candidate_violation_auroc,
3,logreg,2,standard,0.05,representative_violation_rate,0.029
3,logreg,2,standard,0.05,rule_count,2.0
3,logreg,2,standard,0.05,candidate_violation_auroc,
3,logreg,2,multibin_noguard,0.05,representative_violation_rate,0.006
3,logreg,2,multibin_noguard,0.05,rule_count,2.0
3,logreg,2,multibin_noguard,0.05,candidate_violation_auroc,0.959281879573903
3,logreg,2,guarded,0.05,representative_violation_rate,0.0
3,logreg,2,guarded,0.05,rule_count,1.932
3,logreg,2,guarded,0.05,candidate_violation_auroc,0.959281879573903
3,logreg,2,random_pruned_multibin,0.05,representative_violation_rate,0.006211180124223602
3,logreg,2,random_pruned_multibin,0.05,rule_count,1.932
3,logreg,2,random_pruned_multibin,0.05,candidate_violation_auroc,
3,logreg,2,standard,0.1,representative_violation_rate,0.029
3,logreg,2,standard,0.1,rule_count,2.0
3,logreg,2,standard,0.1,candidate_violation_auroc,
3,logreg,2,multibin_noguard,0.1,representative_violation_rate,0.006
3,logreg,2,multibin_noguard,0.1,rule_count,2.0
3,logreg,2,multibin_noguard,0.1,candidate_violation_auroc,0.959281879573903
3,logreg,2,guarded,0.1,representative_violation_rate,0.0
3,logreg,2,guarded,0.1,rule_count,1.854
3,logreg,2,guarded,0.1,candidate_violation_auroc,0.959281879573903
3,logreg,2,random_pruned_multibin,0.1,representative_violation_rate,0.006472491909385114
3,logreg,2,random_pruned_multibin,0.1,rule_count,1.854
3,logreg,2,random_pruned_multibin,0.1,candidate_violation_auroc,
3,logreg,2,standard,0.2,representative_violation_rate,0.029
3,logreg,2,standard,0.2,rule_count,2.0
3,logreg,2,standard,0.2,candidate_violation_auroc,
3,logreg,2,multibin_noguard,0.2,representative_violation_rate,0.006
3,logreg,2,multibin_noguard,0.2,rule_count,2.0
3,logreg,2,multibin_noguard,0.2,candidate_violation_auroc,0.959281879573903
3,logreg,2,guarded,0.2,representative_violation_rate,0.0
3,logreg,2,guarded,0.2,rule_count,1.686
3,logreg,2,guarded,0.2,candidate_violation_auroc,0.959281879573903
3,logreg,2,random_pruned_multibin,0.2,representative_violation_rate,0.0071174377224199285
3,logreg,2,random_pruned_multibin,0.2,rule_count,1.686
3,logreg,2,random_pruned_multibin,0.2,candidate_violation_auroc,
3,logreg,10,standard,0.01,representative_violation_rate,0.03
3,logreg,10,standard,0.01,rule_count,8.85
3,logreg,10,standard,0.01,candidate_violation_auroc,
3,logreg,10,multibin_noguard,0.01,representative_violation_rate,0.006
3,logreg,10,multibin_noguard,0.01,rule_count,9.368
3,logreg,10,multibin_noguard,0.01,candidate_violation_auroc,0.8731557012779239
3,logreg,10,guarded,0.01,representative_violation_rate,0.005159958720330237
3,logreg,10,guarded,0.01,rule_count,9.084
3,logreg,10,guarded,0.01,candidate_violation_auroc,0.8731557012779239
3,logreg,10,random_pruned_multibin,0.01,representative_violation_rate,0.006141248720573183
3,logreg,10,random_pruned_multibin,0.01,rule_count,9.084
3,logreg,10,random_pruned_multibin,0.01,candidate_violation_auroc,
3,logreg,10,standard,0.05,representative_violation_rate,0.03
3,logreg,10,standard,0.05,rule_count,8.85
3,logreg,10,standard,0.05,candidate_violation_auroc,
3,logreg,10,multibin_noguard,0.05,representative_violation_rate,0.006
3,logreg,10,multibin_noguard,0.05,rule_count,9.368
3,logreg,10,multibin_noguard,0.05,candidate_violation_auroc,0.8731557012779239
3,logreg,10,guarded,0.05,representative_violation_rate,0.004301075268817204
3,logreg,10,guarded,0.05,rule_count,8.562
3,logreg,10,guarded,0.05,candidate_violation_auroc,0.8731557012779239
3,logreg,10,random_pruned_multibin,0.05,representative_violation_rate,0.006607929515418502
3,logreg,10,random_pruned_multibin,0.05,rule_count,8.562
3,logreg,10,random_pruned_multibin,0.05,candidate_violation_auroc,
3,logreg,10,standard,0.1,representative_violation_rate,0.03
3,logreg,10,standard,0.1,rule_count,8.85
3,logreg,10,standard,0.1,candidate_violation_auroc,
3,logreg,10,multibin_noguard,0.1,representative_violation_rate,0.006
3,logreg,10,multibin_noguard,0.1,rule_count,9.368
3,logreg,10,multibin_noguard,0.1,candidate_violation_auroc,0.8731557012779239
3,logreg,10,guarded,0.1,representative_violation_rate,0.0
3,logreg,10,guarded,0.1,rule_count,7.956
3,logreg,10,guarded,0.1,candidate_violation_auroc,0.8731557012779239
3,logreg,10,random_pruned_multibin,0.1,representative_violation_rate,0.0034802784222737818
3,logreg,10,random_pruned_multibin,0.1,rule_count,7.956
3,logreg,10,random_pruned_multibin,0.1,candidate_violation_auroc,
3,logreg,10,standard,0.2,representative_violation_rate,0.03
3,logreg,10,standard,0.2,rule_count,8.85
3,logreg,10,standard,0.2,candidate_violation_auroc,
3,logreg,10,multibin_noguard,0.2,representative_violation_rate,0.006
3,logreg,10,multibin_noguard,0.2,rule_count,9.368
3,logreg,10,multibin_noguard,0.2,candidate_violation_auroc,0.8731557012779239
3,logreg,10,guarded,0.2,representative_violation_rate,0.0
3,logreg,10,guarded,0.2,rule_count,6.906
3,logreg,10,guarded,0.2,candidate_violation_auroc,0.8731557012779239
3,logreg,10,random_pruned_multibin,0.2,representative_violation_rate,0.008075370121130552
3,logreg,10,random_pruned_multibin,0.2,rule_count,6.906
3,logreg,10,random_pruned_multibin,0.2,candidate_violation_auroc,
3,rf,2,standard,0.01,representative_violation_rate,0.027
3,rf,2,standard,0.01,rule_count,2.0
3,rf,2,standard,0.01,candidate_violation_auroc,
3,rf,2,multibin_noguard,0.01,representative_violation_rate,0.007
3,rf,2,multibin_noguard,0.01,rule_count,2.0
3,rf,2,multibin_noguard,0.01,candidate_violation_auroc,0.9625605850936438
3,rf,2,guarded,0.01,representative_violation_rate,0.0020222446916076846
3,rf,2,guarded,0.01,rule_count,1.978
3,rf,2,guarded,0.01,candidate_violation_auroc,0.9625605850936438
3,rf,2,random_pruned_multibin,0.01,representative_violation_rate,0.007077856420626896
3,rf,2,random_pruned_multibin,0.01,rule_count,1.978
3,rf,2,random_pruned_multibin,0.01,candidate_violation_auroc,
3,rf,2,standard,0.05,representative_violation_rate,0.027
3,rf,2,standard,0.05,rule_count,2.0
3,rf,2,standard,0.05,candidate_violation_auroc,
3,rf,2,multibin_noguard,0.05,representative_violation_rate,0.007
3,rf,2,multibin_noguard,0.05,rule_count,2.0
3,rf,2,multibin_noguard,0.05,candidate_violation_auroc,0.9625605850936438
3,rf,2,guarded,0.05,representative_violation_rate,0.0
3,rf,2,guarded,0.05,rule_count,1.9
3,rf,2,guarded,0.05,candidate_violation_auroc,0.9625605850936438
3,rf,2,random_pruned_multibin,0.05,representative_violation_rate,0.007368421052631579
3,rf,2,random_pruned_multibin,0.05,rule_count,1.9
3,rf,2,random_pruned_multibin,0.05,candidate_violation_auroc,
3,rf,2,standard,0.1,representative_violation_rate,0.027
3,rf,2,standard,0.1,rule_count,2.0
3,rf,2,standard,0.1,candidate_violation_auroc,
3,rf,2,multibin_noguard,0.1,representative_violation_rate,0.007
3,rf,2,multibin_noguard,0.1,rule_count,2.0
3,rf,2,multibin_noguard,0.1,candidate_violation_auroc,0.9625605850936438
3,rf,2,guarded,0.1,representative_violation_rate,0.0
3,rf,2,guarded,0.1,rule_count,1.8
3,rf,2,guarded,0.1,candidate_violation_auroc,0.9625605850936438
3,rf,2,random_pruned_multibin,0.1,representative_violation_rate,0.006666666666666667
3,rf,2,random_pruned_multibin,0.1,rule_count,1.8
3,rf,2,random_pruned_multibin,0.1,candidate_violation_auroc,
3,rf,2,standard,0.2,representative_violation_rate,0.027
3,rf,2,standard,0.2,rule_count,2.0
3,rf,2,standard,0.2,candidate_violation_auroc,
3,rf,2,multibin_noguard,0.2,representative_violation_rate,0.007
3,rf,2,multibin_noguard,0.2,rule_count,2.0
3,rf,2,multibin_noguard,0.2,candidate_violation_auroc,0.9625605850936438
3,rf,2,guarded,0.2,representative_violation_rate,0.0
3,rf,2,guarded,0.2,rule_count,1.652
3,rf,2,guarded,0.2,candidate_violation_auroc,0.9625605850936438
3,rf,2,random_pruned_multibin,0.2,representative_violation_rate,0.00847457627118644
3,rf,2,random_pruned_multibin,0.2,rule_count,1.652
3,rf,2,random_pruned_multibin,0.2,candidate_violation_auroc,
3,rf,10,standard,0.01,representative_violation_rate,0.030364372469635626
3,rf,10,standard,0.01,rule_count,8.844
3,rf,10,standard,0.01,candidate_violation_auroc,
3,rf,10,multibin_noguard,0.01,representative_violation_rate,0.004
3,rf,10,multibin_noguard,0.01,rule_count,9.296
3,rf,10,multibin_noguard,0.01,candidate_violation_auroc,0.8730147972665305
3,rf,10,guarded,0.01,representative_violation_rate,0.003092783505154639
3,rf,10,guarded,0.01,rule_count,9.042
3,rf,10,guarded,0.01,candidate_violation_auroc,0.8730147972665305
3,rf,10,random_pruned_multibin,0.01,representative_violation_rate,0.0030643513789581204
3,rf,10,random_pruned_multibin,0.01,rule_count,9.042
3,rf,10,random_pruned_multibin,0.01,candidate_violation_auroc,
3,rf,10,standard,0.05,representative_violation_rate,0.030364372469635626
3,rf,10,standard,0.05,rule_count,8.844
3,rf,10,standard,0.05,candidate_violation_auroc,
3,rf,10,multibin_noguard,0.05,representative_violation_rate,0.004
3,rf,10,multibin_noguard,0.05,rule_count,9.296
3,rf,10,multibin_noguard,0.05,candidate_violation_auroc,0.8730147972665305
3,rf,10,guarded,0.05,representative_violation_rate,0.0
3,rf,10,guarded,0.05,rule_count,8.394
3,rf,10,guarded,0.05,candidate_violation_auroc,0.8730147972665305
3,rf,10,random_pruned_multibin,0.05,representative_violation_rate,0.004371584699453552
3,rf,10,random_pruned_multibin,0.05,rule_count,8.394
3,rf,10,random_pruned_multibin,0.05,candidate_violation_auroc,
3,rf,10,standard,0.1,representative_violation_rate,0.030364372469635626
3,rf,10,standard,0.1,rule_count,8.844
3,rf,10,standard,0.1,candidate_violation_auroc,
3,rf,10,multibin_noguard,0.1,representative_violation_rate,0.004
3,rf,10,multibin_noguard,0.1,rule_count,9.296
3,rf,10,multibin_noguard,0.1,candidate_violation_auroc,0.8730147972665305
3,rf,10,guarded,0.1,representative_violation_rate,0.0
3,rf,10,guarded,0.1,rule_count,7.764
3,rf,10,guarded,0.1,candidate_violation_auroc,0.8730147972665305
3,rf,10,random_pruned_multibin,0.1,representative_violation_rate,0.0047562425683709865
3,rf,10,random_pruned_multibin,0.1,rule_count,7.764
3,rf,10,random_pruned_multibin,0.1,candidate_violation_auroc,
3,rf,10,standard,0.2,representative_violation_rate,0.030364372469635626
3,rf,10,standard,0.2,rule_count,8.844
3,rf,10,standard,0.2,candidate_violation_auroc,
3,rf,10,multibin_noguard,0.2,representative_violation_rate,0.004
3,rf,10,multibin_noguard,0.2,rule_count,9.296
3,rf,10,multibin_noguard,0.2,candidate_violation_auroc,0.8730147972665305
3,rf,10,guarded,0.2,representative_violation_rate,0.0
3,rf,10,guarded,0.2,rule_count,6.662
3,rf,10,guarded,0.2,candidate_violation_auroc,0.8730147972665305
3,rf,10,random_pruned_multibin,0.2,representative_violation_rate,0.0027624309392265192
3,rf,10,random_pruned_multibin,0.2,rule_count,6.662
3,rf,10,random_pruned_multibin,0.2,candidate_violation_auroc,
4,logreg,2,standard,0.01,representative_violation_rate,0.033
4,logreg,2,standard,0.01,rule_count,2.0
4,logreg,2,standard,0.01,candidate_violation_auroc,
4,logreg,2,multibin_noguard,0.01,representative_violation_rate,0.006
4,logreg,2,multibin_noguard,0.01,rule_count,2.0
4,logreg,2,multibin_noguard,0.01,candidate_violation_auroc,0.9533903985960871
4,logreg,2,guarded,0.01,representative_violation_rate,0.005045408678102927
4,logreg,2,guarded,0.01,rule_count,1.982
4,logreg,2,guarded,0.01,candidate_violation_auroc,0.9533903985960871
4,logreg,2,random_pruned_multibin,0.01,representative_violation_rate,0.006054490413723511
4,logreg,2,random_pruned_multibin,0.01,rule_count,1.982
4,logreg,2,random_pruned_multibin,0.01,candidate_violation_auroc,
4,logreg,2,standard,0.05,representative_violation_rate,0.033
4,logreg,2,standard,0.05,rule_count,2.0
4,logreg,2,standard,0.05,candidate_violation_auroc,
4,logreg,2,multibin_noguard,0.05,representative_violation_rate,0.006
4,logreg,2,multibin_noguard,0.05,rule_count,2.0
4,logreg,2,multibin_noguard,0.05,candidate_violation_auroc,0.9533903985960871
4,logreg,2,guarded,0.05,representative_violation_rate,0.0
4,logreg,2,guarded,0.05,rule_count,1.93
4,logreg,2,guarded,0.05,candidate_violation_auroc,0.9533903985960871
4,logreg,2,random_pruned_multibin,0.05,representative_violation_rate,0.0062176165803108805
4,logreg,2,random_pruned_multibin,0.05,rule_count,1.93
4,logreg,2,random_pruned_multibin,0.05,candidate_violation_auroc,
4,logreg,2,standard,0.1,representative_violation_rate,0.033
4,logreg,2,standard,0.1,rule_count,2.0
4,logreg,2,standard,0.1,candidate_violation_auroc,
4,logreg,2,multibin_noguard,0.1,representative_violation_rate,0.006
4,logreg,2,multibin_noguard,0.1,rule_count,2.0
4,logreg,2,multibin_noguard,0.1,candidate_violation_auroc,0.9533903985960871
4,logreg,2,guarded,0.1,representative_violation_rate,0.0
4,logreg,2,guarded,0.1,rule_count,1.846
4,logreg,2,guarded,0.1,candidate_violation_auroc,0.9533903985960871
4,logreg,2,random_pruned_multibin,0.1,representative_violation_rate,0.005417118093174431
4,logreg,2,random_pruned_multibin,0.1,rule_count,1.846
4,logreg,2,random_pruned_multibin,0.1,candidate_violation_auroc,
4,logreg,2,standard,0.2,representative_violation_rate,0.033
4,logreg,2,standard,0.2,rule_count,2.0
4,logreg,2,standard,0.2,candidate_violation_auroc,
4,logreg,2,multibin_noguard,0.2,representative_violation_rate,0.006
4,logreg,2,multibin_noguard,0.2,rule_count,2.0
4,logreg,2,multibin_noguard,0.2,candidate_violation_auroc,0.9533903985960871
4,logreg,2,guarded,0.2,representative_violation_rate,0.0
4,logreg,2,guarded,0.2,rule_count,1.624
4,logreg,2,guarded,0.2,candidate_violation_auroc,0.9533903985960871
4,logreg,2,random_pruned_multibin,0.2,representative_violation_rate,0.006157635467980296
4,logreg,2,random_pruned_multibin,0.2,rule_count,1.624
4,logreg,2,random_pruned_multibin,0.2,candidate_violation_auroc,
4,logreg,10,standard,0.01,representative_violation_rate,0.023
4,logreg,10,standard,0.01,rule_count,8.798
4,logreg,10,standard,0.01,candidate_violation_auroc,
4,logreg,10,multibin_noguard,0.01,representative_violation_rate,0.004
4,logreg,10,multibin_noguard,0.01,rule_count,9.426
4,logreg,10,multibin_noguard,0.01,candidate_violation_auroc,0.8522283493594667
4,logreg,10,guarded,0.01,representative_violation_rate,0.002028397565922921
4,logreg,10,guarded,0.01,rule_count,9.056
4,logreg,10,guarded,0.01,candidate_violation_auroc,0.8522283493594667
4,logreg,10,random_pruned_multibin,0.01,representative_violation_rate,0.004219409282700422
4,logreg,10,random_pruned_multibin,0.01,rule_count,9.056
4,logreg,10,random_pruned_multibin,0.01,candidate_violation_auroc,
4,logreg,10,standard,0.05,representative_violation_rate,0.023
4,logreg,10,standard,0.05,rule_count,8.798
4,logreg,10,standard,0.05,candidate_violation_auroc,
4,logreg,10,multibin_noguard,0.05,representative_violation_rate,0.004
4,logreg,10,multibin_noguard,0.05,rule_count,9.426
4,logreg,10,multibin_noguard,0.05,candidate_violation_auroc,0.8522283493594667
4,logreg,10,guarded,0.05,representative_violation_rate,0.0021436227224008574
4,logreg,10,guarded,0.05,rule_count,8.474
4,logreg,10,guarded,0.05,candidate_violation_auroc,0.8522283493594667
4,logreg,10,random_pruned_multibin,0.05,representative_violation_rate,0.0044444444444444444
4,logreg,10,random_pruned_multibin,0.05,rule_count,8.474
4,logreg,10,random_pruned_multibin,0.05,candidate_violation_auroc,
4,logreg,10,standard,0.1,representative_violation_rate,0.023
4,logreg,10,standard,0.1,rule_count,8.798
4,logreg,10,standard,0.1,candidate_violation_auroc,
4,logreg,10,multibin_noguard,0.1,representative_violation_rate,0.004
4,logreg,10,multibin_noguard,0.1,rule_count,9.426
4,logreg,10,multibin_noguard,0.1,candidate_violation_auroc,0.8522283493594667
4,logreg,10,guarded,0.1,representative_violation_rate,0.0011389521640091116
4,logreg,10,guarded,0.1,rule_count,7.828
4,logreg,10,guarded,0.1,candidate_violation_auroc,0.8522283493594667
4,logreg,10,random_pruned_multibin,0.1,representative_violation_rate,0.0036188178528347406
4,logreg,10,random_pruned_multibin,0.1,rule_count,7.828
4,logreg,10,random_pruned_multibin,0.1,candidate_violation_auroc,
4,logreg,10,standard,0.2,representative_violation_rate,0.023
4,logreg,10,standard,0.2,rule_count,8.798
4,logreg,10,standard,0.2,candidate_violation_auroc,
4,logreg,10,multibin_noguard,0.2,representative_violation_rate,0.004
4,logreg,10,multibin_noguard,0.2,rule_count,9.426
4,logreg,10,multibin_noguard,0.2,candidate_violation_auroc,0.8522283493594667
4,logreg,10,guarded,0.2,representative_violation_rate,0.0
4,logreg,10,guarded,0.2,rule_count,6.736
4,logreg,10,guarded,0.2,candidate_violation_auroc,0.8522283493594667
4,logreg,10,random_pruned_multibin,0.2,representative_violation_rate,0.004243281471004243
4,logreg,10,random_pruned_multibin,0.2,rule_count,6.736
4,logreg,10,random_pruned_multibin,0.2,candidate_violation_auroc,
4,rf,2,standard,0.01,representative_violation_rate,0.035
4,rf,2,standard,0.01,rule_count,2.0
4,rf,2,standard,0.01,candidate_violation_auroc,
4,rf,2,multibin_noguard,0.01,representative_violation_rate,0.008
4,rf,2,multibin_noguard,0.01,rule_count,2.0
4,rf,2,multibin_noguard,0.01,candidate_violation_auroc,0.9546735589575711
4,rf,2,guarded,0.01,representative_violation_rate,0.007106598984771574
4,rf,2,guarded,0.01,rule_count,1.97
4,rf,2,guarded,0.01,candidate_violation_auroc,0.9546735589575711
4,rf,2,random_pruned_multibin,0.01,representative_violation_rate,0.008121827411167513
4,rf,2,random_pruned_multibin,0.01,rule_count,1.97
4,rf,2,random_pruned_multibin,0.01,candidate_violation_auroc,
4,rf,2,standard,0.05,representative_violation_rate,0.035
4,rf,2,standard,0.05,rule_count,2.0
4,rf,2,standard,0.05,candidate_violation_auroc,
4,rf,2,multibin_noguard,0.05,representative_violation_rate,0.008
4,rf,2,multibin_noguard,0.05,rule_count,2.0
4,rf,2,multibin_noguard,0.05,candidate_violation_auroc,0.9546735589575711
4,rf,2,guarded,0.05,representative_violation_rate,0.0
4,rf,2,guarded,0.05,rule_count,1.894
4,rf,2,guarded,0.05,candidate_violation_auroc,0.9546735589575711
4,rf,2,random_pruned_multibin,0.05,representative_violation_rate,0.008447729672650475
