rank,risk_score,length,args,branches,file,line,function
1326,11,3,1,0,src/calibrated_explanations/plugins/manager.py,184,plot_plugin_fallbacks
1327,11,3,1,0,src/calibrated_explanations/plugins/manager.py,200,interval_plugin_fallbacks
1328,11,3,1,0,src/calibrated_explanations/plugins/manager.py,216,interval_plugin_identifiers
1329,11,3,1,0,src/calibrated_explanations/plugins/manager.py,232,telemetry_interval_sources
1330,11,3,1,0,src/calibrated_explanations/plugins/manager.py,248,interval_preferred_identifier
1331,11,3,1,0,src/calibrated_explanations/plugins/manager.py,264,explanation_preferred_identifier
1332,11,3,1,0,src/calibrated_explanations/plugins/manager.py,280,interval_context_metadata
1333,11,3,1,0,src/calibrated_explanations/plugins/manager.py,296,bridge_monitors
1334,11,3,1,0,src/calibrated_explanations/plugins/manager.py,301,explanation_plugin_instances
1335,11,3,1,0,src/calibrated_explanations/plugins/manager.py,311,explanation_plugin_identifiers
1336,11,3,1,0,src/calibrated_explanations/plugins/manager.py,321,plot_style_chain
1337,11,3,1,0,src/calibrated_explanations/plugins/manager.py,331,explanation_contexts
1338,11,3,1,0,src/calibrated_explanations/plugins/manager.py,341,explanation_contexts
1339,11,3,1,0,src/calibrated_explanations/plugins/manager.py,346,last_explanation_mode
1340,11,3,1,0,src/calibrated_explanations/plugins/manager.py,356,last_telemetry
1341,11,3,1,0,src/calibrated_explanations/plugins/manager.py,366,explanation_plugin_overrides
1342,11,3,1,0,src/calibrated_explanations/plugins/manager.py,376,interval_plugin_override
1343,11,3,1,0,src/calibrated_explanations/plugins/manager.py,386,fast_interval_plugin_override
1344,11,3,1,0,src/calibrated_explanations/plugins/manager.py,396,plot_style_override
1345,11,3,1,0,src/calibrated_explanations/plugins/manager.py,406,default_explanation_identifiers
1346,11,3,1,0,src/calibrated_explanations/plugins/manager.py,477,explanation_orchestrator
1347,11,3,1,0,src/calibrated_explanations/plugins/manager.py,482,prediction_orchestrator
1348,11,3,1,0,src/calibrated_explanations/plugins/manager.py,487,reject_orchestrator
1349,11,3,1,0,src/calibrated_explanations/plugins/manager.py,846,clear_bridge_monitors
1350,11,3,1,0,src/calibrated_explanations/plugins/manager.py,877,clear_explanation_plugin_instances
1351,11,3,1,0,src/calibrated_explanations/plugins/manager.py,908,clear_explanation_plugin_identifiers
1352,11,3,1,0,src/calibrated_explanations/plugins/registry.py,53,_freeze_meta
1353,11,3,1,0,src/calibrated_explanations/plugins/registry.py,207,normalise_trust
1354,11,3,1,0,src/calibrated_explanations/plugins/registry.py,232,resolve_plugin_module_file
1355,11,3,1,0,src/calibrated_explanations/plugins/registry.py,336,resolve_plugin_from_name
1356,11,3,1,0,src/calibrated_explanations/plugins/registry.py,379,normalise_tasks
1357,11,3,1,0,src/calibrated_explanations/plugins/registry.py,538,_validate_dependencies
1358,11,3,1,0,src/calibrated_explanations/plugins/registry.py,1122,find_explanation_descriptor
1359,11,3,1,0,src/calibrated_explanations/plugins/registry.py,1196,find_interval_descriptor
1360,11,3,1,0,src/calibrated_explanations/plugins/registry.py,1386,find_plot_style_descriptor
1361,11,3,1,0,src/calibrated_explanations/plugins/registry.py,1856,mark_interval_trusted
1362,11,3,1,0,src/calibrated_explanations/plugins/registry.py,1861,mark_interval_untrusted
1363,11,3,1,0,src/calibrated_explanations/plugins/registry.py,1893,mark_plot_builder_trusted
1364,11,3,1,0,src/calibrated_explanations/plugins/registry.py,1898,mark_plot_builder_untrusted
1365,11,3,1,0,src/calibrated_explanations/plugins/registry.py,1930,mark_plot_renderer_trusted
1366,11,3,1,0,src/calibrated_explanations/plugins/registry.py,1935,mark_plot_renderer_untrusted
1367,11,3,1,0,src/calibrated_explanations/plugins/registry.py,2085,find_for
1368,11,3,1,0,src/calibrated_explanations/plugins/registry.py,2090,find_for_trusted
1369,11,3,1,0,src/calibrated_explanations/plugins/registry.py,872,__post_init__
1370,11,3,1,0,src/calibrated_explanations/plugins/registry.py,898,__post_init__
1371,11,3,1,0,src/calibrated_explanations/plugins/registry.py,931,__post_init__
1372,11,3,1,0,src/calibrated_explanations/plugins/registry.py,957,__post_init__
1373,11,3,1,0,src/calibrated_explanations/plugins/registry.py,980,__post_init__
1374,11,3,1,0,src/calibrated_explanations/utils/discretizers.py,171,__repr__
1375,11,3,1,0,src/calibrated_explanations/utils/discretizers.py,241,__repr__
1376,11,3,1,0,src/calibrated_explanations/utils/discretizers.py,308,__repr__
1377,11,3,1,0,src/calibrated_explanations/utils/discretizers.py,379,__repr__
1378,11,3,1,0,src/calibrated_explanations/utils/int_utils.py,66,as_int_array
1379,11,3,1,0,src/calibrated_explanations/viz/builders.py,428,build_factual_regression_spec
1380,11,3,1,0,src/calibrated_explanations/viz/serializers.py,86,supported_kinds
1381,10,10,0,0,src/calibrated_explanations/legacy/plotting.py,797,_plot_proba_triangle
1382,10,10,0,0,src/calibrated_explanations/schema/validation.py,26,_schema_json
1383,10,2,1,0,src/calibrated_explanations/__init__.py,22,_reduce_mappingproxy
1384,10,2,1,0,src/calibrated_explanations/calibration/interval_wrappers.py,66,_default
1385,10,2,1,0,src/calibrated_explanations/core/calibrated_explainer.py,2720,_fast
1386,10,2,1,0,src/calibrated_explanations/core/calibrated_explainer.py,2743,_noise_type
1387,10,2,1,0,src/calibrated_explanations/core/calibrated_explainer.py,2766,_scale_factor
1388,10,2,1,0,src/calibrated_explanations/core/calibrated_explainer.py,2789,_severity
1389,10,2,1,0,src/calibrated_explanations/core/prediction/orchestrator.py,69,_freeze_context_mapping
1390,10,2,1,0,src/calibrated_explanations/explanations/explanation.py,458,__repr__
1391,10,2,1,0,src/calibrated_explanations/integrations/shap.py,106,_predict
1392,10,2,1,0,src/calibrated_explanations/perf/cache.py,45,__getattr__
1393,10,2,1,0,src/calibrated_explanations/perf/parallel.py,42,__getattr__
1394,10,2,1,0,src/calibrated_explanations/plugins/intervals.py,85,is_multiclass
1395,10,2,1,0,src/calibrated_explanations/plugins/intervals.py,88,is_mondrian
1396,10,2,1,0,src/calibrated_explanations/utils/__init__.py,51,_get_pool
1397,9,9,0,0,src/calibrated_explanations/plotting.py,973,__plot_proba_triangle
1398,9,9,0,0,src/calibrated_explanations/legacy/plotting.py,458,__plot_proba_triangle
1399,9,6,0,1,src/calibrated_explanations/parallel/parallel.py,513,_is_ci_environment
1400,9,6,0,1,src/calibrated_explanations/viz/__init__.py,55,_require_matplotlib
1401,8,8,0,0,src/calibrated_explanations/legacy/plotting.py,809,plot_proba_triangle
1402,7,7,0,0,src/calibrated_explanations/plugins/registry.py,1017,clear_plot_plugins
1403,6,3,0,1,src/calibrated_explanations/explanations/explanation.py,1225,_restore
1404,6,3,0,1,src/calibrated_explanations/explanations/legacy_conjunctions.py,74,_restore
1405,5,5,0,0,src/calibrated_explanations/plugins/registry.py,242,clear_env_trust_cache
1406,5,5,0,0,src/calibrated_explanations/plugins/registry.py,1471,list_plot_style_descriptors
1407,4,4,0,0,src/calibrated_explanations/plugins/registry.py,1005,clear_explanation_plugins
1408,4,4,0,0,src/calibrated_explanations/plugins/registry.py,1011,clear_interval_plugins
1409,4,4,0,0,src/calibrated_explanations/plugins/registry.py,2006,clear
1410,3,3,0,0,src/calibrated_explanations/ce_agent_utils.py,149,policy_as_dict
1411,3,3,0,0,src/calibrated_explanations/ce_agent_utils.py,154,serialize_policy
1412,3,3,0,0,src/calibrated_explanations/logging.py,57,get_logging_context
1413,3,3,0,0,src/calibrated_explanations/plotting.py,135,read_plot_pyproject
1414,3,3,0,0,src/calibrated_explanations/plotting.py,263,_plot_config_path
1415,3,3,0,0,src/calibrated_explanations/plotting.py,1671,plot_proba_triangle
1416,3,3,0,0,src/calibrated_explanations/core/config_helpers.py,33,get_toml_modules_for_testing
1417,3,3,0,0,src/calibrated_explanations/parallel/parallel.py,508,get_cgroup_cpu_quota
1418,3,3,0,0,src/calibrated_explanations/plugins/registry.py,101,_trusted_identifiers
1419,3,3,0,0,src/calibrated_explanations/plugins/registry.py,212,env_trusted_names
1420,3,3,0,0,src/calibrated_explanations/plugins/registry.py,255,clear_trust_warnings
1421,3,3,0,0,src/calibrated_explanations/plugins/registry.py,261,get_entrypoint_group
1422,3,3,0,0,src/calibrated_explanations/plugins/registry.py,266,plot_styles
1423,3,3,0,0,src/calibrated_explanations/plugins/registry.py,276,clear_plot_styles
1424,3,3,0,0,src/calibrated_explanations/plugins/registry.py,281,plot_builders
1425,3,3,0,0,src/calibrated_explanations/plugins/registry.py,295,clear_plot_builders
1426,3,3,0,0,src/calibrated_explanations/plugins/registry.py,300,plot_renderers
1427,3,3,0,0,src/calibrated_explanations/plugins/registry.py,314,clear_plot_renderers
1428,3,3,0,0,src/calibrated_explanations/plugins/registry.py,319,registry_snapshot
1429,3,3,0,0,src/calibrated_explanations/plugins/registry.py,1516,get_last_discovery_report
1430,3,3,0,0,src/calibrated_explanations/utils/deprecations.py,37,should_raise
1431,3,3,0,0,src/calibrated_explanations/utils/deprecations.py,108,emitted_keys
1432,3,3,0,0,src/calibrated_explanations/utils/deprecations.py,113,emitted_per_test
1433,3,3,0,0,src/calibrated_explanations/utils/deprecations.py,118,clear_emitted
1434,3,3,0,0,src/calibrated_explanations/utils/deprecations.py,123,clear_emitted_per_test
