rank,risk_score,length,args,branches,file,line,function
1,2601,1473,6,360,src/calibrated_explanations/viz/matplotlib_adapter.py,106,render
2,1190,682,2,164,src/calibrated_explanations/viz/matplotlib_adapter.py,529,_render_body
3,973,504,14,119,src/calibrated_explanations/plotting.py,985,plot_alternative
4,760,527,1,75,src/calibrated_explanations/core/explain/feature_task.py,117,feature_task
5,730,443,10,69,src/calibrated_explanations/core/explain/orchestrator.py,279,invoke
6,639,321,12,74,src/calibrated_explanations/core/narrative_generator.py,509,expand_template
7,587,294,16,55,src/calibrated_explanations/plotting.py,378,plot_probabilistic
8,566,253,20,51,src/calibrated_explanations/viz/builders.py,433,build_alternative_probabilistic_spec
9,552,414,3,38,src/calibrated_explanations/plugins/builtins.py,443,explain_batch
10,515,339,7,40,src/calibrated_explanations/core/explain/_legacy_explain.py,29,explain
11,515,307,8,48,src/calibrated_explanations/core/explain/_computation.py,320,explain_predict_step
12,497,286,2,65,src/calibrated_explanations/plugins/builtins.py,1221,build
13,454,194,19,36,src/calibrated_explanations/viz/builders.py,688,build_alternative_regression_spec
14,440,257,9,37,src/calibrated_explanations/core/narrative_generator.py,187,generate_narrative
15,439,278,4,43,src/calibrated_explanations/explanations/explanation.py,3085,add_conjunctions
16,434,276,4,42,src/calibrated_explanations/explanations/explanation.py,1931,add_conjunctions
17,427,163,21,32,src/calibrated_explanations/viz/builders.py,894,build_probabilistic_bars_spec
18,411,190,16,31,src/calibrated_explanations/plotting.py,675,plot_regression
19,409,247,12,22,src/calibrated_explanations/core/calibrated_explainer.py,74,__init__
20,405,277,4,32,src/calibrated_explanations/core/explain/_feature_filter.py,137,compute_filtered_features_to_ignore
21,391,220,9,33,src/calibrated_explanations/core/prediction/orchestrator.py,331,predict_impl
22,368,164,15,28,src/calibrated_explanations/viz/builders.py,253,build_regression_bars_spec
23,356,156,13,32,src/calibrated_explanations/legacy/plotting.py,86,_plot_probabilistic
24,338,148,11,34,src/calibrated_explanations/legacy/plotting.py,470,plot_alternative
25,318,185,2,39,src/calibrated_explanations/core/narrative_generator.py,554,build_lines
26,305,178,2,37,src/calibrated_explanations/core/explain/orchestrator.py,935,resolve_plugin
27,292,174,5,26,src/calibrated_explanations/legacy/plotting.py,621,plot_global
28,290,178,8,16,src/calibrated_explanations/viz/narrative_plugin.py,87,plot
29,287,117,13,22,src/calibrated_explanations/legacy/plotting.py,250,plot_regression
30,279,171,6,20,src/calibrated_explanations/core/calibrated_explainer.py,2483,predict_proba
31,279,170,2,31,src/calibrated_explanations/explanations/explanations.py,253,from_batch
32,278,191,3,21,src/calibrated_explanations/explanations/explanation.py,2212,plot
33,278,163,5,25,src/calibrated_explanations/plotting.py,1492,plot_global
34,273,189,3,20,src/calibrated_explanations/explanations/explanation.py,3369,plot
35,272,189,4,17,src/calibrated_explanations/core/explain/parallel_instance.py,141,execute
36,272,184,5,16,src/calibrated_explanations/core/calibrated_explainer.py,2298,predict
37,262,163,3,25,src/calibrated_explanations/explanations/explanation.py,1306,add_new_rule_condition
38,258,187,1,21,src/calibrated_explanations/plugins/registry.py,1539,load_entrypoint_plugins
39,258,162,3,24,src/calibrated_explanations/explanations/legacy_conjunctions.py,276,add_conjunctions_alternative_legacy
40,250,114,14,8,src/calibrated_explanations/core/explain/_shared.py,23,build_feature_tasks
41,249,163,4,18,src/calibrated_explanations/core/reject/orchestrator.py,94,_compute_prediction_set
42,241,145,3,24,src/calibrated_explanations/explanations/legacy_conjunctions.py,129,add_conjunctions_factual_legacy
43,238,123,11,9,src/calibrated_explanations/explanations/explanations.py,1128,plot
44,236,140,6,16,src/calibrated_explanations/parallel/parallel.py,293,map
45,233,120,4,27,src/calibrated_explanations/explanations/explanation.py,638,filter_rule_sizes
46,233,86,6,33,src/calibrated_explanations/explanations/explanation.py,2837,__filter_rules
47,228,127,7,15,src/calibrated_explanations/core/reject/orchestrator.py,434,_builtin_strategy
48,228,111,9,15,src/calibrated_explanations/core/discretizer_config.py,55,instantiate_discretizer
49,228,102,12,10,src/calibrated_explanations/plotting.py,868,plot_triangular
50,225,133,1,28,src/calibrated_explanations/viz/serializers.py,545,plotspec_from_dict
51,222,125,8,11,src/calibrated_explanations/explanations/explanation.py,1153,_predict_conjunctive
52,218,131,6,13,src/calibrated_explanations/core/explain/orchestrator.py,134,set_discretizer
53,217,101,1,36,src/calibrated_explanations/viz/serializers.py,300,global_plotspec_to_dict
54,216,136,1,24,src/calibrated_explanations/viz/serializers.py,122,plotspec_to_dict
55,216,113,8,13,src/calibrated_explanations/core/validation.py,49,validate_inputs
56,214,148,3,14,src/calibrated_explanations/explanations/explanation.py,3765,plot
57,210,95,11,9,src/calibrated_explanations/explanations/explanation.py,131,__init__
58,207,102,3,27,src/calibrated_explanations/plugins/manager.py,556,build_explanation_chain
59,207,89,14,2,src/calibrated_explanations/core/explain/_shared.py,139,finalize_explanation
60,201,85,10,12,src/calibrated_explanations/legacy/plotting.py,370,plot_triangular
61,196,110,7,10,src/calibrated_explanations/explanations/legacy_conjunctions.py,17,_predict_conjunctive_legacy
62,196,85,9,13,src/calibrated_explanations/core/prediction/orchestrator.py,174,_predict
63,195,97,4,22,src/calibrated_explanations/testing/parity_compare.py,11,parity_compare
64,193,121,3,16,src/calibrated_explanations/utils/helper.py,243,transform_to_numeric
65,193,120,5,11,src/calibrated_explanations/core/wrap_explainer.py,235,calibrate
66,193,107,4,18,src/calibrated_explanations/core/reject/orchestrator.py,258,predict_reject_breakdown
67,192,90,3,26,src/calibrated_explanations/core/prediction/orchestrator.py,605,resolve_interval_plugin
68,190,149,4,3,src/calibrated_explanations/core/explain/sequential.py,80,execute
69,190,104,4,18,src/calibrated_explanations/calibration/interval_regressor.py,435,insert_calibration
70,187,81,11,6,src/calibrated_explanations/explanations/explanation.py,1510,__init__
71,187,51,14,8,src/calibrated_explanations/explanations/_conjunctions.py,98,add_rule
72,186,127,1,17,src/calibrated_explanations/explanations/explanation.py,2672,get_rules
73,186,118,7,4,src/calibrated_explanations/explanations/explanation.py,480,to_narrative
74,183,96,3,21,src/calibrated_explanations/viz/matplotlib_adapter.py,380,_render_dual_header_band
75,182,104,3,18,src/calibrated_explanations/plugins/explanations.py,304,validate_explanation_batch
76,181,90,5,17,src/calibrated_explanations/calibration/interval_regressor.py,160,predict_probability
77,180,81,6,17,src/calibrated_explanations/core/prediction/orchestrator.py,840,validate_interval_calibrator
78,176,138,1,10,src/calibrated_explanations/__init__.py,54,__getattr__
79,176,89,6,13,src/calibrated_explanations/calibration/venn_abers.py,185,predict_proba
80,174,83,8,9,src/calibrated_explanations/calibration/venn_abers.py,60,__init__
81,173,84,7,11,src/calibrated_explanations/explanations/explanation.py,1068,predict_conjunction_tuple
82,166,136,0,10,src/calibrated_explanations/plugins/builtins.py,1555,_register_builtin_fast_plugins
83,166,106,3,12,src/calibrated_explanations/explanations/explanations.py,463,to_json_stream
84,166,81,5,15,src/calibrated_explanations/utils/helper.py,439,calculate_metrics
85,165,77,2,24,src/calibrated_explanations/plugins/manager.py,659,build_interval_chain
86,163,75,8,8,src/calibrated_explanations/utils/perturbation.py,163,perturb_dataset
87,163,65,10,6,src/calibrated_explanations/core/explain/_helpers.py,155,merge_feature_result
88,159,73,4,18,src/calibrated_explanations/core/explain/orchestrator.py,1114,check_metadata
89,159,70,10,3,src/calibrated_explanations/core/explain/orchestrator.py,723,invoke_factual
90,159,70,10,3,src/calibrated_explanations/core/explain/orchestrator.py,794,invoke_alternative
91,158,138,1,4,src/calibrated_explanations/plugins/cli.py,462,main
92,157,101,1,16,src/calibrated_explanations/core/explain/parallel_runtime.py,224,worker_init_from_explainer_spec
93,157,87,5,10,src/calibrated_explanations/core/calibration_metrics.py,13,compute_calibrated_confusion_matrix
94,157,69,8,8,src/calibrated_explanations/core/prediction_helpers.py,212,format_classification_prediction
95,156,79,4,15,src/calibrated_explanations/utils/helper.py,146,check_is_fitted
96,154,70,9,4,src/calibrated_explanations/ce_agent_utils.py,512,explain_and_summarize
97,153,86,2,17,src/calibrated_explanations/explanations/models.py,52,from_legacy_dict
98,153,71,5,14,src/calibrated_explanations/ce_agent_utils.py,439,_explain_and_narrate_impl
99,149,98,3,9,src/calibrated_explanations/plugins/builtins.py,1581,create
100,149,69,1,24,src/calibrated_explanations/plugins/cli.py,201,_cmd_list
101,148,86,1,18,src/calibrated_explanations/schema/validation.py,42,validate_payload
102,148,64,9,4,src/calibrated_explanations/core/calibrated_explainer.py,695,invoke_explanation_plugin
103,147,88,1,17,src/calibrated_explanations/viz/serializers.py,680,validate_plotspec
104,146,58,11,0,src/calibrated_explanations/explanations/explanation.py,2420,__init__
105,144,100,1,12,src/calibrated_explanations/explanations/explanation.py,1610,build_rules_payload
106,143,100,2,9,src/calibrated_explanations/calibration/summaries.py,70,get_calibration_summaries
107,142,88,3,10,src/calibrated_explanations/core/explain/_computation.py,81,rule_boundaries
108,142,77,1,19,src/calibrated_explanations/serialization.py,83,_validate_invariants
109,141,67,7,6,src/calibrated_explanations/explanations/explanations.py,879,finalize
110,141,56,5,15,src/calibrated_explanations/core/prediction/validation.py,10,check_interval_runtime_metadata
111,139,83,7,0,src/calibrated_explanations/explanations/explanations.py,1252,to_narrative
112,137,54,10,1,src/calibrated_explanations/core/quick.py,17,quick_explain
113,137,45,7,12,src/calibrated_explanations/core/validation.py,206,validate_inputs_matrix
114,136,69,2,17,src/calibrated_explanations/serialization.py,86,check
115,134,55,8,5,src/calibrated_explanations/core/calibrated_explainer.py,1748,explore_alternatives
116,134,54,10,0,src/calibrated_explanations/api/quick.py,15,quick_explain
117,133,53,10,0,src/calibrated_explanations/explanations/explanation.py,3566,__init__
118,132,69,3,13,src/calibrated_explanations/core/explain/parallel_runtime.py,86,from_explainer
119,132,64,7,4,src/calibrated_explanations/core/calibrated_explainer.py,1923,explain_fast
120,132,53,8,5,src/calibrated_explanations/core/calibrated_explainer.py,1694,explain_factual
121,131,74,3,11,src/calibrated_explanations/explanations/explanation.py,1729,_rules_with_impact
122,131,58,2,19,src/calibrated_explanations/parallel/parallel.py,91,from_env
123,130,59,7,5,src/calibrated_explanations/core/wrap_explainer.py,549,predict_proba
124,128,66,4,10,src/calibrated_explanations/explanations/explanation.py,348,rank_features
125,127,73,3,10,src/calibrated_explanations/explanations/explanation.py,2498,_rules_with_impact
126,127,72,2,13,src/calibrated_explanations/parallel/parallel.py,524,auto_strategy
127,127,68,1,17,src/calibrated_explanations/viz/serializers.py,475,global_plotspec_from_dict
128,127,43,9,4,src/calibrated_explanations/core/calibrated_explainer.py,1861,_explain_impl
129,126,80,2,10,src/calibrated_explanations/core/calibrated_explainer.py,418,_enforce_feature_filter_plugin_preferences
130,124,80,1,12,src/calibrated_explanations/explanations/explanation.py,2572,build_rules_payload
131,124,62,7,2,src/calibrated_explanations/explanations/explanations.py,71,__init__
132,123,63,3,12,src/calibrated_explanations/core/narrative_generator.py,445,serialize_rules
133,122,40,8,6,src/calibrated_explanations/ce_agent_utils.py,242,fit_and_calibrate
134,121,112,0,3,src/calibrated_explanations/plugins/builtins.py,1693,_register_builtins
135,121,84,2,7,src/calibrated_explanations/core/wrap_explainer.py,126,from_config
136,121,62,4,9,src/calibrated_explanations/plugins/registry.py,1058,register_explanation_plugin
137,121,43,6,10,src/calibrated_explanations/core/prediction_helpers.py,84,initialize_explanation
138,120,63,3,11,src/calibrated_explanations/plugins/builtins.py,217,create
139,119,56,3,13,src/calibrated_explanations/plugins/registry.py,1940,register
140,119,56,6,5,src/calibrated_explanations/utils/discretizers.py,40,__init__
141,119,52,5,9,src/calibrated_explanations/plugins/builtins.py,95,predict
142,119,43,8,4,src/calibrated_explanations/cache/cache.py,400,__init__
143,118,95,1,5,src/calibrated_explanations/core/__init__.py,44,__getattr__
144,118,60,2,14,src/calibrated_explanations/explanations/explanations.py,172,__getitem__
145,117,70,1,13,src/calibrated_explanations/viz/serializers.py,403,triangular_plotspec_from_dict
146,117,45,9,0,src/calibrated_explanations/core/prediction/orchestrator.py,128,predict
147,116,57,4,9,src/calibrated_explanations/plugins/registry.py,479,_ensure_sequence
148,116,34,8,6,src/calibrated_explanations/api/config.py,193,perf_parallel
149,115,69,2,10,src/calibrated_explanations/core/explain/orchestrator.py,865,ensure_plugin
150,115,51,2,16,src/calibrated_explanations/viz/matplotlib_adapter.py,477,_render_single_header
151,115,48,5,9,src/calibrated_explanations/core/prediction_helpers.py,162,format_regression_prediction
152,114,66,3,8,src/calibrated_explanations/core/prediction/orchestrator.py,696,build_interval_context
153,114,65,2,11,src/calibrated_explanations/plugins/manager.py,410,__deepcopy__
154,114,65,2,11,src/calibrated_explanations/plugins/predict_monitor.py,131,_validate_invariants
155,113,66,1,13,src/calibrated_explanations/core/explain/orchestrator.py,1318,build_instance_telemetry_payload
156,112,48,2,16,src/calibrated_explanations/plotting.py,191,_resolve_plot_style_chain
157,111,78,0,11,src/calibrated_explanations/viz/matplotlib_adapter.py,26,_import_pyplot_with_retries
158,110,58,2,12,src/calibrated_explanations/serialization.py,23,to_json
159,110,50,6,4,src/calibrated_explanations/core/wrap_explainer.py,498,predict
160,107,72,1,9,src/calibrated_explanations/explanations/explanation.py,1857,get_rules
161,107,70,2,7,src/calibrated_explanations/utils/helper.py,366,assert_threshold
162,106,53,4,7,src/calibrated_explanations/plugins/registry.py,1141,register_interval_plugin
163,106,47,1,17,src/calibrated_explanations/parallel/parallel.py,177,__enter__
164,106,33,8,3,src/calibrated_explanations/explanations/explanation.py,843,_build_uncertainty_payload
165,106,31,9,1,src/calibrated_explanations/core/calibrated_explainer.py,1804,__call__
166,105,52,4,7,src/calibrated_explanations/plugins/registry.py,1215,register_plot_builder
167,105,52,4,7,src/calibrated_explanations/plugins/registry.py,1269,register_plot_renderer
168,105,32,5,11,src/calibrated_explanations/parallel/parallel.py,639,_process_strategy
169,104,44,6,4,src/calibrated_explanations/explanations/explanations.py,954,finalize_fast
170,104,28,8,4,src/calibrated_explanations/ce_agent_utils.py,644,wrap_and_explain
171,103,69,2,6,src/calibrated_explanations/calibration/interval_regressor.py,25,__init__
172,103,65,1,10,src/calibrated_explanations/plugins/registry.py,630,validate_explanation_metadata
173,103,60,2,9,src/calibrated_explanations/ce_agent_utils.py,343,summarize_explanations
174,103,59,4,4,src/calibrated_explanations/core/explain/orchestrator.py,1218,build_context
175,102,55,1,13,src/calibrated_explanations/explanations/explanations.py,625,_collection_metadata
176,102,54,3,8,src/calibrated_explanations/core/prediction/orchestrator.py,763,obtain_interval_calibrator
177,102,31,7,5,src/calibrated_explanations/api/config.py,161,perf_cache
178,101,51,4,6,src/calibrated_explanations/calibration/interval_regressor.py,251,predict_uncertainty
179,100,61,3,5,src/calibrated_explanations/core/calibrated_explainer.py,519,initialize_pool
180,100,60,2,8,src/calibrated_explanations/utils/helper.py,55,safe_isinstance
181,100,28,6,8,src/calibrated_explanations/ce_agent_utils.py,601,get_calibrated_predictions
182,99,41,5,6,src/calibrated_explanations/core/calibrated_explainer.py,1592,reinitialize
183,99,33,3,14,src/calibrated_explanations/testing/parity_compare.py,72,compare
184,99,29,8,2,src/calibrated_explanations/viz/builders.py,1092,build_global_plotspec
185,98,43,2,13,src/calibrated_explanations/core/explain/_feature_filter.py,34,from_base_and_env
186,97,48,5,3,src/calibrated_explanations/core/calibrated_explainer.py,1990,explain_lime
187,97,30,8,1,src/calibrated_explanations/core/explain/_helpers.py,123,compute_feature_effects
188,96,53,2,9,src/calibrated_explanations/core/config_helpers.py,100,write_pyproject_section
189,95,53,3,6,src/calibrated_explanations/utils/perturbation.py,46,categorical_perturbation
190,94,50,4,4,src/calibrated_explanations/calibration/interval_learner.py,44,update_interval_learner
191,94,43,0,17,src/calibrated_explanations/parallel/parallel.py,463,_get_cgroup_cpu_quota
192,93,39,3,10,src/calibrated_explanations/core/explain/parallel_runtime.py,282,explain_slice
193,92,47,3,7,src/calibrated_explanations/core/calibrated_explainer.py,2155,set_difficulty_estimator
194,92,44,3,8,src/calibrated_explanations/cache/cache.py,479,set
195,92,36,7,0,src/calibrated_explanations/core/explain/_helpers.py,251,feature_effect_for_index
196,92,34,5,6,src/calibrated_explanations/parallel/parallel.py,683,joblib_strategy
197,91,53,1,10,src/calibrated_explanations/plugins/registry.py,807,validate_plot_style_metadata
198,91,52,3,5,src/calibrated_explanations/core/explain/benchmarks.py,57,_run_single
199,91,51,2,8,src/calibrated_explanations/viz/narrative_plugin.py,266,detect_problem_type
200,91,41,1,14,src/calibrated_explanations/plugins/base.py,48,validate_plugin_meta
201,91,38,1,15,src/calibrated_explanations/viz/serializers.py,260,triangular_plotspec_to_dict
202,91,27,5,8,src/calibrated_explanations/parallel/parallel.py,611,thread_strategy
203,90,51,3,5,src/calibrated_explanations/utils/deprecations.py,42,deprecate
204,90,50,2,8,src/calibrated_explanations/plugins/explanations.py,410,_validate_prediction_invariant
205,90,47,5,1,src/calibrated_explanations/utils/deprecation.py,14,deprecate_public_api_symbol
206,90,41,2,11,src/calibrated_explanations/explanations/_conjunctions.py,50,_clone_payload
207,90,41,2,11,src/calibrated_explanations/integrations/shap.py,81,preload
208,89,52,2,7,src/calibrated_explanations/plugins/registry.py,413,_verify_plugin_checksum
209,89,45,1,12,src/calibrated_explanations/plugins/cli.py,415,_cmd_trust
210,89,40,2,11,src/calibrated_explanations/core/wrap_explainer.py,854,_extract_preprocessor_snapshot
211,89,30,7,1,src/calibrated_explanations/viz/builders.py,1060,build_triangular_plotspec
212,87,36,3,9,src/calibrated_explanations/utils/helper.py,648,safe_first_element
213,86,70,2,0,src/calibrated_explanations/plugins/manager.py,80,__init__
214,86,43,2,9,src/calibrated_explanations/integrations/lime.py,73,preload
215,86,38,6,0,src/calibrated_explanations/core/explain/_computation.py,280,initialize_explanation
216,86,34,2,12,src/calibrated_explanations/cache/cache.py,335,from_env
217,86,30,7,0,src/calibrated_explanations/core/reject/orchestrator.py,371,apply_policy
218,85,39,5,2,src/calibrated_explanations/core/wrap_explainer.py,687,plot
219,85,37,3,8,src/calibrated_explanations/explanations/reject.py,126,_slice_reject_fields
220,84,20,8,0,src/calibrated_explanations/core/prediction/orchestrator.py,310,_predict_impl
221,84,20,8,0,src/calibrated_explanations/explanations/explanation.py,1279,predict_conjunctive
222,83,39,4,4,src/calibrated_explanations/core/prediction/interval_registry.py,102,update
223,83,35,3,8,src/calibrated_explanations/core/explain/orchestrator.py,1278,_derive_plot_chain
224,82,43,3,5,src/calibrated_explanations/viz/narrative_plugin.py,381,_format_output
225,82,42,2,8,src/calibrated_explanations/core/prediction/orchestrator.py,260,_validate_prediction_result
226,81,46,1,9,src/calibrated_explanations/plugins/manager.py,737,build_plot_chain
227,81,41,2,8,src/calibrated_explanations/core/wrap_explainer.py,1103,import_preprocessor_mapping
228,81,39,3,6,src/calibrated_explanations/plugins/registry.py,543,_coerce_string_collection
229,80,54,1,6,src/calibrated_explanations/core/narrative_generator.py,28,load_template_file
230,79,59,1,4,src/calibrated_explanations/explanations/explanation.py,3690,get_rules
231,79,41,4,2,src/calibrated_explanations/core/discretizer_config.py,168,setup_discretized_data
232,78,44,2,6,src/calibrated_explanations/viz/coloring.py,38,get_fill_color
233,78,39,3,5,src/calibrated_explanations/explanations/_conjunctions.py,10,__init__
234,78,35,2,9,src/calibrated_explanations/explanations/explanations.py,589,_legacy_payload
235,77,45,1,8,src/calibrated_explanations/core/config_helpers.py,53,read_pyproject_section
236,77,38,3,5,src/calibrated_explanations/core/explain/parallel_runtime.py,178,build_explain_execution_plan
237,76,42,2,6,src/calibrated_explanations/explanations/explanations.py,1337,as_lime
238,76,38,4,2,src/calibrated_explanations/core/prediction_helpers.py,321,handle_uncalibrated_classification_prediction
239,76,38,4,2,src/calibrated_explanations/explanations/explanations.py,1406,super_explanations
240,76,38,4,2,src/calibrated_explanations/explanations/explanations.py,1481,semi_explanations
241,76,38,4,2,src/calibrated_explanations/explanations/explanations.py,1520,counter_explanations
242,75,50,2,3,src/calibrated_explanations/explanations/explanations.py,1070,get_explanation
243,75,27,6,0,src/calibrated_explanations/core/calibrated_explainer.py,2269,set_discretizer
244,75,19,7,0,src/calibrated_explanations/core/prediction_helpers.py,129,predict_internal
245,74,45,1,7,src/calibrated_explanations/explanations/explanation.py,1022,define_conditions
246,74,43,2,5,src/calibrated_explanations/viz/narrative_plugin.py,462,_format_as_html
247,74,39,4,1,src/calibrated_explanations/core/explain/_computation.py,239,get_covered_values
248,74,36,4,2,src/calibrated_explanations/core/prediction_helpers.py,283,handle_uncalibrated_regression_prediction
249,74,36,4,2,src/calibrated_explanations/plugins/predict_monitor.py,94,predict_interval
250,74,32,3,6,src/calibrated_explanations/core/reject/orchestrator.py,61,initialize_reject_learner
251,73,44,1,7,src/calibrated_explanations/core/config_helpers.py,187,coerce_string_tuple
252,73,39,2,6,src/calibrated_explanations/plugins/manager.py,784,coerce_plugin_override
253,73,36,2,7,src/calibrated_explanations/viz/narrative_plugin.py,318,get_feature_names
254,72,44,2,4,src/calibrated_explanations/core/calibrated_explainer.py,323,__deepcopy__
255,72,40,1,8,src/calibrated_explanations/core/narrative_generator.py,740,align_lines_globally
256,71,39,1,8,src/calibrated_explanations/plugins/cli.py,281,_cmd_validate_plot
257,71,28,5,1,src/calibrated_explanations/cache/explanation_cache.py,82,set_calibration_summaries
258,70,35,4,1,src/calibrated_explanations/core/validation.py,268,validate
259,70,30,5,0,src/calibrated_explanations/plugins/predict_monitor.py,63,predict
260,70,28,3,6,src/calibrated_explanations/plugins/builtins.py,1525,render
261,70,27,2,9,src/calibrated_explanations/core/narrative_generator.py,634,_format_conjunctive_condition
262,70,25,3,7,src/calibrated_explanations/utils/helper.py,26,make_directory
263,70,24,2,10,src/calibrated_explanations/ce_agent_utils.py,289,_extract_top_features
264,70,21,5,3,src/calibrated_explanations/viz/builders.py,230,_build_probability_segments
265,70,20,4,6,src/calibrated_explanations/core/explain/_helpers.py,55,slice_threshold
266,70,19,6,1,src/calibrated_explanations/utils/discretizers.py,221,__init__
267,70,19,6,1,src/calibrated_explanations/utils/discretizers.py,359,__init__
268,69,37,4,0,src/calibrated_explanations/core/explain/_base.py,55,execute
269,68,36,1,8,src/calibrated_explanations/plugins/explanations.py,218,__post_init__
270,68,21,4,5,src/calibrated_explanations/core/prediction/orchestrator.py,818,capture_interval_calibrators
271,66,35,2,5,src/calibrated_explanations/core/discretizer_config.py,18,validate_discretizer_choice
272,66,20,5,2,src/calibrated_explanations/core/explain/_feature_filter.py,100,emit_feature_filter_governance_event
273,66,15,6,1,src/calibrated_explanations/utils/discretizers.py,155,__init__
274,66,15,6,1,src/calibrated_explanations/utils/discretizers.py,292,__init__
275,65,40,2,3,src/calibrated_explanations/core/explain/feature_task.py,33,assign_weight_scalar
276,65,30,4,1,src/calibrated_explanations/cache/explanation_cache.py,111,compute_calibration_summaries
277,64,37,0,9,src/calibrated_explanations/plotting.py,62,__require_matplotlib
278,64,27,2,7,src/calibrated_explanations/core/explain/orchestrator.py,93,_coerce_ignore_items
279,64,20,4,4,src/calibrated_explanations/core/explain/parallel_runtime.py,52,__exit__
280,64,16,6,0,src/calibrated_explanations/core/explain/_helpers.py,105,initialize_explanation
281,63,40,1,5,src/calibrated_explanations/core/wrap_explainer.py,1237,__getstate__
282,63,38,2,3,src/calibrated_explanations/viz/narrative_plugin.py,506,_format_as_markdown
283,63,30,3,3,src/calibrated_explanations/plugins/builtins.py,334,explain_batch
284,63,20,5,1,src/calibrated_explanations/explanations/explanation.py,980,_build_condition_payload
285,62,48,1,2,src/calibrated_explanations/core/explain/parallel_instance.py,32,_instance_parallel_task
286,62,35,3,1,src/calibrated_explanations/core/calibrated_explainer.py,2039,explain_shap
287,62,34,2,4,src/calibrated_explanations/explanations/explanations.py,428,to_json
288,62,33,1,7,src/calibrated_explanations/core/narrative_generator.py,128,crosses_zero
289,62,26,3,4,src/calibrated_explanations/utils/helper.py,545,concatenate_thresholds
290,62,25,2,7,src/calibrated_explanations/core/narrative_generator.py,748,_align_marker
291,62,24,1,10,src/calibrated_explanations/utils/int_utils.py,40,collect_ints
292,61,41,1,4,src/calibrated_explanations/plotting.py,335,__setup_plot_style
293,61,38,1,5,src/calibrated_explanations/calibration/interval_learner.py,96,initialize_interval_learner
294,61,36,2,3,src/calibrated_explanations/viz/narrative_plugin.py,425,_format_as_text
295,61,34,3,1,src/calibrated_explanations/calibration/interval_regressor.py,303,predict_proba
296,61,32,1,7,src/calibrated_explanations/core/wrap_explainer.py,1070,export_preprocessor_mapping
297,61,29,1,8,src/calibrated_explanations/plugins/cli.py,384,_cmd_show
298,61,23,4,2,src/calibrated_explanations/explanations/explanations.py,1046,filter_rule_sizes
299,61,21,5,0,src/calibrated_explanations/ce_agent_utils.py,416,explain_and_narrate
300,61,21,5,0,src/calibrated_explanations/plugins/predict.py,26,predict
301,60,43,1,3,src/calibrated_explanations/explanations/adapters.py,38,domain_to_legacy
302,60,37,1,5,src/calibrated_explanations/viz/builders.py,87,is_valid_probability_values
303,60,33,3,1,src/calibrated_explanations/calibration/state.py,124,append_calibration
304,60,21,3,5,src/calibrated_explanations/cache/cache.py,457,get
305,60,21,3,5,src/calibrated_explanations/core/explain/parallel_instance.py,119,supports
306,60,20,5,0,src/calibrated_explanations/explanations/reject.py,169,from_collection
307,60,18,3,6,src/calibrated_explanations/ce_agent_utils.py,674,enforce_ce_first_and_execute
308,60,18,3,6,src/calibrated_explanations/core/explain/benchmarks.py,38,run
309,59,40,2,1,src/calibrated_explanations/core/explain/feature_task.py,75,assign_weight
310,59,34,2,3,src/calibrated_explanations/calibration/state.py,32,set_x_cal
311,59,32,0,9,src/calibrated_explanations/plotting.py,101,_read_plot_pyproject
312,59,32,3,1,src/calibrated_explanations/core/explain/_computation.py,171,get_greater_values
313,59,32,3,1,src/calibrated_explanations/core/explain/_computation.py,205,get_lesser_values
314,59,27,4,0,src/calibrated_explanations/plugins/registry.py,1728,register_plot_plugin
315,58,37,0,7,src/calibrated_explanations/legacy/plotting.py,25,__require_matplotlib
316,58,32,1,6,src/calibrated_explanations/cache/cache.py,190,default_size_estimator
317,58,32,1,6,src/calibrated_explanations/explanations/explanation.py,227,_validate_prediction_invariant
318,58,28,3,2,src/calibrated_explanations/explanations/explanations.py,1559,ensured_explanations
319,58,27,2,5,src/calibrated_explanations/ce_agent_utils.py,694,probe_optional_features
320,58,23,4,1,src/calibrated_explanations/core/wrap_explainer.py,211,fit
321,58,23,4,1,src/calibrated_explanations/explanations/explanation.py,2994,super_explanations
322,58,23,4,1,src/calibrated_explanations/explanations/explanation.py,3018,semi_explanations
323,58,23,4,1,src/calibrated_explanations/explanations/explanation.py,3042,counter_explanations
324,58,20,4,2,src/calibrated_explanations/plugins/registry.py,584,_normalise_dependency_field
325,58,10,6,0,src/calibrated_explanations/plugins/intervals.py,74,predict_proba
326,57,37,1,4,src/calibrated_explanations/utils/helper.py,686,assign_threshold
327,57,24,3,3,src/calibrated_explanations/core/calibrated_explainer.py,2203,set_mode
328,57,24,3,3,src/calibrated_explanations/viz/builders.py,126,_ensure_indexable_length
329,57,22,4,1,src/calibrated_explanations/explanations/explanations.py,1011,add_conjunctions
330,57,18,3,5,src/calibrated_explanations/core/wrap_explainer.py,727,_get_bins
331,57,13,4,4,src/calibrated_explanations/parallel/parallel.py,225,__exit__
332,56,48,1,0,src/calibrated_explanations/plugins/manager.py,916,initialize_orchestrators
333,56,37,2,1,src/calibrated_explanations/core/wrap_explainer.py,45,__init__
334,56,29,3,1,src/calibrated_explanations/core/wrap_explainer.py,369,explain_factual
335,56,29,3,1,src/calibrated_explanations/utils/perturbation.py,131,uniform_perturbation
336,56,28,2,4,src/calibrated_explanations/plugins/registry.py,148,_propagate_trust_metadata
